;Unnamed: 0;Idenx original;tipo_de_accidente;responsabilidad;descripcion_del_hecho - Final;Spacy Lemma-Pos
30;30;647;auto - ciclista;comprometida;aseg encontraba detenido dejando pasar venian cnel s carreras avanzar bicicleta venia contrario pasa medio aseg aseg embiste parte delantera parte bicicleta cae suelo lesiones visibles manifestaba dolencias retiro propios medios andar bicicleta rueda torcida producto intervencion solo intervencion constato bien;[('aseg', 'PROPN'), ('encontrar', 'AUX'), ('detener', 'ADJ'), ('dejar', 'AUX'), ('pasar', 'VERB'), ('venian', 'AUX'), ('cnel', 'PROPN'), ('segundo', 'CCONJ'), ('carrera', 'NOUN'), ('avanzar', 'VERB'), ('bicicleta', 'NOUN'), ('venia', 'PROPN'), ('contrario', 'ADJ'), ('paso', 'VERB'), ('mediar', 'NUM'), ('aseg', 'NOUN'), ('aseg', 'ADJ'), ('embestir', 'VERB'), ('partir', 'NOUN'), ('delantero', 'ADJ'), ('partir', 'NOUN'), ('bicicleta', 'NOUN'), ('caer', 'VERB'), ('soler', 'NOUN'), ('lesionar', 'NOUN'), ('visible', 'ADJ'), ('manifestar', 'AUX'), ('dolencia', 'NOUN'), ('retirar', 'NOUN'), ('propio', 'DET'), ('medio', 'NOUN'), ('andar', 'VERB'), ('bicicleta', 'NOUN'), ('rodar', 'VERB'), ('torcer', 'ADJ'), ('producto', 'INTJ'), ('intervencion', 'PROPN'), ('solo', 'PROPN'), ('intervencion', 'PROPN'), ('constatar', 'VERB'), ('bien', 'ADV')]
31;31;652;auto - ciclista;comprometida;aseg circulaba vergara encierra vehiculo aseg colisiona parte lateral izquierda espejo retrovisor bicicleta circulaba misma izquierda aseg cae piso ocupante ;[('aseg', 'PROPN'), ('circular', 'AUX'), ('vergara', 'PROPN'), ('encerrar', 'PROPN'), ('vehicular', 'NOUN'), ('aseg', 'PROPN'), ('colisionar', 'VERB'), ('partir', 'NOUN'), ('lateral', 'ADJ'), ('izquierdo', 'ADJ'), ('espejar', 'PROPN'), ('retrovisor', 'ADJ'), ('bicicleta', 'PROPN'), ('circular', 'AUX'), ('mismo', 'DET'), ('izquierdo', 'NOUN'), ('aseg', 'PROPN'), ('caer', 'VERB'), ('pisar', 'NOUN'), ('ocupante', 'ADJ')]
32;32;655;auto - ciclista;concurrente;mecanica hecho segun version asegurado circulando recuerda bicicleta sale repente lado izquierdo colisinando auto aseguradosin proteccion cae piso solo observa golpe derecha debajo asegurada ofrece asistentencia llamar ciclista niega trabajando retira lugar mas;[('mecanica', 'ADJ'), ('hacer', 'ADJ'), ('segun', 'ADJ'), ('version', 'PROPN'), ('asegurar', 'ADJ'), ('circular', 'PROPN'), ('recordar', 'VERB'), ('bicicleta', 'NOUN'), ('salir', 'VERB'), ('repente', 'ADJ'), ('lado', 'NOUN'), ('izquierdo', 'ADJ'), ('colisinando', 'VERB'), ('auto', 'NOUN'), ('aseguradosin', 'VERB'), ('proteccion', 'PROPN'), ('caer', 'VERB'), ('pisar', 'NOUN'), ('solo', 'ADJ'), ('observar', 'VERB'), ('golpe', 'PROPN'), ('derecho', 'ADJ'), ('debajo', 'ADV'), ('asegurar', 'ADJ'), ('ofrecer', 'VERB'), ('asistentencia', 'NOUN'), ('llamar', 'VERB'), ('ciclista', 'NOUN'), ('negar', 'ADJ'), ('trabajar', 'VERB'), ('retirar', 'VERB'), ('lugar', 'NOUN'), ('mas', 'PROPN')]
33;33;675;auto - ciclista;comprometida;circulando peron asegurado ve ciclista toca cae piso iva solo bici dolia;[('circular', 'VERB'), ('peron', 'VERB'), ('asegurar', 'ADJ'), ('ver', 'VERB'), ('ciclista', 'NOUN'), ('tocar', 'PROPN'), ('caer', 'VERB'), ('pisar', 'NOUN'), ('iva', 'PROPN'), ('solo', 'ADV'), ('bici', 'INTJ'), ('dolia', 'INTJ')]
34;34;682;auto - ciclista;comprometida;aseg circulando eva peron doblar pumacahua conteiner tapan vision ve habia tercero bicicleta impacta parte delantera tercero cae capot despues suelo asistido trasladan hospital;[('aseg', 'PROPN'), ('circular', 'VERB'), ('eva', 'PROPN'), ('peron', 'VERB'), ('doblar', 'VERB'), ('pumacahua', 'ADP'), ('conteiner', 'VERB'), ('tapar', 'PROPN'), ('vision', 'PROPN'), ('ver', 'VERB'), ('habia', 'PROPN'), ('3', 'ADJ'), ('bicicleta', 'NOUN'), ('impactar', 'ADJ'), ('partir', 'NOUN'), ('delantero', 'ADJ'), ('3', 'ADJ'), ('caer', 'VERB'), ('capot', 'PROPN'), ('despues', 'NOUN'), ('soler', 'NOUN'), ('asistir', 'ADJ'), ('trasladar', 'AUX'), ('hospital', 'PROPN')]
35;35;697;auto - ciclista;comprometida;asegurado circulaba cerri cruce san antonio impacta tercero circulaba ultima parte delantera izquierda desplazamientos bicicleta solo ocupante cae piso prsentaba dolores raspon trasladado hospital merlo asegurado ;[('asegurar', 'PROPN'), ('circular', 'PROPN'), ('cerri', 'PROPN'), ('cruzar', 'PROPN'), ('santo', 'PROPN'), ('antonio', 'PROPN'), ('impactar', 'PROPN'), ('3', 'ADJ'), ('circular', 'AUX'), ('ultimar', 'ADJ'), ('partir', 'NOUN'), ('delantero', 'ADJ'), ('izquierdo', 'ADJ'), ('desplazamiento', 'NOUN'), ('bicicleta', 'PROPN'), ('solo', 'ADV'), ('ocupante', 'ADJ'), ('caer', 'VERB'), ('pisar', 'NOUN'), ('prsentaba', 'AUX'), ('dolor', 'NOUN'), ('raspon', 'ADJ'), ('trasladar', 'ADJ'), ('hospital', 'PROPN'), ('merlo', 'VERB'), ('asegurar', 'ADJ')]
36;36;698;auto - ciclista;comprometida;aseg circulaba zabala impacta parte delantera izq ro bicicleta circulaba eslovenia desplazamientos lesionados bici personas levantan medios ;[('aseg', 'PROPN'), ('circular', 'AUX'), ('zabala', 'PROPN'), ('impactar', 'ADJ'), ('partir', 'NOUN'), ('delantero', 'ADJ'), ('izq', 'ADJ'), ('ro', 'PROPN'), ('bicicleta', 'NOUN'), ('circular', 'AUX'), ('eslovenia', 'PROPN'), ('desplazamiento', 'NOUN'), ('lesionar', 'ADJ'), ('bici', 'PROPN'), ('personar', 'NOUN'), ('levantar', 'AUX'), ('medio', 'NOUN')]
37;37;706;auto - ciclista;comprometida;cruzando puente alvarez moto invade carril esquive hacer impactamos levemente ciclista vena enfrente ciclista cay intervencin polica march propios medios tras dejarme datos;[('cruzar', 'VERB'), ('puente', 'NOUN'), ('alvarez', 'PROPN'), ('moto', 'PROPN'), ('invadir', 'VERB'), ('carril', 'PROPN'), ('esquivar', 'PROPN'), ('hacer', 'VERB'), ('impactar', 'VERB'), ('levemente', 'ADV'), ('ciclista', 'ADJ'), ('vena', 'ADJ'), ('enfrentar', 'ADV'), ('ciclista', 'ADJ'), ('cay', 'PROPN'), ('intervencin', 'PROPN'), ('polica', 'ADJ'), ('march', 'VERB'), ('propio', 'DET'), ('medio', 'NOUN'), ('tras', 'ADP'), ('dejarme', 'VERB'), ('dato', 'NOUN')]
38;38;732;auto - ciclista;comprometida;aseg circulaba rep honduras detras bicicleta par bicicleta encontraba taxi llegar juan b justo doblo aviso delante bici frenar golpe aseg golpea frente parte trasera bicime bajo asisto incorpora medios manifiesta dolor derecha ofrece asistencia medica lugar niega ofresco llevarlo dirigia casa cargamos bici auto trayencto tercero manifiesta hicha llevo hospital pirovano atendido luego pide lleve vicente lopez vive retiro lugar ;[('aseg', 'PROPN'), ('circular', 'AUX'), ('rep', 'PROPN'), ('hondura', 'ADJ'), ('detras', 'NOUN'), ('bicicleta', 'NOUN'), ('par', 'PROPN'), ('bicicleta', 'NOUN'), ('encontrar', 'AUX'), ('taxi', 'NOUN'), ('llegar', 'VERB'), ('juan', 'PROPN'), ('b', 'PROPN'), ('justar', 'ADV'), ('doblar', 'NOUN'), ('avisar', 'NOUN'), ('delante', 'ADV'), ('bici', 'PROPN'), ('frenar', 'VERB'), ('golpe', 'PROPN'), ('aseg', 'PROPN'), ('golpear', 'VERB'), ('frente', 'ADV'), ('partir', 'NOUN'), ('trasero', 'ADJ'), ('bicime', 'PROPN'), ('bajar', 'ADP'), ('asistir', 'NOUN'), ('incorporar', 'VERB'), ('medio', 'NOUN'), ('manifiesto', 'ADJ'), ('dolor', 'NOUN'), ('derecho', 'ADJ'), ('ofrecer', 'VERB'), ('asistencia', 'NOUN'), ('medicar', 'ADJ'), ('lugar', 'NOUN'), ('negar', 'VERB'), ('ofresco', 'PROPN'), ('llevarlo', 'VERB'), ('dirigia', 'NOUN'), ('casar', 'NOUN'), ('cargar', 'ADJ'), ('bici', 'PROPN'), ('auto', 'NOUN'), ('trayencto', 'ADJ'), ('3', 'ADJ'), ('manifiesto', 'VERB'), ('hicha', 'NOUN'), ('llevar', 'VERB'), ('hospital', 'PROPN'), ('pirovano', 'ADJ'), ('atender', 'ADJ'), ('luego', 'ADV'), ('pedir', 'VERB'), ('llevar', 'PROPN'), ('vicente', 'PROPN'), ('lopez', 'PROPN'), ('vivir', 'VERB'), ('retirar', 'NOUN'), ('lugar', 'NOUN')]
39;39;741;auto - ciclista;comprometida;aseg circulaba cochabamba maniobrar hacia impactado parte lateral delantera izq ro circulaba desplazamientos lesionados;[('aseg', 'PROPN'), ('circular', 'AUX'), ('cochabamba', 'PROPN'), ('maniobrar', 'VERB'), ('hacia', 'ADP'), ('impactar', 'VERB'), ('partir', 'NOUN'), ('lateral', 'ADJ'), ('delantero', 'ADJ'), ('izq', 'PROPN'), ('ro', 'PROPN'), ('circular', 'AUX'), ('desplazamiento', 'NOUN'), ('lesionar', 'ADJ')]
40;40;745;auto - ciclista;comprometida;aseguradocirculaba white llegar jose rodo miro derecha viene transito vi ciclista venia bicicenda venia oeste embisto paragolpes delantero ciclista femenina tenia cae suelo levanta propios medios viene same trasladan pinero ;[('aseguradocirculaba', 'AUX'), ('white', 'PROPN'), ('llegar', 'VERB'), ('jose', 'PROPN'), ('rodo', 'PROPN'), ('mirar', 'PROPN'), ('derecho', 'ADJ'), ('venir', 'VERB'), ('transitar', 'NOUN'), ('ver', 'PROPN'), ('ciclista', 'PROPN'), ('venia', 'PROPN'), ('bicicenda', 'PROPN'), ('venia', 'PROPN'), ('oeste', 'PROPN'), ('embestir', 'PROPN'), ('parachoques', 'NOUN'), ('delantero', 'NOUN'), ('ciclista', 'ADJ'), ('femenino', 'ADJ'), ('tenia', 'PROPN'), ('caer', 'VERB'), ('soler', 'NOUN'), ('levantar', 'VERB'), ('propio', 'DET'), ('medio', 'NOUN'), ('venir', 'VERB'), ('same', 'ADV'), ('trasladar', 'AUX'), ('pinero', 'NOUN')]
41;41;754;auto - ciclista;comprometida;parado esquina doblar arranco colisiona bicicleta venia izquierda mirando transito venia derecha;[('parar', 'PROPN'), ('esquinar', 'NOUN'), ('doblar', 'ADJ'), ('arrancar', 'ADV'), ('colisionar', 'PROPN'), ('bicicleta', 'NOUN'), ('venia', 'PROPN'), ('izquierdo', 'ADJ'), ('mirar', 'VERB'), ('transitar', 'NOUN'), ('venia', 'PROPN'), ('derecho', 'ADJ')]
42;42;762;auto - ciclista;comprometida;asegurado estacionado abre puerta delantera izquierda impacta bicicleta circulaba misma ciclista cae asfalto asegurado ayudo tercero levantarse asegurado llevo hospital thompson intervencion policial desplazamientos;[('asegurar', 'ADJ'), ('estacionar', 'ADJ'), ('abrir', 'VERB'), ('puerta', 'NOUN'), ('delantero', 'NOUN'), ('izquierdo', 'ADJ'), ('impactar', 'ADJ'), ('bicicleta', 'NOUN'), ('circular', 'AUX'), ('mismo', 'DET'), ('ciclista', 'NOUN'), ('caer', 'VERB'), ('asfaltar', 'NOUN'), ('asegurar', 'ADJ'), ('ayudar', 'PROPN'), ('3', 'ADJ'), ('levantarse', 'VERB'), ('asegurar', 'ADJ'), ('llevar', 'VERB'), ('hospital', 'PROPN'), ('thompson', 'PROPN'), ('intervencion', 'PROPN'), ('policial', 'ADJ'), ('desplazamiento', 'NOUN')]
43;43;810;auto - ciclista;comprometida;vehiculo asegurado circulaba gral jose san martin maniobrar derecha estacionar colisiona levemente ciclista bicicleta cae ciclista queda intercambia datos va intervencin;[('vehicular', 'NOUN'), ('asegurar', 'ADJ'), ('circular', 'AUX'), ('gral', 'PROPN'), ('jose', 'PROPN'), ('santo', 'PROPN'), ('martin', 'PROPN'), ('maniobrar', 'VERB'), ('derecho', 'NOUN'), ('estacionar', 'VERB'), ('colisionar', 'NOUN'), ('levemente', 'ADV'), ('ciclista', 'ADJ'), ('bicicleta', 'NOUN'), ('caer', 'VERB'), ('ciclista', 'NOUN'), ('quedo', 'VERB'), ('intercambiar', 'PROPN'), ('dato', 'NOUN'), ('ir', 'AUX'), ('intervencin', 'NOUN')]
44;44;828;auto - ciclista;concurrente;circulando rivarola ciclista produce siniestro bicicleta venia solo cayo piso;[('circular', 'PROPN'), ('rivarola', 'PROPN'), ('ciclista', 'ADJ'), ('producir', 'VERB'), ('siniestro', 'ADJ'), ('bicicleta', 'NOUN'), ('venia', 'PROPN'), ('solo', 'ADV'), ('cayo', 'NOUN'), ('pisar', 'NOUN')]
45;45;833;auto - ciclista;comprometida;iba circulando cno gral belgrano bicicleta circulaba par esquiva pozo viniendo toco rueda trasera bicicleta iba sola persona cae levantandose medios manifestando dolores izquierda ofrezco llevarlo centro medico llamar niega tenia ir trabajar intervension policial desplazamientos comunicamos asegurdao podia aportar mayores datos terceroel asegurado tom tercero mecanica dice bicicleta esquiv pozo tercero quiso ir hospital participo tercero momento reconoci haba esquivao pozo cruzaron datos automovil danos consecuencia hecho leve;[('ir', 'VERB'), ('circular', 'VERB'), ('cno', 'AUX'), ('gral', 'ADJ'), ('belgrano', 'ADJ'), ('bicicleta', 'PROPN'), ('circular', 'AUX'), ('par', 'PROPN'), ('esquivo', 'ADJ'), ('pozo', 'ADJ'), ('venir', 'VERB'), ('tocar', 'PROPN'), ('rodar', 'NOUN'), ('trasero', 'ADJ'), ('bicicleta', 'NOUN'), ('ir', 'AUX'), ('solo', 'ADJ'), ('personar', 'NOUN'), ('caer', 'VERB'), ('levantandose', 'VERB'), ('medio', 'NOUN'), ('manifestar', 'VERB'), ('dolor', 'NOUN'), ('izquierdo', 'ADJ'), ('ofrecer', 'VERB'), ('llevarlo', 'VERB'), ('centrar', 'NOUN'), ('medicar', 'ADJ'), ('llamar', 'PROPN'), ('negar', 'VERB'), ('tenia', 'PROPN'), ('ir', 'VERB'), ('trabajar', 'VERB'), ('intervension', 'PROPN'), ('policial', 'ADJ'), ('desplazamiento', 'NOUN'), ('comunicar', 'VERB'), ('asegurdao', 'ADV'), ('podia', 'VERB'), ('aportar', 'VERB'), ('mayor', 'ADJ'), ('dato', 'NOUN'), ('terceroel', 'PROPN'), ('asegurar', 'ADJ'), ('tom', 'PROPN'), ('3', 'ADJ'), ('mecanica', 'PROPN'), ('decir', 'VERB'), ('bicicleta', 'PROPN'), ('esquiv', 'PROPN'), ('pozo', 'PROPN'), ('3', 'ADJ'), ('querer', 'VERB'), ('ir', 'VERB'), ('hospital', 'PROPN'), ('participar', 'PROPN'), ('3', 'ADJ'), ('momento', 'NOUN'), ('reconoci', 'ADJ'), ('haba', 'AUX'), ('esquivao', 'ADV'), ('pozo', 'ADJ'), ('cruzar', 'VERB'), ('dato', 'NOUN'), ('automovil', 'ADJ'), ('danos', 'ADJ'), ('consecuencia', 'NOUN'), ('hacer', 'ADJ'), ('levar', 'ADJ')]
46;46;845;auto - ciclista;comprometida;mecanica hecho segun version asegurado asegurada circulando payzandu cruzar atacama venia bicicleta izqueirda veo venia auto permite embiste lateral izquierdo delantero bicicleta iba sola persona tenia cae suelo levanta golpeo conciente testigo llama ambulacia trasladaron hospital haedo ;[('mecanica', 'ADJ'), ('hacer', 'ADJ'), ('segun', 'ADJ'), ('version', 'PROPN'), ('asegurar', 'ADJ'), ('asegurar', 'ADJ'), ('circular', 'VERB'), ('payzandu', 'PROPN'), ('cruzar', 'VERB'), ('atacama', 'PROPN'), ('venia', 'PROPN'), ('bicicleta', 'PROPN'), ('izqueirda', 'PROPN'), ('ver', 'PROPN'), ('venia', 'PROPN'), ('auto', 'PROPN'), ('permitir', 'VERB'), ('embestir', 'NOUN'), ('lateral', 'ADJ'), ('izquierdo', 'ADJ'), ('delantero', 'NOUN'), ('bicicleta', 'PROPN'), ('ir', 'AUX'), ('solo', 'ADJ'), ('personar', 'NOUN'), ('tenia', 'PROPN'), ('caer', 'VERB'), ('soler', 'NOUN'), ('levantar', 'ADJ'), ('golpear', 'PROPN'), ('conciente', 'ADJ'), ('testigo', 'PROPN'), ('llamar', 'VERB'), ('ambulacia', 'NOUN'), ('trasladar', 'VERB'), ('hospital', 'PROPN'), ('haedo', 'PROPN')]
47;47;865;auto - ciclista;comprometida;asegurado circulaba unidos agacha cambuar radio impacta tercero circulaba misma desplazamientos bicicleta solo ocupante cae piso preentaba dolor ;[('asegurar', 'ADJ'), ('circular', 'AUX'), ('unir', 'PROPN'), ('agachar', 'ADJ'), ('cambuar', 'VERB'), ('radiar', 'NOUN'), ('impactar', 'VERB'), ('3', 'ADJ'), ('circular', 'AUX'), ('mismo', 'DET'), ('desplazamiento', 'NOUN'), ('bicicleta', 'VERB'), ('solo', 'ADV'), ('ocupante', 'ADJ'), ('caer', 'VERB'), ('pisar', 'NOUN'), ('preentaba', 'AUX'), ('dolor', 'NOUN')]
48;48;869;auto - ciclista;comprometida;mecanica hecho seguno version asegurado c irculando monteagudo ingresar unidad nacional toma contacto tercero bicicleta circulaba unidad nacional aseg toma contacto parte delantera parte derecha bicicleta tenia solo ocupante proteccion cayo piso manifesto dolencia ;[('mecanica', 'ADJ'), ('hacer', 'ADJ'), ('seguno', 'PRON'), ('version', 'PROPN'), ('asegurar', 'ADJ'), ('c', 'AUX'), ('irculando', 'VERB'), ('monteagudo', 'PROPN'), ('ingresar', 'VERB'), ('unidad', 'NOUN'), ('nacional', 'ADJ'), ('tomar', 'VERB'), ('contactar', 'NOUN'), ('3', 'ADJ'), ('bicicleta', 'NOUN'), ('circular', 'AUX'), ('unidad', 'NOUN'), ('nacional', 'ADJ'), ('aseg', 'PROPN'), ('tomar', 'VERB'), ('contactar', 'NOUN'), ('partir', 'NOUN'), ('delantero', 'ADJ'), ('partir', 'NOUN'), ('derecho', 'ADJ'), ('bicicleta', 'NOUN'), ('tenia', 'PROPN'), ('solo', 'ADV'), ('ocupante', 'ADJ'), ('proteccion', 'PROPN'), ('cayo', 'ADJ'), ('pisar', 'NOUN'), ('manifesto', 'ADJ'), ('dolencia', 'NOUN')]
49;49;873;auto - ciclista;;vehiculo asegurado estacionado eva peron abrir puerta delantera izquierda impacta tercero bicicleta circulaba misma ciclista cae asfalto intervencion policial desplazamientos tercero trasladado centro medico;[('vehicular', 'NOUN'), ('asegurar', 'ADJ'), ('estacionar', 'ADJ'), ('eva', 'PROPN'), ('peron', 'VERB'), ('abrir', 'VERB'), ('puerta', 'NOUN'), ('delantero', 'NOUN'), ('izquierdo', 'ADJ'), ('impactar', 'ADJ'), ('3', 'ADJ'), ('bicicleta', 'NOUN'), ('circular', 'AUX'), ('mismo', 'DET'), ('ciclista', 'NOUN'), ('caer', 'VERB'), ('asfaltar', 'PROPN'), ('intervencion', 'PROPN'), ('policial', 'ADJ'), ('desplazamiento', 'NOUN'), ('3', 'ADJ'), ('trasladar', 'ADJ'), ('centrar', 'NOUN'), ('medicar', 'ADJ')]
50;50;890;auto - ciclista;concurrente;asegurado circulaba itiuzaingo pasando bocacalle bicicleta venia contramano izquierda pueyrredon asegurado puede evitar chocarla bicicleta iban ocupantes caen piso solo presentaba lastimaduras ;[('asegurar', 'PROPN'), ('circular', 'AUX'), ('itiuzaingo', 'PROPN'), ('pasar', 'VERB'), ('bocacalle', 'PROPN'), ('bicicleta', 'NOUN'), ('venia', 'PROPN'), ('contramano', 'PROPN'), ('izquierdo', 'PROPN'), ('pueyrredon', 'PROPN'), ('asegurar', 'ADJ'), ('poder', 'AUX'), ('evitar', 'VERB'), ('chocarla', 'VERB'), ('bicicleta', 'NOUN'), ('ir', 'AUX'), ('ocupante', 'ADJ'), ('caer', 'AUX'), ('pisar', 'NOUN'), ('solo', 'ADJ'), ('presentar', 'AUX'), ('lastimadura', 'NOUN')]
51;51;895;auto - ciclista;comprometida;mecanica hecho segun version asegurado asegurado circulando pte h irigoyen intentar girar izquierda colisiona ciclista circulaba costado ciclista impacta vehiculo cae piso ;[('mecanica', 'ADJ'), ('hacer', 'ADJ'), ('segun', 'ADJ'), ('version', 'PROPN'), ('asegurar', 'ADJ'), ('asegurar', 'ADJ'), ('circular', 'VERB'), ('pte', 'NOUN'), ('hora', 'ADP'), ('irigoyen', 'PROPN'), ('intentar', 'VERB'), ('girar', 'VERB'), ('izquierdo', 'NOUN'), ('colisionar', 'ADJ'), ('ciclista', 'ADJ'), ('circular', 'AUX'), ('costar', 'ADJ'), ('ciclista', 'NOUN'), ('impactar', 'ADJ'), ('vehicular', 'NOUN'), ('caer', 'VERB'), ('pisar', 'NOUN')]
52;52;899;auto - ciclista;comprometida;mecanica hecho segun version asegurado asegurado maniobra salir lugar estacionado impacta bicicleta parte delantera izquierda parte delantera tercero bicicleta cea suelo recibe asistencia lugar;[('mecanica', 'ADJ'), ('hacer', 'ADJ'), ('segun', 'ADJ'), ('version', 'PROPN'), ('asegurar', 'ADJ'), ('asegurar', 'ADJ'), ('maniobrar', 'VERB'), ('salir', 'VERB'), ('lugar', 'NOUN'), ('estacionar', 'ADJ'), ('impactar', 'ADJ'), ('bicicleta', 'NOUN'), ('partir', 'NOUN'), ('delantero', 'ADJ'), ('izquierdo', 'ADJ'), ('partir', 'NOUN'), ('delantero', 'ADJ'), ('3', 'ADJ'), ('bicicleta', 'NOUN'), ('cea', 'DET'), ('soler', 'NOUN'), ('recibir', 'VERB'), ('asistencia', 'NOUN'), ('lugar', 'NOUN')]
53;53;902;auto - ciclista;comprometida;redgreenlue venia circulando iwanoski llegar interseccion mayo toco paragolpe bicicleta cayendo asfalto ;[('redgreenlue', 'PROPN'), ('venia', 'PROPN'), ('circular', 'VERB'), ('iwanoski', 'PROPN'), ('llegar', 'VERB'), ('interseccion', 'PROPN'), ('mayar', 'PROPN'), ('tocar', 'PROPN'), ('paragolpe', 'NOUN'), ('bicicleta', 'PROPN'), ('caer', 'VERB'), ('asfaltar', 'NOUN')]
54;54;911;auto - ciclista;comprometida;circulaba ruta paraguay patagones direccion paso rey ciclista iba derecha pegado cordon pasando resbala cae abajo comion;[('circular', 'AUX'), ('ruta', 'ADJ'), ('paraguay', 'PROPN'), ('patagón', 'NOUN'), ('direccion', 'PROPN'), ('pasar', 'ADJ'), ('rey', 'NOUN'), ('ciclista', 'ADJ'), ('ir', 'AUX'), ('derecho', 'ADJ'), ('pegar', 'ADJ'), ('cordon', 'PROPN'), ('pasar', 'PROPN'), ('resbalar', 'PROPN'), ('caer', 'VERB'), ('abajar', 'ADV'), ('comion', 'PROPN')]
55;55;912;auto - ciclista;comprometida;vehiculo asegurado encontraba estacionado tagle abrir puerta delantera izquierda colisiona misma tercero bicicleta persona circulaba misma persona cayo asfalto trasladada posteriormente asegurado domicilio desplazamientosno int tel;[('vehicular', 'NOUN'), ('asegurar', 'ADJ'), ('encontrar', 'AUX'), ('estacionar', 'ADJ'), ('tagle', 'PROPN'), ('abrir', 'VERB'), ('puerta', 'NOUN'), ('delantero', 'NOUN'), ('izquierdo', 'ADJ'), ('colisionar', 'ADJ'), ('mismo', 'DET'), ('3', 'ADJ'), ('bicicleta', 'NOUN'), ('personar', 'NOUN'), ('circular', 'AUX'), ('mismo', 'DET'), ('personar', 'NOUN'), ('cayo', 'PROPN'), ('asfaltar', 'PROPN'), ('trasladar', 'ADJ'), ('posteriormente', 'ADV'), ('asegurar', 'ADJ'), ('domiciliar', 'NOUN'), ('desplazamientosno', 'PROPN'), ('int', 'PROPN'), ('tel', 'PROPN')]
56;56;916;auto - ciclista;comprometida;circulando boedo llegar bocacalle bicicleta ultima colisiona lateral trasero derecho sola persona bici cae suelo leisones retira circulando misma;[('circular', 'PROPN'), ('boedo', 'AUX'), ('llegar', 'VERB'), ('bocacalle', 'PROPN'), ('bicicleta', 'NOUN'), ('ultimar', 'ADJ'), ('colisionar', 'NOUN'), ('lateral', 'ADJ'), ('trasero', 'ADJ'), ('derecho', 'PROPN'), ('solo', 'ADJ'), ('personar', 'NOUN'), ('bici', 'PROPN'), ('caer', 'VERB'), ('soler', 'NOUN'), ('leisones', 'PROPN'), ('retirar', 'VERB'), ('circular', 'VERB'), ('mismo', 'DET')]
57;57;919;auto - ciclista;comprometida;asegurado circulaba lavallol cruzar palpa colisiona ciclista ciruclaba ultima derecha impactando parte delantera derecha ciclista cae suelo luego pegar parabrisas ;[('asegurar', 'ADJ'), ('circular', 'AUX'), ('lavallol', 'PROPN'), ('cruzar', 'VERB'), ('palpar', 'NOUN'), ('colisionar', 'NOUN'), ('ciclista', 'ADJ'), ('ciruclaba', 'AUX'), ('ultimar', 'ADJ'), ('derecho', 'ADJ'), ('impactar', 'VERB'), ('partir', 'NOUN'), ('delantero', 'ADJ'), ('derecho', 'ADJ'), ('ciclista', 'ADJ'), ('caer', 'VERB'), ('soler', 'NOUN'), ('luego', 'ADV'), ('pegar', 'VERB'), ('parabrisas', 'NOUN')]
58;58;929;auto - ciclista;comprometida;vjh circulando brown impacta parte derecha sujeto manejaba bicibcleta usaba cayo piso bicicleta quedo buen solo raspones intervencion policial lesioando;[('vjh', 'PROPN'), ('circular', 'VERB'), ('brown', 'PROPN'), ('impactar', 'VERB'), ('partir', 'NOUN'), ('derecho', 'ADJ'), ('sujetar', 'ADJ'), ('manejar', 'AUX'), ('bicibcleta', 'PROPN'), ('usar', 'AUX'), ('cayo', 'PROPN'), ('pisar', 'NOUN'), ('bicicleta', 'PROPN'), ('quedar', 'PROPN'), ('bueno', 'ADJ'), ('solo', 'ADJ'), ('raspones', 'NOUN'), ('intervencion', 'PROPN'), ('policial', 'ADJ'), ('lesioando', 'VERB')]
59;59;933;auto - ciclista;comprometida;mecanica hecho segun version asegurado circulando colombres llegar interseccion italia freno miro hacia ambos lados vuelvo arrancar embiste tercero circulaba bicicleta italia cael piso manifestaba tener dolor rodillas ;[('mecanica', 'ADJ'), ('hacer', 'ADJ'), ('segun', 'ADJ'), ('version', 'PROPN'), ('asegurar', 'ADJ'), ('circular', 'VERB'), ('colombres', 'NOUN'), ('llegar', 'VERB'), ('interseccion', 'PROPN'), ('italia', 'PROPN'), ('frenar', 'ADJ'), ('mirar', 'VERB'), ('hacia', 'ADP'), ('ambos', 'NUM'), ('lado', 'NOUN'), ('volver', 'VERB'), ('arrancar', 'VERB'), ('embestir', 'PROPN'), ('3', 'ADJ'), ('circular', 'AUX'), ('bicicleta', 'NOUN'), ('italia', 'PROPN'), ('cael', 'PROPN'), ('pisar', 'PROPN'), ('manifestar', 'AUX'), ('tener', 'VERB'), ('dolor', 'NOUN'), ('rodilla', 'ADJ')]
