;Unnamed: 0;Idenx original;tipo_de_accidente;responsabilidad;descripcion_del_hecho - Final;Spacy Lemma-Pos
29;29;204;auto - auto;comprometida;encontraba saliendo estacionamiento shopping tercero impacta parte delantera derecha parte delantera lesionados mas terceros datos tercero casteluccio agustin vw vento kmc federacion patronal;[('encontrar', 'AUX'), ('salir', 'VERB'), ('estacionamiento', 'NOUN'), ('shopping', 'INTJ'), ('3', 'ADJ'), ('impactar', 'VERB'), ('partir', 'NOUN'), ('delantero', 'ADJ'), ('derecho', 'ADJ'), ('partir', 'NOUN'), ('delantero', 'ADJ'), ('lesionar', 'ADJ'), ('mas', 'CCONJ'), ('tercero', 'ADJ'), ('dato', 'NOUN'), ('3', 'ADJ'), ('casteluccio', 'NOUN'), ('agustin', 'PROPN'), ('vw', 'ADP'), ('vento', 'PROPN'), ('kmc', 'PROPN'), ('federacion', 'PROPN'), ('patronal', 'ADJ')]
30;30;223;auto - auto;comprometida;circulando julio mexico embisto parte delantera parte trasera ero detiene marcha cambio semaforo desplazamientos lesionados;[('circular', 'VERB'), ('julio', 'NOUN'), ('mexico', 'ADJ'), ('embestir', 'ADJ'), ('partir', 'NOUN'), ('delantero', 'ADJ'), ('partir', 'NOUN'), ('trasero', 'ADJ'), ('erar', 'PROPN'), ('detener', 'VERB'), ('marchar', 'NOUN'), ('cambiar', 'NOUN'), ('semaforo', 'ADJ'), ('desplazamiento', 'NOUN'), ('lesionar', 'ADJ')]
31;31;230;auto - auto;comprometida;aseg circulanso sourdeaux tunel debajo vias tren tercero detenido trafico misma aseg pasa tuenel salida mismo colisiona parte delnatera parte trasera tercero lesioandos desplazamien tos;[('aseg', 'PROPN'), ('circulanso', 'NOUN'), ('sourdeaux', 'PROPN'), ('tunel', 'ADV'), ('debajo', 'ADV'), ('vias', 'NOUN'), ('tren', 'NOUN'), ('3', 'ADJ'), ('detener', 'ADJ'), ('traficar', 'ADJ'), ('mismo', 'DET'), ('aseg', 'PROPN'), ('paso', 'VERB'), ('tuenel', 'ADJ'), ('salir', 'NOUN'), ('mismo', 'ADV'), ('colisionar', 'ADJ'), ('partir', 'NOUN'), ('delnatera', 'ADJ'), ('partir', 'NOUN'), ('trasero', 'ADJ'), ('3', 'ADJ'), ('lesioandos', 'NOUN'), ('desplazamien', 'PROPN'), ('tos', 'SCONJ')]
32;32;246;auto - auto;comprometida;aseg circulando miralla mataderos llegar mataderos tercero frena golpe pasar semaforo colisionado parte trasera parte delantera aseg desplazamientos lesiones;[('aseg', 'PROPN'), ('circular', 'VERB'), ('miralla', 'PROPN'), ('matadero', 'PROPN'), ('llegar', 'VERB'), ('matadero', 'NOUN'), ('3', 'ADJ'), ('frenar', 'PROPN'), ('golpe', 'NOUN'), ('pasar', 'VERB'), ('semaforo', 'NOUN'), ('colisionar', 'ADJ'), ('partir', 'NOUN'), ('trasero', 'ADJ'), ('partir', 'NOUN'), ('delantero', 'ADJ'), ('aseg', 'ADJ'), ('desplazamiento', 'NOUN'), ('lesionar', 'ADJ')]
33;33;254;auto - auto;comprometida;asegurado iba circulando vehiculo adelante frena repentinamente asegurado colisiona parte trasera parte delantera ;[('asegurar', 'ADJ'), ('ir', 'VERB'), ('circular', 'VERB'), ('vehicular', 'NOUN'), ('adelantar', 'ADV'), ('frenar', 'VERB'), ('repentinamente', 'ADV'), ('asegurar', 'ADJ'), ('colisionar', 'VERB'), ('partir', 'NOUN'), ('trasero', 'ADJ'), ('partir', 'NOUN'), ('delantero', 'ADJ')]
34;34;261;auto - auto;concurrente;aseg saladillo tercero aparece costado izquierdo ibanez aseg colisiona puerta trasera derecha trompa aseg tercero lesionado iba parte atras tercero ;[('aseg', 'PROPN'), ('saladillo', 'ADJ'), ('3', 'ADJ'), ('aparecer', 'VERB'), ('costar', 'ADJ'), ('izquierdo', 'ADJ'), ('ibanez', 'PROPN'), ('aseg', 'PROPN'), ('colisionar', 'PROPN'), ('puerta', 'NOUN'), ('trasero', 'ADJ'), ('derecho', 'NOUN'), ('trompa', 'ADJ'), ('aseg', 'PROPN'), ('3', 'ADJ'), ('lesionar', 'ADJ'), ('ir', 'AUX'), ('partir', 'NOUN'), ('atras', 'NOUN'), ('3', 'ADJ')]
35;35;266;auto - auto;concurrente;venia circulando espinosa cruce arengreen viniendo derecha vehculo puerta delantera derecha parte guardabarros delantero derecho luego auto subi vereda impactando pared luego choque vehiculo subi vereda termina impactando contraa pared vivienda esquina hija tercero golpe parietal derecho intervencion same tercero quizo trasladara hija hospital lesionados ros involucrados stro mas alla declarado datos tercero ana jolly volkswagen voyage jyd boston;[('venia', 'PROPN'), ('circular', 'VERB'), ('espinoso', 'ADJ'), ('cruzar', 'PROPN'), ('arengreen', 'PROPN'), ('venir', 'VERB'), ('derecho', 'ADJ'), ('vehculo', 'ADJ'), ('puerta', 'ADJ'), ('delantero', 'ADJ'), ('derecho', 'ADJ'), ('partir', 'NOUN'), ('guardabarros', 'NOUN'), ('delantero', 'NOUN'), ('derecho', 'ADJ'), ('luego', 'ADV'), ('auto', 'NOUN'), ('subi', 'PROPN'), ('vereda', 'PROPN'), ('impactar', 'VERB'), ('pared', 'INTJ'), ('luego', 'ADV'), ('chocar', 'NOUN'), ('vehicular', 'ADJ'), ('subi', 'PROPN'), ('vereda', 'PROPN'), ('terminar', 'AUX'), ('impactar', 'VERB'), ('contraa', 'NOUN'), ('pared', 'NOUN'), ('vivienda', 'NOUN'), ('esquinar', 'ADJ'), ('hijo', 'PROPN'), ('3', 'ADJ'), ('golpe', 'NOUN'), ('parietal', 'ADJ'), ('derecho', 'PROPN'), ('intervencion', 'PROPN'), ('same', 'ADV'), ('3', 'ADJ'), ('quizo', 'NOUN'), ('trasladar', 'PROPN'), ('hijo', 'NOUN'), ('hospital', 'PROPN'), ('lesionar', 'ADJ'), ('ro', 'NOUN'), ('involucrar', 'ADJ'), ('stro', 'NOUN'), ('mas', 'PROPN'), ('alla', 'PROPN'), ('declarar', 'ADJ'), ('dato', 'NOUN'), ('3', 'ADJ'), ('ana', 'PROPN'), ('jolly', 'PROPN'), ('volkswagen', 'PROPN'), ('voyage', 'PROPN'), ('jyd', 'PROPN'), ('boston', 'PROPN')]
36;36;275;auto - auto;comprometida;aseg circulaba bogota comenzando cruzar carrasco impactado parte delantera derecha tercero circulaba parte frontal tercero lesionesel asegurado amplio escrito original dejado oficina v cia anticipado copia ;[('aseg', 'PROPN'), ('circular', 'AUX'), ('bogota', 'AUX'), ('comenzar', 'AUX'), ('cruzar', 'VERB'), ('carrasco', 'NOUN'), ('impactar', 'ADJ'), ('partir', 'NOUN'), ('delantero', 'ADJ'), ('derecho', 'ADJ'), ('3', 'ADJ'), ('circular', 'AUX'), ('partir', 'NOUN'), ('frontal', 'ADJ'), ('3', 'ADJ'), ('lesionesel', 'NOUN'), ('asegurar', 'ADJ'), ('amplio', 'ADJ'), ('escribir', 'NOUN'), ('original', 'ADJ'), ('dejar', 'PROPN'), ('oficina', 'PROPN'), ('v', 'PROPN'), ('cia', 'PROPN'), ('anticipar', 'ADJ'), ('copiar', 'NOUN')]
37;37;288;auto - auto;comprometida;aseg circulaba embiste parte delantera parte trasera tercero renault clio gris detuvo delante producto desplaza embistiendo renault clio azul detenido delante vehculo renault clio gris result lesionado;[('aseg', 'PROPN'), ('circular', 'AUX'), ('embestir', 'VERB'), ('partir', 'NOUN'), ('delantero', 'ADJ'), ('partir', 'NOUN'), ('trasero', 'ADJ'), ('3', 'ADJ'), ('renault', 'PROPN'), ('clio', 'PROPN'), ('gris', 'ADJ'), ('detener', 'VERB'), ('delante', 'ADV'), ('producto', 'NOUN'), ('desplazar', 'PROPN'), ('embestir', 'VERB'), ('renault', 'PROPN'), ('clio', 'PROPN'), ('azul', 'ADJ'), ('detener', 'ADJ'), ('delante', 'ADV'), ('vehculo', 'NOUN'), ('renault', 'PROPN'), ('clio', 'PROPN'), ('gris', 'ADJ'), ('result', 'PROPN'), ('lesionar', 'ADJ')]
38;38;295;auto - auto;;vehiculo asegurado circulando gral paz cort losbulones rueda rueda salio desplazada impact und vehiculo;[('vehicular', 'NOUN'), ('asegurar', 'ADJ'), ('circular', 'VERB'), ('gral', 'ADJ'), ('paz', 'VERB'), ('cort', 'NUM'), ('losbulones', 'NOUN'), ('rodar', 'VERB'), ('rodar', 'PROPN'), ('salio', 'PROPN'), ('desplazar', 'ADJ'), ('impact', 'PROPN'), ('und', 'PROPN'), ('vehicular', 'NOUN')]
39;39;300;auto - auto;comprometida;aseg saliendo reversa gge impacta parte trasera lateral izquierdo tercero detenido arriba desplazamientosel tercero inform rasp;[('aseg', 'PROPN'), ('salir', 'VERB'), ('reversa', 'VERB'), ('gge', 'PROPN'), ('impactar', 'ADJ'), ('partir', 'NOUN'), ('trasero', 'ADJ'), ('lateral', 'NOUN'), ('izquierdo', 'ADJ'), ('3', 'ADJ'), ('detener', 'ADJ'), ('arribar', 'ADV'), ('desplazamientosel', 'PROPN'), ('3', 'ADJ'), ('inform', 'PROPN'), ('rasp', 'ADJ')]
40;40;303;auto - auto;comprometida;circulando casn juan llegar interseccion intenente alvear produce colision parte delantera parte lateral izquierda tercero desplazamientos tercero sufre lesiones personano ;[('circular', 'PROPN'), ('casn', 'PROPN'), ('juan', 'PROPN'), ('llegar', 'VERB'), ('interseccion', 'NOUN'), ('intenente', 'ADV'), ('alvear', 'VERB'), ('producir', 'VERB'), ('colision', 'PROPN'), ('partir', 'VERB'), ('delantero', 'ADJ'), ('partir', 'NOUN'), ('lateral', 'ADJ'), ('izquierdo', 'ADJ'), ('3', 'ADJ'), ('desplazamiento', 'NOUN'), ('3', 'ADJ'), ('sufrir', 'VERB'), ('lesionar', 'NOUN'), ('personano', 'ADJ')]
41;41;308;auto - auto;discutida;aseg detenido semaforo dorrego impactado parte trasera parte delantera tercero circulaba detras desplazamientos lesionados aseg sufrio latigazo amigo novia hacen atender hospital latigazo tambien intervinientes;[('aseg', 'PROPN'), ('detener', 'ADJ'), ('semaforo', 'ADJ'), ('dorrego', 'NOUN'), ('impactar', 'ADJ'), ('partir', 'NOUN'), ('trasero', 'ADJ'), ('partir', 'NOUN'), ('delantero', 'ADJ'), ('3', 'ADJ'), ('circular', 'AUX'), ('detras', 'NOUN'), ('desplazamiento', 'NOUN'), ('lesionar', 'ADJ'), ('aseg', 'PROPN'), ('sufrio', 'ADJ'), ('latigazo', 'PROPN'), ('amigar', 'NOUN'), ('novio', 'PROPN'), ('hacer', 'VERB'), ('atender', 'VERB'), ('hospital', 'PROPN'), ('latigazo', 'PROPN'), ('tambien', 'ADV'), ('interviniente', 'ADJ')]
42;42;310;auto - auto;comprometida;aseg maniobra cambiar carril centenario colisiona lateral trasero derecho lateral trasero izquierdo tercero detenido misma semaforo lesinoados desplazamientos;[('aseg', 'PROPN'), ('maniobrar', 'VERB'), ('cambiar', 'VERB'), ('carril', 'NOUN'), ('centenario', 'ADJ'), ('colisionar', 'PROPN'), ('lateral', 'ADJ'), ('trasero', 'ADJ'), ('derecho', 'NOUN'), ('lateral', 'ADJ'), ('trasero', 'NOUN'), ('izquierdo', 'ADJ'), ('3', 'ADJ'), ('detener', 'ADJ'), ('mismo', 'DET'), ('semaforo', 'NOUN'), ('lesinoados', 'ADJ'), ('desplazamiento', 'NOUN')]
43;43;316;auto - auto;discutida;redgreenlue asegurado circulaba aguero sur norte tercero circulaba aguero contramano alta velocidad invade carril asegurado mas asegurado intenta esquivarlo puede evitar tercero choque lateral derecho frente choque resulto lesiones terceroel asegurado ;[('redgreenlue', 'PROPN'), ('asegurar', 'PROPN'), ('circular', 'AUX'), ('aguero', 'PROPN'), ('sur', 'PROPN'), ('norte', 'PROPN'), ('3', 'ADJ'), ('circular', 'AUX'), ('aguero', 'NOUN'), ('contramano', 'NOUN'), ('alto', 'ADJ'), ('velocidad', 'NOUN'), ('invadir', 'VERB'), ('carril', 'NOUN'), ('asegurar', 'ADJ'), ('mas', 'PROPN'), ('asegurar', 'ADJ'), ('intentar', 'VERB'), ('esquivarlo', 'VERB'), ('poder', 'AUX'), ('evitar', 'VERB'), ('3', 'ADJ'), ('chocar', 'NOUN'), ('lateral', 'ADJ'), ('derecho', 'ADJ'), ('frente', 'ADV'), ('chocar', 'PROPN'), ('resultar', 'PROPN'), ('lesionar', 'NOUN'), ('terceroel', 'PROPN'), ('asegurar', 'ADJ')]
44;44;319;auto - auto;;haba trafico aseg abre hacia derecha paraintentar pasar ingresando roza consu lateral aseg parte frontal lado derecho solrballesterd gmailcom;[('haba', 'AUX'), ('traficar', 'ADJ'), ('aseg', 'PROPN'), ('abrir', 'VERB'), ('hacia', 'ADP'), ('derecho', 'NOUN'), ('paraintentar', 'VERB'), ('pasar', 'VERB'), ('ingresar', 'VERB'), ('rozar', 'VERB'), ('consu', 'PROPN'), ('lateral', 'ADJ'), ('aseg', 'ADJ'), ('partir', 'NOUN'), ('frontal', 'ADJ'), ('lado', 'ADJ'), ('derecho', 'PROPN'), ('solrballesterd', 'PROPN'), ('gmailcom', 'PROPN')]
45;45;321;auto - auto;comprometida;vhl aseg circulando penavhl tercero circulanbdo gral belgrano asegurado indica asoma cruzarno semaforo tercero colisiona lateral derecho lateral izquierdo vhl asegurado lesiones b luis gonzalo agustin;[('vhl', 'PROPN'), ('aseg', 'NOUN'), ('circular', 'VERB'), ('penavhl', 'VERB'), ('3', 'ADJ'), ('circulanbdo', 'PROPN'), ('gral', 'ADJ'), ('belgrano', 'ADJ'), ('asegurar', 'ADJ'), ('indicar', 'PROPN'), ('asomar', 'PROPN'), ('cruzarno', 'ADV'), ('semaforo', 'ADJ'), ('3', 'ADJ'), ('colisionar', 'NOUN'), ('lateral', 'ADJ'), ('derecho', 'ADJ'), ('lateral', 'ADJ'), ('izquierdo', 'ADJ'), ('vhl', 'PROPN'), ('asegurar', 'ADJ'), ('lesionar', 'NOUN'), ('b', 'PROPN'), ('luis', 'PROPN'), ('gonzalo', 'PROPN'), ('agustin', 'PROPN')]
46;46;326;auto - auto;comprometida;aseg estacionado comenzar marcha venia circulando coliciona frente delantero derecho danando tambien puerta delantera derecha;[('aseg', 'PROPN'), ('estacionar', 'ADJ'), ('comenzar', 'VERB'), ('marchar', 'NOUN'), ('venia', 'PROPN'), ('circular', 'VERB'), ('coliciona', 'VERB'), ('frente', 'ADV'), ('delantero', 'NOUN'), ('derecho', 'ADJ'), ('danando', 'VERB'), ('tambien', 'NOUN'), ('puerta', 'NOUN'), ('delantero', 'ADJ'), ('derecho', 'ADJ')]
47;47;328;auto - auto;comprometida;circulando gandara llegar burela senora mira lado choca asegurado parte delantera parte delantera desplazamientos lesiones;[('circular', 'VERB'), ('gandara', 'AUX'), ('llegar', 'VERB'), ('burela', 'PROPN'), ('senora', 'PROPN'), ('mirar', 'VERB'), ('lado', 'ADJ'), ('chocar', 'VERB'), ('asegurar', 'ADJ'), ('partir', 'NOUN'), ('delantero', 'ADJ'), ('partir', 'NOUN'), ('delantero', 'ADJ'), ('desplazamiento', 'NOUN'), ('lesionar', 'ADJ')]
48;48;330;auto - auto;comprometida;asegurado circulando monroe colisiona parte frontal parte trasera tercero detendo transito desplazamientos tercero lesionesel asegurado ;[('asegurar', 'ADJ'), ('circular', 'VERB'), ('monroe', 'PROPN'), ('colisionar', 'VERB'), ('partir', 'NOUN'), ('frontal', 'ADJ'), ('partir', 'NOUN'), ('trasero', 'ADJ'), ('3', 'ADJ'), ('detendo', 'VERB'), ('transitar', 'ADV'), ('desplazamiento', 'NOUN'), ('3', 'ADJ'), ('lesionesel', 'NOUN'), ('asegurar', 'ADJ')]
49;49;331;auto - auto;comprometida;asegurado circulando ruta derecha perder control auto carril poniendose manera perpendicular colisionado lateral izquierdo frente camion arrastra metros luego desplaza produce asegurado vehiculo vw amarok circulaba contraria misma ocupante vhlo vw amarok sufre golpe ;[('asegurar', 'ADJ'), ('circular', 'VERB'), ('ruta', 'ADJ'), ('derecho', 'ADJ'), ('perder', 'VERB'), ('control', 'NOUN'), ('auto', 'ADJ'), ('carril', 'NOUN'), ('poniendose', 'VERB'), ('manera', 'NOUN'), ('perpendicular', 'ADJ'), ('colisionar', 'ADJ'), ('lateral', 'ADJ'), ('izquierdo', 'ADJ'), ('frente', 'ADV'), ('camion', 'PROPN'), ('arrastrar', 'VERB'), ('metro', 'NOUN'), ('luego', 'ADV'), ('desplazar', 'NOUN'), ('producir', 'VERB'), ('asegurar', 'ADJ'), ('vehicular', 'NOUN'), ('vw', 'PROPN'), ('amarok', 'PROPN'), ('circular', 'AUX'), ('contrario', 'ADJ'), ('mismo', 'DET'), ('ocupante', 'ADJ'), ('vhlo', 'NOUN'), ('vw', 'PROPN'), ('amarok', 'PROPN'), ('sufrir', 'VERB'), ('golpe', 'NOUN')]
50;50;336;auto - auto;comprometida;asegurado circulaba pampa gato pegue volantazoy pegue paragolpes delantero auto estacionado ;[('asegurar', 'ADJ'), ('circular', 'AUX'), ('pampa', 'PROPN'), ('gato', 'ADJ'), ('pegar', 'PROPN'), ('volantazoy', 'PROPN'), ('pegar', 'PROPN'), ('parachoques', 'PROPN'), ('delantero', 'NOUN'), ('auto', 'ADJ'), ('estacionar', 'ADJ')]
51;51;340;auto - auto;comprometida;asegurado circulando embiste parte delantera tercero frena golpe transito tercero presenta dolor retira asistencia desplazamientos;[('asegurar', 'ADJ'), ('circular', 'VERB'), ('embestir', 'VERB'), ('partir', 'NOUN'), ('delantero', 'ADJ'), ('3', 'ADJ'), ('frenar', 'PROPN'), ('golpe', 'NOUN'), ('transitar', 'ADJ'), ('3', 'ADJ'), ('presentar', 'VERB'), ('dolor', 'NOUN'), ('retirar', 'ADJ'), ('asistencia', 'NOUN'), ('desplazamiento', 'NOUN')]
52;52;345;auto - auto;comprometida;conductora asegurada llega frenar toca parte trasera auto adelante tercero conductora acusa latigazo cervical desplazamiento;[('conductor', 'NOUN'), ('asegurar', 'ADJ'), ('llegar', 'VERB'), ('frenar', 'VERB'), ('tocar', 'VERB'), ('partir', 'NOUN'), ('trasero', 'ADJ'), ('auto', 'NOUN'), ('adelantar', 'ADV'), ('3', 'ADJ'), ('conductor', 'NOUN'), ('acusar', 'VERB'), ('latigazo', 'NOUN'), ('cervical', 'ADJ'), ('desplazamiento', 'ADJ')]
53;53;346;auto - auto;comprometida;asegurado detenido semaforo gral hornos senalizacion mismo comenzar circular retoma marcha colisiona levemente tercero tenia delante impactando parte delantera parte trasera tercero manifestia dolores desplazamientos;[('asegurar', 'ADJ'), ('detener', 'ADJ'), ('semaforo', 'PROPN'), ('gral', 'ADJ'), ('horno', 'PROPN'), ('senalizacion', 'NOUN'), ('mismo', 'DET'), ('comenzar', 'VERB'), ('circular', 'VERB'), ('retomar', 'VERB'), ('marchar', 'NOUN'), ('colisionar', 'ADJ'), ('levemente', 'ADV'), ('3', 'ADJ'), ('tenia', 'PROPN'), ('delante', 'ADV'), ('impactar', 'VERB'), ('partir', 'NOUN'), ('delantero', 'ADJ'), ('partir', 'NOUN'), ('trasero', 'ADJ'), ('3', 'ADJ'), ('manifestia', 'PROPN'), ('dolor', 'NOUN'), ('desplazamiento', 'ADJ')]
54;54;347;auto - auto;comprometida;aseg doblaba hacia constituyentes colisionada angulo delantero izquierdo lateral derecho peugeot patente aaxp circulaba ultima caul realiza mala maniobra sobrepasando colectivo detenido semaforos lesiones desplazamientos;[('aseg', 'PROPN'), ('doblar', 'AUX'), ('hacia', 'ADP'), ('constituyente', 'NOUN'), ('colisionar', 'ADJ'), ('angulo', 'NOUN'), ('delantero', 'ADJ'), ('izquierdo', 'ADJ'), ('lateral', 'ADJ'), ('derecho', 'PROPN'), ('peugeot', 'PROPN'), ('patentar', 'PROPN'), ('aaxp', 'PROPN'), ('circular', 'AUX'), ('ultimar', 'PROPN'), ('caul', 'PROPN'), ('realizar', 'PROPN'), ('malo', 'ADJ'), ('maniobrar', 'NOUN'), ('sobrepasar', 'VERB'), ('colectivo', 'ADJ'), ('detener', 'ADJ'), ('semaforos', 'NOUN'), ('lesionar', 'NOUN'), ('desplazamiento', 'ADJ')]
55;55;350;auto - auto;comprometida;asegurado doblaba laprida hacia centenario colisiona parte delantera izquierda peaton cruzaba ser encadilado ve peatron senora retiro propios medios ;[('asegurar', 'ADJ'), ('doblar', 'AUX'), ('laprida', 'ADJ'), ('hacia', 'ADP'), ('centenario', 'NOUN'), ('colisionar', 'VERB'), ('partir', 'NOUN'), ('delantero', 'ADJ'), ('izquierdo', 'ADJ'), ('peaton', 'PROPN'), ('cruzar', 'AUX'), ('ser', 'VERB'), ('encadilado', 'VERB'), ('ver', 'VERB'), ('peatron', 'VERB'), ('senora', 'ADJ'), ('retirar', 'NOUN'), ('propio', 'DET'), ('medio', 'NOUN')]
56;56;354;auto - auto;concurrente;circunstancias mvil policial encontraba circulando balizas sirenas encendidas gral jose gervasio artigas llegar interseccin gral mosconi semaforo cambiando vehculo particular encontraba mencionada adelanta colisiona mvil sector acompanante producto hecho patrullero posee danos lateral derecho abarcando ambas puertas vidrio delantero guardabarros trasero hecho terceros lesionados agregan danos estacionamiento accesorios denunciados anteriormente razones serviciono participo concurri lugar hecho labrar sumariointercambiaron datos retiraron rodados ocupantes lugar;[('circunstancia', 'NOUN'), ('mvil', 'PROPN'), ('policial', 'ADJ'), ('encontrar', 'AUX'), ('circular', 'VERB'), ('balizar', 'NOUN'), ('sirena', 'ADJ'), ('encender', 'ADJ'), ('gral', 'ADJ'), ('jose', 'PROPN'), ('gervasio', 'PROPN'), ('artigar', 'PROPN'), ('llegar', 'VERB'), ('interseccin', 'PROPN'), ('gral', 'ADJ'), ('mosconi', 'PROPN'), ('semaforo', 'PROPN'), ('cambiar', 'VERB'), ('vehculo', 'NOUN'), ('particular', 'ADJ'), ('encontrar', 'AUX'), ('mencionar', 'ADJ'), ('adelantar', 'PROPN'), ('colisionar', 'PROPN'), ('mvil', 'ADJ'), ('sector', 'NOUN'), ('acompanante', 'ADJ'), ('producto', 'NOUN'), ('hacer', 'ADJ'), ('patrullero', 'ADJ'), ('poseer', 'VERB'), ('danos', 'NOUN'), ('lateral', 'ADJ'), ('derecho', 'NOUN'), ('abarcar', 'VERB'), ('ambos', 'NUM'), ('puerta', 'NOUN'), ('vidriar', 'ADJ'), ('delantero', 'NOUN'), ('guardabarros', 'NOUN'), ('trasero', 'ADJ'), ('hacer', 'ADJ'), ('tercero', 'ADJ'), ('lesionar', 'ADJ'), ('agregar', 'VERB'), ('danos', 'ADJ'), ('estacionamiento', 'NOUN'), ('accesorio', 'ADJ'), ('denunciar', 'ADJ'), ('anteriormente', 'ADV'), ('razonar', 'NOUN'), ('serviciono', 'NOUN'), ('participar', 'ADJ'), ('concurri', 'PROPN'), ('lugar', 'NOUN'), ('hacer', 'ADJ'), ('labrar', 'VERB'), ('sumariointercambiaron', 'VERB'), ('dato', 'NOUN'), ('retirar', 'VERB'), ('rodar', 'NOUN'), ('ocupante', 'ADJ'), ('lugar', 'NOUN')]
57;57;358;auto - auto;comprometida;circulando camioneta ford ranger alte brown semaforo trate sobrepasar lado derecho automovil fiat siena rozando parte trasera caja guardabarros delantero derecho provocandole abolladura;[('circular', 'VERB'), ('camioneta', 'PROPN'), ('ford', 'PROPN'), ('ranger', 'PROPN'), ('alte', 'PROPN'), ('brown', 'PROPN'), ('semaforo', 'PROPN'), ('tratar', 'PROPN'), ('sobrepasar', 'VERB'), ('lado', 'NOUN'), ('derecho', 'ADJ'), ('automovil', 'ADJ'), ('fiat', 'PROPN'), ('siena', 'PROPN'), ('rozar', 'VERB'), ('partir', 'NOUN'), ('trasero', 'ADJ'), ('caja', 'PROPN'), ('guardabarros', 'NOUN'), ('delantero', 'NOUN'), ('derecho', 'ADJ'), ('provocandole', 'VERB'), ('abolladura', 'NOUN')]
58;58;364;auto - auto;discutida;aseg circulando carril lento pasco mitad cuadra vehiculo circulaba misma gira hacia derecha invadiendo carril aseg colocar balizas aseg maniobra hacia derecha esquivarlo impacta parte delantera izquierda optica capot guardabarro paragolpe guardabarro trasero derecho tercero circulando misma presenta rectificacion amigo aseg golpes hombro lesiones tercero desplazamientos;[('aseg', 'PROPN'), ('circular', 'VERB'), ('carril', 'NOUN'), ('lento', 'ADJ'), ('pasco', 'PROPN'), ('mitad', 'PROPN'), ('cuadro', 'PROPN'), ('vehicular', 'PROPN'), ('circular', 'AUX'), ('mismo', 'DET'), ('girar', 'NOUN'), ('hacia', 'ADP'), ('derecho', 'NOUN'), ('invadir', 'VERB'), ('carril', 'NOUN'), ('aseg', 'ADJ'), ('colocar', 'VERB'), ('balizar', 'NOUN'), ('aseg', 'ADJ'), ('maniobrar', 'VERB'), ('hacia', 'ADP'), ('derecho', 'NOUN'), ('esquivarlo', 'VERB'), ('impactar', 'ADJ'), ('partir', 'NOUN'), ('delantero', 'ADJ'), ('izquierdo', 'ADJ'), ('optica', 'PROPN'), ('capot', 'PROPN'), ('guardabarro', 'PROPN'), ('paragolpe', 'PROPN'), ('guardabarro', 'NOUN'), ('trasero', 'ADJ'), ('derecho', 'NOUN'), ('3', 'ADJ'), ('circular', 'VERB'), ('mismo', 'DET'), ('presentar', 'VERB'), ('rectificacion', 'PROPN'), ('amigar', 'NOUN'), ('aseg', 'PROPN'), ('golpe', 'PROPN'), ('hombro', 'PROPN'), ('lesionar', 'NOUN'), ('3', 'ADJ'), ('desplazamiento', 'NOUN')]
59;59;373;auto - auto;comprometida;circulaba hiplito yrigoyen llegar interseccion esteban arce pude frenar colisiono conmi frente parte trasera tercero antecedia chevrolet celta lcx vez desplaza hacia adelante embistendo frente parte trasera b antecedia renault logan nkg dolor acompananate dolor celta indican lesiones asiste dirigimos cria alte brown b longchamps rodado logan lesiones dado viajabamos solos;[('circular', 'AUX'), ('hiplito', 'NOUN'), ('yrigoyen', 'PROPN'), ('llegar', 'VERB'), ('interseccion', 'PROPN'), ('esteban', 'AUX'), ('arce', 'PROPN'), ('poder', 'VERB'), ('frenar', 'VERB'), ('colisionar', 'NOUN'), ('conmi', 'AUX'), ('frente', 'ADV'), ('partir', 'NOUN'), ('trasero', 'ADJ'), ('3', 'ADJ'), ('antecedia', 'PROPN'), ('chevrolet', 'PROPN'), ('celta', 'PROPN'), ('lcx', 'PROPN'), ('vez', 'PROPN'), ('desplazar', 'VERB'), ('hacia', 'ADP'), ('adelantar', 'ADV'), ('embistendo', 'VERB'), ('frente', 'NOUN'), ('partir', 'NOUN'), ('trasero', 'ADJ'), ('b', 'PROPN'), ('antecedia', 'PROPN'), ('renault', 'PROPN'), ('logan', 'AUX'), ('nkg', 'PROPN'), ('dolor', 'PROPN'), ('acompananate', 'PROPN'), ('dolor', 'PROPN'), ('celta', 'ADJ'), ('indicar', 'AUX'), ('lesionar', 'NOUN'), ('asistir', 'VERB'), ('dirigir', 'VERB'), ('cria', 'ADJ'), ('alte', 'PROPN'), ('brown', 'PROPN'), ('b', 'PROPN'), ('longchamps', 'PROPN'), ('rodar', 'ADJ'), ('logan', 'AUX'), ('lesionar', 'NOUN'), ('dar', 'INTJ'), ('viajabamos', 'VERB'), ('solo', 'ADJ')]
