,Unnamed: 0,Idenx original,tipo_de_accidente,responsabilidad,descripcion_del_hecho - Final
201,201,285,auto - moto,comprometida,"['circulaba', 'roca', 'auto', 'viene', 'encima', 'volanteo', 'hacia', 'izquierda', 'toque', 'moto', 'moto', 'iban', 'personas', 'caen', 'suelo', 'levantan']"
202,202,286,auto - moto,concurrente,"['redgreenlue', 'asegurado', 'circulando', 'martin', 'rodriguez', 'colisionado', 'frente', 'izquierdo', 'moto', 'circulaba', 'encalada', 'desplazamientos', 'personas', 'circulaban', 'moto', 'cascos', 'cayeron', 'piso']"
203,203,287,auto - moto,comprometida,"['encontraba', 'detenido', 'carril', 'derecho', 'bicentenario', 'semaforo', 'habilita', 'comienzo', 'girar', 'derecha', 'ingresar', 'peru', 'moto', 'pasar', 'derecha', 'colisiona', 'lateral', 'derecho', 'desplazamientos', 'ocupantes', 'caen', 'piso']"
204,204,290,auto - moto,concurrente,"['encontraba', 'arrancando', 'san', 'martn', 'interseccin', 'avda', 'huergo', 'semaforo', 'haba', 'cambiado', 'cruzando', 'daltima', 'doble', 'manera', 'imprevista', 'moto', 'vena', 'daltima', 'choca', 'parte', 'delantera', 'izquierda', 'vuela', 'cae', 'suelo']"
205,205,291,auto - moto,comprometida,"['circulaba', 'monteverde', 'unica', 'abrirme', 'sobrepasar', 'circulaba', 'delante', 'mio', 'sale', 'lateral', 'moto', 'embiste', 'lateral', 'izquierdo', 'moto', 'cae', 'piso', 'llevaba', 'casaco', 'quiso', 'ser', 'asistido', 'retir', 'circulando', 'moto']"
206,206,292,auto - moto,comprometida,"['estacionado', 'segui', 'abro', 'puerta', 'delantera', 'izquierda', 'descender', 'unidad', 'embestido', 'frente', 'bicileta', 'dicha', 'puerta', 'ocupante', 'recuerdo', 'tenia', 'cae', 'pavimento', 'levanta', 'propios', 'medios', 'manifestaba', 'lesiones', 'visibles', 'retira', 'circulando', 'bicicleta', 'dejar', 'dato', 'alguno', 'desplazamientos']"
207,207,293,auto - moto,comprometida,"['circulabamos', 'cariboni', 'pongo', 'luz', 'giro', 'doblara', 'izquierda', 'triunvirato', 'doblo', 'tercero', 'moto', 'venia', 'izquierda', 'moto', 'ambos', 'caen', 'piso', 'levanta', 'levanta', 'llego', 'intervencion', 'policial']"
208,208,296,auto - moto,comprometida,"['circulando', 'gurruchaga', 'freno', 'interseccion', 'mustoni', 'venia', 'nadie', 'ultima', 'cruzo', 'venia', 'moto', 'alta', 'velocidad', 'vulvo', 'frenar', 'moto', 'colisiona', 'parte', 'delantera', 'lateral', 'delantero', 'izquierdo', 'moto', 'cae', 'intervencion', 'policial', 'same', 'momento', 'tenia', 'datos', 'seguro', 'poseia', 'licencia', 'conducir', 'tercero', 'derivado', 'hospital', 'haedo', 'datos', 'tercero', 'vega', 'gonzalo', 'alejandro', 'motomel', 's', 'kku']"
209,209,297,auto - moto,comprometida,"['asegurado', 'estacionado', 'cordon', 'derecho', 'paris', 'puerta', 'delantera', 'izquierda', 'abierta', 'buscando', 'papeles', 'sentado', 'dentro', 'unidad', 'moto', 'venia', 'circulando', 'misma', 'embisti', 'frente', 'puerta', 'abierta', 'ocupante', 'moto', 'recuerda', 'llevaba', 'cay', 'asfalto', 'desplazamientos', 'intervencion', 'policial']"
210,210,298,auto - moto,comprometida,"['circulando', 'ntra', 'sra', 'rosario', 'llegar', 'esquina', 'carranza', 'choco', 'moto', 'parte', 'delan', 'tera', 'lateral', 'izq', 'moto', 'sola', 'persona', 'cae', 'piso', 'presento', 'sem', 'b', 'san', 'martin', 'motociclista', 'trasladado', 'atendido', 'lugar', 'lesiones', 'aparente', 'reirandonos', 'lugar', 'ser', 'derivados', 'comisaria', 'hospital']"
211,211,299,auto - moto,concurrente,"['asegurado', 'circulaba', 'fray', 'justo', 'santa', 'maria', 'oro', 'pasando', 'bocacalle', 'curapaligue', 'moto', 'venia', 'luces', 'edta', 'ultima', 'izquierda', 'asegurado', 'puede', 'evitar', 'chocarla', 'frente', 'motociclista', 'llevaba', 'cae', 'capot', 'luego', 'piso', 'levanto', 'propios', 'medios', 'presentaba', 'lesiones', 'visibles', 'ofrecimiento', 'asegurado', 'nego', 'ir', 'hospital', 'llamar', 'retiro', 'andando', 'moto']"
212,212,301,auto - moto,comprometida,"['asegurado', 'circculando', 'baja', 'velocidad', 'lemos', 'embestido', 'moto', 'sobrepasa', 'derecha', 'ocup', 'cae', 'pavimento', 'interv', 'trasladado', 'hosp', 'malvinas', 'dolor', 'piernas']"
213,213,302,auto - moto,comprometida,"['redgreenlueredgreenlue', 'asegurado', 'circulaba', 'h', 'yrigoyen', 'doblando', 'derecha', 'moto', 'intenta', 'pasar', 'derecha', 'choca', 'asegurado', 'guardabarros', 'delantero', 'derecho', 'motociclista', 'llevaba', 'cae', 'piso', 'perdida', 'conocimiento']"
214,214,304,auto - moto,comprometida,"['asegurado', 'circulando', 'balizas', 'rivadavia', 'momento', 'maniobrar', 'derecha', 'ingresar', 'garage', 'misma', 'produce', 'colision', 'tercero', 'moto', 'intent', 'sobrepasar', 'aseg', 'termina', 'impactando', 'lateral', 'derecho', 'auto', 'ocupantes', 'moto', 'caen', 'piso', 'levanta', 'medios', 'intervencion', 'policial', 'retiraron', 'moto', 'terc', 'registro', 'pedidos']"
215,215,305,auto - moto,comprometida,"['asegurado', 'circulaba', 'cnel', 'juan', 'terrada', 'colisionado', 'parte', 'lateral', 'delantera', 'derecha', 'parte', 'delantera', 'moto', 'circulaba', 'bernardino', 'rivadavia', 'unico', 'ocupante', 'moto', 'tenia', 'cayo', 'piso', 'presentaba', 'lesiones', 'visibles', 'trasladado', 'centro', 'medico', 'moto', 'asegurado', 'secuestrados']"
216,216,307,auto - moto,comprometida,"['asegurado', 'circulaba', 'munoz', 'doblar', 'izq', 'charlone', 'moto', 'venia', 'munoz', 'embiste', 'puerta', 'delantera', 'izqueirda', 'moto', 'iba', 'sola', 'persona', 'recuerdo', 'tenia', 'cae', 'suelo', 'moto', 'cayo', 'arriba', 'aseg', 'lllevo', 'clinica', 'sarmiento', 'cel']"
217,217,309,auto - moto,comprometida,"['asegurado', 'circulaba', 'villegas', 'dispone', 'doblar', 'moto', 'venia', 'detras', 'adelanta', 'roza', 'espejo', 'retrovisor', 'auto', 'asegurado', 'habia', 'auto', 'golpeael', 'asegurado']"
218,218,311,auto - moto,comprometida,"['asegurado', 'detenido', 'semaforo', 'impactado', 'moto', 'parte', 'trasera', 'izquierda', 'parte', 'frontal', 'motosolo', 'persona', 'moto', 'cae', 'piso', 'tenia', 'prsento', 'lesion', 'derecha', 'asiste', 'desconoce', 'trasladan', 'centro', 'medico', 'asegurado', 'retira']"
219,219,312,auto - moto,comprometida,"['transitaba', 'izquierda', 'corrientes', 'metros', 'llgar', 'acevedo', 'observ', 'oun', 'lugar', 'estacionado', 'desplazo', 'hacia', 'vereda', 'estacionar', 'realizo', 'maniobra', 'alcanzo', 'tener', 'contacto', 'moto', 'encerrar', 'moto', 'moto', 'opcion', 'pegar', 'lateral', 'delant', 'izquierdo', 'espejcabe', 'aclarar', 'danos', 'gdi', 'espejo', 'pese', 'contacto', 'hizo', 'vuelta', 'asisti', 'rapidamente', 'moto', 'verlo', 'presetanba', 'ningun', 'tipo', 'lesion', 'visible', 'solo', 'tenia', 'dolor', 'piernas', 'golpeo', 'moto', 'datos', 'tercero', 'costa', 'julian', 'eduardo', 'honda', 'cbr', 'ajpl', 'atm']"
220,220,313,auto - moto,comprometida,"['encontraba', 'circulando', 'donato', 'alvarez', 'dispongo', 'doblar', 'hacia', 'derecha', 'ingreso', 'belaustegui', 'siento', 'lateral', 'derecho', 'delantero', 'producido', 'tercero', 'moto', 'circulaba', 'donato', 'alvarez', 'paso', 'micro', 'q', 'roto', 'donato', 'alvarez', 'apareciendoinesperadamente', 'mismo', 'cae', 'mismo', 'cae', 'piso', 'encontraba', 'solo', 'poseia', 'informo', 'encontraba', 'trabajando', 'poseia', 'lesiones', 'visibles', 'hace', 'presnete', 'personal', 'medico', 'hace', 'presnete', 'personal', 'policial', 'q', 'encontraba', 'lugar', 'retirandose', 'tercero', 'propios', 'medios', 'moto', 'mas', 'terceros', 'lesionados', 'involucrados', 'datos', 'tercero', 'frias', 'mariano', 'martin', 'yamaha', 'dpj', 'atm']"
221,221,314,auto - moto,comprometida,"['estacionado', 'derecha', 'intencion', 'ingresar', 'cochera', 'enfrente', 'momento', 'pasa', 'moto', 'gran', 'velocidad', 'colisiona', 'parte', 'delantera', 'izquierda', 'auto', 'producto', 'hecho', 'moto', 'cae', 'piso', 'luego', 'metros', 'deteiene', 'intercambiamos', 'datos', 'luego', 'retira', 'propios', 'medios', 'intervencion', 'medica', 'policial', 'presentaba', 'lesiones', 'simple', 'vista', 'datos', 'tercero', 'niz', 'cristian', 'jesus', 'yamaha', 'ixe', 'nueva', 'seguros']"
222,222,317,auto - moto,comprometida,"['asegurado', 'circulando', 'fray', 'torres', 'doble', 'girar', 'izquierda', 'esquina', 'colisionado', 'frente', 'moto', 'circulaba', 'torres', 'contrario', 'desplazamientos', 'persona', 'circulaba', 'moto', 'cayo', 'piso']"
223,223,318,auto - moto,comprometida,"['asegurado', 'circulando', 'colectora', 'gral', 'paz', 'bajada', 'gabriela', 'mistral', 'luz', 'giro', 'derecha', 'ro', 'moto', 'circulaba', 'ultima', 'detras', 'aseg', 'decide', 'pasarlo', 'derecha', 'tambien', 'ambos', 'maniobran', 'izq', 'aseg', 'embiste', 'parte', 'trasera', 'parte', 'delanteera', 'motomotociclista', 'cascounico', 'tripulanteno', 'cae', 'pisose', 'agarra', 'camionetasin', 'lesiones', 'visiblesaseg', 'ofrece', 'llevarlo', 'hospitalse', 'retira', 'propios', 'medioscree', 'circulando', 'motosin', 'control', 'alcoholemiasin', 'traslado', 'ambulacia', 'policial']"
224,224,320,auto - moto,comprometida,"['circulo', 'santa', 'sofia', 'llegar', 'interseccion', 'jose', 'maria', 'perez', 'moto', 'venia', 'gran', 'velocidad', 'choca', 'lateral', 'derecho', 'vehiculo']"
225,225,323,auto - moto,comprometida,"['vehiculo', 'asegurado', 'circulaba', 'olavarria', 'llegar', 'rp', 'ceden', 'paso', 'incorpore', 'ruta', 'moto', 'sobrepasa', 'vehiculo', 'cede', 'paso', 'colisiona', 'lateral', 'delantero', 'izquierdo', 'vehiculo', 'asegurado', 'moto', 'iba', 'sola', 'persona', 'motociclista', 'cae', 'piso', 'llevaba']"
226,226,324,auto - moto,comprometida,"['encontraba', 'detenido', 'rivadavia', 'abri', 'puerta', 'trasera', 'nieta', 'momento', 'moto', 'estaciona', 'delante', 'mio', 'doy', 'vuelta', 'avanzo', 'toco', 'levemente', 'parte', 'trasera', 'iba', 'solo']"
227,227,325,auto - moto,comprometida,"['asegurado', 'ingresaba', 'cristiania', 'moto', 'venia', 'derecha', 'cristiania', 'alta', 'velocidad', 'choca', 'asegurado', 'lateral', 'delantero', 'derecho', 'motociclista', 'llevaba', 'cae', 'piso', 'perdida', 'conocimiento', 'familia', 'moticiclista', 'llevo']"
228,228,329,auto - moto,comprometida,"['venia', 'caracas', 'conduciendo', 'semaforo', 'bajo', 'velocidad', 'voy', 'km', 'hora', 'moviendome', 'lentamente', 'semaforo', 'haba', 'moto', 'frenada', 'voy', 'lentamente', 'acercandome', 'semaforo', 'toque', 'atras', 'moto', 'apenas', 'doblo', 'matricula', 'plastico', 'persona', 'paso', 'auto', 'tampoco']"
229,229,332,auto - moto,discutida,"['asegurado', 'estacionado', 'emilio', 'mitre', 'colisionado', 'lateral', 'derecho', 'parte', 'moto', 'circulaba', 'misma', 'pierde', 'control', 'vehiculo', 'vas', 'calzada', 'desplazamientos']"
230,230,334,auto - moto,comprometida,"['circulando', 'suarez', 'ex', 'peyret', 'girar', 'izquierda', 'giro', 'colocado', 'ingresar', 'duayen', 'moto', 'venia', 'suarez', 'contrario', 'colisiona', 'lateral', 'trasero', 'derecho', 'desplazamientos', 'moto', 'iba', 'sola', 'persona', 'cae', 'piso', 'sufre', 'fractura', 'clavicula', 'llamo', 'demoraban', 'traslado', 'hospitalse', 'recibe', 'formalizacion', 'asegurado', 'telefono', 'contacto', 'tercero']"
231,231,335,auto - moto,comprometida,"['asegurado', 'iba', 'circulando', 'derecha', 'doble', 'balizas', 'encendidas', 'maniobra', 'ingresar', 'domicilio', 'derecha', 'produce', 'colision', 'moto', 'venia', 'misma', 'lateral', 'trasero', 'derecho', 'asegurado', 'manubrio', 'moto', 'moto', 'motociclista', 'cayeron', 'piso', 'llevaba', 'motociclista', 'levanto', 'propios', 'medios']"
232,232,338,auto - moto,comprometida,"['asegurado', 'circulaba', 'dickman', 'interseccion', 'cucha', 'cucha', 'colisiona', 'parte', 'trasera', 'moto', 'ocupantes', 'caen', 'levantan', 'medios', 'intervencion', 'policial', 'ambulanciaamplio', 'asegurado']"
233,233,339,auto - moto,comprometida,"['asegurado', 'girando', 'hacia', 'derecha', 'balbastro', 'hacia', 'pje', 'juan', 'castro', 'coloca', 'moto', 'costado', 'impacta', 'lateral', 'derecho', 'vehiculo', 'asegurado', 'tercero', 'trastabillo', 'cayo', 'asfalto', 'persona', 'moto', 'recuerda', 'precisamente', 'llevaba', 'colocado', 'cree', 'intervencion', 'policial', 'desplazamientos']"
234,234,343,auto - moto,comprometida,"['circ', 'san', 'martn', 'repente', 'vehculo', 'embestirlo', 'maniobro', 'toco', 'moto', 'motociclista', 'usaba', 'caso', 'cae', 'pisosin', 'intervencin', 'policial']"
235,235,348,auto - moto,comprometida,"['circulando', 'san', 'martn', 'llegar', 'esquina', 'pone', 'balizas', 'detener', 'camioneta', 'cordn', 'golpe', 'lado', 'trasero', 'derecho', 'moto', 'intent', 'pasar', 'derecha', 'camioneta', 'auto', 'estacionado', 'moto', 'qued', 'encerrada', 'golpe', 'camioneta', 'auto', 'estacionado', 'perdio', 'equilibrio', 'cay', 'delante', 'auto', 'estacionado']"
236,236,351,auto - moto,comprometida,"['aseg', 'circulando', 'varela', 'llegar', 'interseccion', 'dispone', 'doblar', 'izq', 'tomar', 'ultima', 'colisionado', 'lateral', 'izquierdo', 'moto', 'circulaba', 'vergara', 'detras', 'aseg', 'motociclista', 'iba', 'cae', 'suelo', 'telefono', 'celular', 'intervension', 'policial', 'trasladan', 'hospital', 'evita', 'pueblo', 'desplazamientos']"
237,237,352,auto - moto,concurrente,"['redgreenlue', 'asegurado', 'circulaba', 'triunvirato', 'llegar', 'interseccin', 'brandsen', 'asegurado', 'frena', 'impactado', 'lateral', 'izquierdo', 'moto', 'apareci', 'izquierda', 'asegurado', 'motociclista', 'tena', 'cay', 'suelo']"
238,238,353,auto - moto,comprometida,"['jvh', 'aseg', 'circulaba', 'cosquin', 'cruzar', 'interseccion', 'impacta', 'parte', 'delantera', 'moto', 'circulaba', 'unanuemoto', 'moto', 'cae', 'piso', 'tenia', 'lesion', 'aseg', 'traslada', 'hospital', 'santojanniampliamos', 'asegurado', 'manifesto', 'iba', 'cosquin', 'moto', 'circulaba', 'unanue', 'derecha', 'habia', 'semcforos', 'asegurado', 'embisti', 'tercero', 'manifiesta', 'tercero', 'cay', 'fuertemente', 'pavimento', 'lloraba', 'dolor', 'asegurado', 'resolvi', 'trasladarlo', 'hospital', 'santojanni', 'tenia', 'lesion', 'luego', 'dejo', 'hospital', 'fuele', 'consultamos', 'llam', 'asegurado', 'manifesto', 'tercero', 'desesperado', 'decia', 'moria', 'dolor', 'quera', 'esperar']"
239,239,356,auto - moto,comprometida,"['asegurado', 'maniobrando', 'salir', 'estacionar', 'paz', 'colisionado', 'angulo', 'delantero', 'izquierdo', 'tercero', 'moto', 'persona', 'llamaron', 'asistir', 'tercero', 'lesiones']"
240,240,357,auto - moto,discutida,"['circulando', 'andonaegui', 'terminando', 'cruzar', 'interseccin', 'victorica', 'manera', 'imprevista', 'moto', 'polica', 'venia', 'daltima', 'choca', 'parte', 'delantera', 'parte', 'lateral', 'trasera', 'izquierda', 'cae', 'pisoluego', 'levanta', 'propios', 'mediossin', 'puesto', 'vhs', 'involucrados', 'lesionados']"
241,241,359,auto - moto,comprometida,"['asegurado', 'circulando', 'directorio', 'cerrada', 'arreglos', 'interseccion', 'primera', 'junta', 'moto', 'encierran', 'cominezan', 'insultarme', 'contramano', 'intento', 'salir', 'subiendome', 'casi', 'cordon', 'evitar', 'embestirlos', 'b', 'moto', 'manifesto', 'embisto', 'di', 'celular', 'datos', 'manifesto', 'choque', 'rueda', 'trasera', 'golpes', 'dejo', 'aclarado', 'nunca', 'contacto', 'b', 'moto']"
242,242,360,auto - moto,comprometida,"['encontraba', 'circulando', 'warnes', 'comienzo', 'doblar', 'digm', 'ande', 'izquierdaes', 'alli', 'motoque', 'venia', 'contraria', 'esrnes', 'sobrepasa', 'derecha', 'auto', 'verme', 'frenadado', 'asfalto', 'patina', 'colisiona', 'camionetame', 'bajo', 'l', 'epregunto', 'estame', 'dice', 'duele', 'msulo', 'saco', 'moto', 'abajo', 'd', 'ela', 'camioneta', 'pasamos', 'datoslo', 'llevo', 'hospital', 'durand', 'lugar', 'trabaja', 'llevaba', 'datos', 'tercero', 'yactayo', 'cortez', 'julio', 'andres', 'gilera', 'smash', 'lag', 'atm']"
243,243,361,auto - moto,comprometida,"['asegurado', 'circulando', 'j', 'miralla', 'impacta', 'parte', 'delantera', 'tercero', 'moto', 'circulaba', 'chascomus', 'mas', 'vhs', 'involucrados', 'ocupantes', 'moto', 'cascos', 'puestos', 'caen', 'piso', 'levantan', 'pos', 'medios', 'intervencion', 'policial']"
244,244,362,auto - moto,comprometida,"['viniendo', 'general', 'belgrano', 'pongo', 'giro', 'doblar', 'derecha', 'frente', 'viene', 'moto', 'mts', 'aproximadamnete', 'choca', 'frente']"
245,245,363,auto - moto,comprometida,"['asegurado', 'circulando', 'avellaneda', 'colisiona', 'parte', 'trasera', 'tercero', 'moto', 'delante', 'detienecaen', 'piso', 'incorporan', 'solos', 'femenino', 'masculino', 'raspones', 'varios']"
246,246,365,auto - moto,comprometida,"['redgreenlue', 'circulaba', 'ruta', 'doblar', 'hacia', 'bell', 'adelante', 'habia', 'auto', 'frenado', 'semafor', 'intento', 'abrirme', 'pasar', 'moto', 'pasa', 'derecha', 'frena', 'adelante', 'intento', 'salir', 'toco', 'parte', 'delantera', 'parte', 'trasera', 'motoclista', 'cayo', 'moto', 'eros', 'involucrados', 'datos', 'tercero', 'desconoce', 'lja']"
247,247,366,auto - moto,comprometida,"['asegurado', 'circulando', 'pj', 'agrelo', 'tercero', 'moto', 'circulando', 'muniz', 'impacta', 'lateral', 'delantero', 'izquierdo', 'aseg', 'solo', 'ocupante', 'llevaba', 'puesto', 'cae', 'pavimento', 'levanta', 'intervencion', 'policial', 'retiro', 'moto']"
248,248,367,auto - moto,comprometida,"['iba', 'circulando', 'camargo', 'inicio', 'maniobra', 'superacion', 'vehiculo', 'lento', 'veo', 'venia', 'moto', 'siento', 'parte', 'trasera', 'auto', 'maniobra', 'golpeo', 'moto', 'cae', 'asfalto', 'ayudo', 'motociclista', 'reincorporarse', 'tenia', 'golpe', 'fuerte', 'moto', 'sufrio', 'danos', 'parte', 'delatera', 'moto', 'pesar', 'golpe', 'funciono', 'bien', 'contactamos', 'asegurado', 'ratificar', 'mecanica', 'obtener', 'mayores', 'datos', 'tercero', 'cuanto', 'hecho', 'manifiesta', 'traspasando', 'vehiculo', 'realizar', 'maniobra', 'produce', 'moto', 'iba', 'par', 'moto', 'sufri', 'golpe', 'fuerte', 'retiro', 'lugar', 'propios', 'medios', 'quiso', 'llamar', 'participo', 'aclara', 'appelido', 'tercero', 'paez', 'datos', 'cuales', 'pasara', 'luego', 'd']"
249,249,369,auto - moto,comprometida,"['asegurado', 'circulando', 'b', 'matienzo', 'doble', 'circulacion', 'maniobrar', 'izquierda', 'ingresar', 'fredes', 'aparece', 'tercero', 'moto', 'circulaba', 'misma', 'contrario', 'frenar', 'esquivar', 'aseg', 'pierde', 'control', 'moto', 'cae', 'piso', 'existio', 'contacto', 'vhs', 'solo', 'ocupante', 'moto', 'llevaba', 'puesto', 'intervencion', 'policial', 'retiro', 'moto']"
250,250,370,auto - moto,comprometida,"['asegurado', 'circulaba', 'holmberg', 'maniobra', 'hacia', 'izquierda', 'moto', 'pasa', 'izquierda', 'roza', 'sigue', 'metros', 'pierde', 'equilibrio', 'cae', 'incorpora', 'solo', 'intervencion', 'policial']"
251,251,372,auto - moto,comprometida,"['girando', 'izquierda', 'yrigoyen', 'ingresar', 'san', 'nicolas', 'transito', 'contraria', 'encontraba', 'detenido', 'transito', 'dan', 'paso', 'casi', 'ingresando', 'san', 'nico', 'moto', 'sobrepasa', 'vhs', 'detenidos', 'dan', 'paso', 'derecha', 'moto', 'termina', 'impactando', 'lateral', 'delantero', 'derecho', 'produce', 'caida', 'ocupantes', 'incorporan', 'propios', 'medios']"
252,252,374,auto - moto,comprometida,"['aseg', 'circualndo', 'sastre', 'tercero', 'circulando', 'helguera', 'interseccion', 'ambas', 'calles', 'aseg', 'colisiona', 'parte', 'delnatera', 'tercero', 'ocupante', 'cae', 'suelo', 'trasnadado', 'ambulanciaamplimos', 'aseguradodemoraron', 'auto', 'hicieron', 'alcoholemia', 'tercero', 'prioridad', 'paso', 'asegurado', 'embistenteaun']"
253,253,375,auto - moto,comprometida,"['circulaba', 'buenos', 'aires', 'llego', 'rio', 'd', 'moto', 'venia', 'ultima', 'lado', 'izquierdo', 'adelante', 'puedo', 'evitar', 'chocarlo', 'parte', 'delantera', 'chico', 'moto', 'cae', 'recuerdo', 'venia', 'simple', 'vista', 'dolia', 'quiso', 'ser', 'atendido']"
254,254,376,auto - moto,comprometida,"['aseg', 'emprender', 'marcha', 'semaforo', 'alcortacolisiona', 'paragolpe', 'delantero', 'parte', 'trasera', 'terceroque', 'encontraba', 'detenido', 'mismaun', 'ocupantecon', 'cascose', 'cae', 'pisono']"
255,255,377,auto - moto,comprometida,"['encontraba', 'estacionado', 'abrir', 'levemente', 'puerta', 'acompanante', 'moto', 'circulaba', 'alta', 'velocidad', 'impacta', 'misma', 'unico', 'oicupante', 'moto', 'cae', 'piso', 'llevaba', 'tenia', 'lesiones', 'visibles', 'llamo', 'same', 'traslada', 'tercero', 'precaucion']"
256,256,379,auto - moto,discutida,"['asegurado', 'circulaba', 'carabelas', 'cruzar', 'ramella', 'colisionado', 'lateral', 'izquierda', 'tercero', 'moto', 'circulaba', 'ultima', 'mencionada', 'persona', 'moto', 'colocado', 'cayo', 'asfalto', 'ayudado', 'levantarse', 'vecinos', 'hizo', 'presente', 'trasladado', 'hospital', 'quilmes', 'desplazamientos']"
257,257,381,auto - moto,comprometida,"['circulando', 'derqui', 'llegar', 'julio', 'lopez', 'achica', 'hace', 'cruzar', 'aparece', 'moto', 'produce', 'colicion', 'persono', 'iva', 'sola', 'cae', 'piso', 'desplazamientos']"
258,258,382,auto - moto,comprometida,"['vehiculo', 'asegurado', 'giraba', 'derecha', 'rivadavia', 'embestido', 'moto', 'pasa', 'derecha', 'puerta', 'delantera', 'derecha', 'motociclista', 'caese', 'levanta', 'mediosllevaba', 'cascono', 'acepta', 'intervenga', 'nadie', 'retirandose', 'medios']"
259,259,385,auto - moto,comprometida,"['aseg', 'circulando', 'cordoba', 'tercero', 'circulando', 'juan', 'b', 'justo', 'iterseccion', 'ambas', 'vias', 'tercero', 'colisiona', 'parte', 'delantyera', 'parte', 'lat', 'derecha', 'lesioandos', 'deplzamientos', 'asegurada', 'gira', 'hacia', 'izquierda', 'giro', 'permitido', 'juan', 'b', 'justo', 'hacia', 'cordoba', 'acompanante', 'tercero', 'resulta', 'lesionado', 'trasladado', 'centro', 'asistencial']"
260,260,386,auto - moto,comprometida,"['asegurado', 'circulando', 'charcas', 'esquina', 'eduardo', 'costa', 'cuanto', 'moto', 'personas', 'frenan', 'delante', 'colisiona', 'caen', 'ambos', 'ocupantes']"
261,261,387,auto - moto,comprometida,"['entrando', 'vehiculo', 'garage', 'metan', 'choca', 'moto', 'lateral', 'derechosin', 'lesioneshubo', 'intervencion', 'agente', 'policial', 'lugarsin', 'ambulanciacontactamos', 'v', 'asegurado', 'obtener', 'mayor', 'informacion', 'tercero', 'mismo']"
262,262,388,auto - moto,comprometida,"['aseg', 'retoma', 'marcha', 'dr', 'luis', 'belaustegui', 'comienza', 'doblar', 'izq', 'giro', 'izq', 'colocado', 'moto', 'detenida', 'izq', 'retoma', 'marcha', 'choca', 'lateral', 'izq', 'parte', 'delanteraterrero', 'solo', 'ocupante', 'cae', 'suelo', 'poseis', 'raspada', 'deplazamiento']"
263,263,391,auto - moto,comprometida,"['asegurado', 'circulando', 'balbin', 'gira', 'izquierda', 'tomar', 'arias', 'luego', 'cruzar', 'boulevard', 'balbin', 'impactado', 'lateral', 'delantero', 'derecho', 'tercero', 'moto', 'circulaba', 'balbin', 'derecha', 'sobrepaso', 'derecha', 'tercero', 'habria', 'dado', 'paso', 'previamente', 'asegurado', 'moto', 'sola', 'persona', 'cae', 'asfalto']"
264,264,393,auto - moto,discutida,"['asgeurado', 'circulando', 'arias', 'cruzar', 'bocacalle', 'paunero', 'colisinado', 'tercero', 'circulando', 'ultima', 'moto', 'lateral', 'trasera', 'izquierda', 'tercero', 'solo', 'moto', 'cae', 'piso', 'presento', 'dolencia', 'partes', 'inferiores', 'intervine', 'trasladan', 'hospital', 'jose', 'c', 'paz']"
265,265,396,auto - moto,comprometida,"['iba', 'auto', 'tabarem', 'llego', 'esquina', 'carlos', 'reyles', 'moto', 'venia', 'delante', 'frena', 'golpe', 'da', 'tiempo', 'esquiba', 'choco']"
266,266,399,auto - moto,comprometida,"['asegurado', 'saliendo', 'supermercado', 'ingresando', 'cno', 'gral', 'belgrano', 'moto', 'circulaba', 'misma', 'contrario', 'impacta', 'parte', 'delantera', 'vehiculo', 'asegurado', 'ocupante', 'puesto', 'cae', 'piso', 'trasladan', 'hospital', 'lesiones', 'visibles']"
267,267,400,auto - moto,concurrente,"['vehculo', 'asegurado', 'circulaba', 'concordia', 'cruzar', 'interseccin', 'pedro', 'moran', 'impactado', 'parte', 'delantera', 'izquierda', 'moto', 'circulaba', 'daltima', 'mencionada', 'desplazamientosmoto', 'ocupante', 'cay', 'piso', 'manifest', 'dolencias', 'int', 'medica', 'int', 'policial', 'retir', 'medioscel', 'aseg', 'ampliamos', 'asegurado', 'haba', 'semaforos', 'intereseccion', 'tercero', 'izquierda', 'asegurado', 'manifesto', 'rodado', 'danos', 'optica', 'delantera', 'paragolpes', 'resulto', 'embistente', 'participacion']"
268,268,401,auto - moto,comprometida,"['asegurado', 'inicia', 'marcha', 'salida', 'semaforo', 'bulrich', 'tras', 'cruzar', 'santa', 'fe', 'moto', 'solo', 'ocupante', 'circulaba', 'derecha', 'colisiona', 'lateral', 'derecho', 'asegurado', 'moto', 'cae', 'piso', 'motociclista', 'presentaba', 'lesiones', 'visibles', 'trasladado', 'same', 'hospital', 'rivadavia', 'control', 'relacion', 'caso', 'ampliamos', 'asegurado', 'moto', 'iba', 'derecha', 'bajaba', 'j', 'b', 'justo', 'tomar', 'bullrich', 'all', 'hace', 'maniobra', 'pequeno', 'giro', 'izquierda', 'momento', 'moto', 'roza', 'lateral', 'derecho', 'tercero', 'trasladaron', 'acerco', 'tercero', 'manifesto', 'haria', 'denuncia', 'trasladaron', 'asegurado', 'hicieron', 'alcoholemia', 'asegurado', 'va', 'reclamar', 'cree', 'van', 'hacer', 'lugar']"
