,Unnamed: 0,Idenx original,tipo_de_accidente,responsabilidad,descripcion_del_hecho - Final
80,80,1058,auto - ciclista,concurrente,"['redgreenlue', 'venia', 'circulando', 'roca', 'cruzando', 'avda', 'maipu', 'paso', 'favor', 'ciclista', 'colisiono', 'parte', 'delantera', 'rueda', 'trasera', 'acto', 'seguido', 'ciclista', 'cae', 'piso', 'bajo', 'auto', 'acerco', 'ayudarlo', 'informa', 'presenta', 'lesiones', 'ofrezco', 'llevarlo', 'casa', 'dice', 'ciclista', 'retira', 'propios', 'medios', 'intervencin', 'medica', 'policial', 'datos', 'tercero']"
81,81,1061,auto - ciclista,comprometida,"['asegurado', 'circulaba', 'bonifacio', 'maniobra', 'girar', 'hacia', 'martinez', 'castro', 'impacta', 'parte', 'delantera', 'izquierda', 'tercero', 'bicicleta', 'circulaba', 'bicisenda', 'bonifacio', 'desplazamientos', 'bicicleta', 'solo', 'ocupante', 'cae', 'piso', 'poresentaba', 'lesiones']"
82,82,1069,auto - ciclista,comprometida,"['aseg', 'circulando', 'donato', 'alvarez', 'dobla', 'bynnon', 'colisiona', 'parte', 'delantera', 'bici', 'ocupante', 'bici', 'cae', 'suelo', 'trasladado']"
83,83,1075,auto - ciclista,comprometida,"['vehiculo', 'asegurado', 'circulaba', 'juan', 'b', 'justo', 'girar', 'hacia', 'derecha', 'tomar', 'libertador', 'colisionado', 'lateral', 'trasero', 'derecho', 'tercero', 'bicicleta', 'persona', 'circulaba', 'juan', 'b', 'justo', 'persona', 'cayo', 'asfalto', 'asistencia', 'medica', 'intervencion', 'policial', 'desplazamientos']"
84,84,1087,auto - ciclista,,"['circulando', 'arribenos', 'llegar', 'esquina', 'ferrocarril', 'oeste', 'freno', 'miro', 'izquierda', 'nadie', 'comienzo', 'cruzar', 'siendo', 'ruido', 'bicicleta', 'auto']"
85,85,1093,auto - ciclista,comprometida,"['asegurado', 'detenido', 'semaforo', 'olleros', 'acompanante', 'abre', 'puerta', 'delantera', 'derecha', 'impacta', 'bicicleta', 'circulaba', 'misma', 'danico', 'ocupante', 'bicicleta', 'tenia', 'cayo', 'piso', 'presentaba', 'lesiones', 'visibles', 'retiro', 'propios', 'medios', 'intervencin', 'polica', 'transito', 'intervencin', 'medica']"
86,86,1108,auto - ciclista,comprometida,"['circulando', 'v', 'vertiz', 'llegar', 'cruce', 'drago', 'ceden', 'paso', 'cruzar', 'derecha', 'aparecen', 'bicicletas', 'izq', 'impactan', 'lateral']"
87,87,1113,auto - ciclista,comprometida,"['asegurado', 'estacionado', 'chacabuco', 'descendiendo', 'abre', 'puerta', 'delantera', 'izquierda', 'ciclista', 'venia', 'circulando', 'misma', 'impacta', 'manurio', 'bicicleta', 'puerta', 'iba', 'solo', 'ocupante', 'sexo', 'femenino', 'puesto', 'cae', 'asistida', 'momento', 'titular', 'tenia', 'raspon', 'codo', 'manifestaba', 'molestia', 'hombro', 'posterior', 'llamo', 'same', 'control', 'derivaron', 'argerich', 'tt', 'mismo', 'dia', 'contacto', 'novio', 'tt', 'dario', 'confirmo', 'habia', 'salido', 'bien', 'tenia', 'ninguna', 'lesion', 'habian', 'dado', 'alta', 'desplazamientos']"
88,88,1120,auto - ciclista,comprometida,"['circulaba', 'sb', 'palermo', 'iba', 'doblar', 'libertador', 'doblar', 'libertador', 'bicicleta', 'vena', 'izquierda', 'libertador', 'mucha', 'velocidad', 'hizo', 'maniobra', 'choc', 'parte', 'trasera', 'auto', 'seria', 'puerta', 'trasera', 'lado', 'izquierdo', 'generando', 'danos', 'chapa', 'pintura']"
89,89,1127,auto - ciclista,comprometida,"['estacionado', 'abro', 'puerta', 'delantera', 'izquierda', 'golpeo', 'ciclista', 'cae', 'bicileta', 'quiso', 'llamar', 'ambulanciase', 'retiro', 'propios', 'medios', 'andando', 'bicicleta', 'asegurado', 'asistio', 'lugar', 'quiso', 'recibir', 'atencion', 'medica', 'datos', 'tercero', 'lilian', 'lattar', 'bicicleta', 'd']"
90,90,1129,auto - ciclista,,"['asegurado', 'circulaba', 'jose', 'ingenieros', 'dobla', 'izquierda', 'choca', 'bicicleta', 'circulaba', 'pedro', 'dreyer', 'ciclista', 'cae', 'piso', 'perdida', 'conocimiento', 'trasladado', 'conocido']"
91,91,1136,auto - ciclista,comprometida,"['aseg', 'circulando', 'perete', 'llegar', 'cruce', 'caba', 'detras', 'terminal', 'micros', 'aparecen', 'bicicletas', 'circulando', 'contrario', 'perete', 'pasar', 'embiste', 'parte', 'frontal', 'derecha', 'aseg', 'cond', 'bicicleta', 'cae', 'piso', 'lastimandose', 'comenzo', 'sangrar', 'situacion', 'aseg', 'consulta', 'quiere', 'lleve', 'htal', 'persona', 'niega', 'limpia', 'herida', 'sigue', 'aseg', 'manifiesta', 'chico', 'bicicleta', 'conocido', 'feria', 'bien', 'datos', 'necesitarlos', 'pueden', 'conseguir', 'desplazamientos', 'd']"
92,92,1137,auto - ciclista,comprometida,"['colisin', 'auto', 'girando', 'ceretti', 'hacia', 'pampa', 'bicicleta', 'detenida', 'pampa', 'pretende', 'doblar', 'izquierda', 'tomar', 'ceretti', 'bicicleta', 'impacta', 'rueda', 'delantera', 'puerta', 'llama', 'same', 'labra', 'acta', 'circunstancial', 'same', 'verifica', 'ausencia', 'danosd']"
93,93,1162,auto - ciclista,,"['aseg', 'circulando', 'alvear', 'impactado', 'tercero', 'bicicleta', 'ocupante', 'parte', 'lateral', 'derecha', 'parte', 'lateral', 'izquierda', 'aseg', 'refiere', 'tercero', 'cae', 'bicicleta', 'manifiesta', 'lesiones', 'ambas', 'parte', 'retiran', 'medios']"
94,94,1163,auto - ciclista,,"['asegurado', 'circulando', 'carabobo', 'girar', 'lucero', 'esquiva', 'tercero', 'detenido', 'colisiona', 'parte', 'frontal', 'tercero', 'bicicleta', 'persona', 'cae', 'piso', 'retira', 'propios', 'medios']"
95,95,1164,auto - ciclista,,"['circulando', 'almeira', 'doblar', 'izquierda', 'esquina', 'guiraldes', 'colisiono', 'bicicleta', 'ciclista', 'femenino', 'venia', 'par', 'mio', 'er', 'arteria', 'mecionada', 'colisiona', 'altura', 'puerta', 'ciclista', 'cayo', 'suelo', 'menciona', 'dolia', 'luego', 'acude', 'marido', 'traslada', 'hospital', 'intercambiamos', 'datos', 'retiro', 'lugar', 'cel', 'd']"
96,96,1170,auto - ciclista,,"['aseg', 'circulando', 'gobernador', 'castro', 'interseccion', 'luis', 'maria', 'drago', 'colisionado', 'tercerobicicleta', 'circulando', 'ultima', 'parte', 'delantera', 'lateral', 'izquierdo', 'ocacionado', 'lateral', 'bicicleta', 'habia', 'solo', 'ocupante', 'proteccion', 'cae', 'arriba', 'capot', 'vha', 'seg', 'luego', 'piso', 'tercero', 'informa', 'bicicleta', 'tenia', 'frenos', 'venia', 'alta', 'velocidad', 'tercero', 'quizo', 'ser', 'trasladado', 'centro', 'medico', 'aseg', 'lleva', 'domicilio', 'informado', 'tercero', 'club', 'futbol', 'desplazamientossin', 'intervencion', 'movil', 'policial', 'ambulanciatercero', 'golpe', 'chichon']"
