cod_accidente,descripcion,filter,responsabilidad
aa,asegurado circulabapor salta y en la interseccion con  de noviembre colisiona con tercero que circulaba por esta ultima desde la derecha resultan tres personas del otro vehiculo lesionadas y la sra del asegurado interviene policia y ambulancia,asegurado circulaba salta en la interseccion con noviembre colisiona con tercero circulaba por esta ultima desde la derecha resultan tres personas del otro vehiculo lesionadas la sra del asegurado interviene policia ambulancia,concurrente
aa,circulando por la plata al doblar a la izquierda para ingresar a storni colisiono con mi parte delantera derecha en el lateral izquierdo del tercero que venia por esta ultima sin desp ni les,circulando por la plata al doblar la izquierda para ingresar storni colisiona con mi parte delantera derecha en el parte izquierda del tercero venia por esta ultima sin desp ni les,comprometida
aa,estabamos parados esperando que se ponga en verde el semafoto de av asamblea y cuando arrancamos me llevo puesto el auto que estaba adelante ya que circulo mas despacio,estabamos parados esperando ponga en verde el semafoto avenida asamblea arrancamos me llevo puesto el auto estaba delante ya circula mas despacio,comprometida
aa,redgreenlue circulaba por virrey cisneros hacia bermejo llegando a la esquina el vehiculo de adelante frena bruscamente sin darme tiempo a que yo frene y choco con mi trompa su parte tracera   ampliacionel dia  a las  hs aprox  yendo hacia la localidad de san justo hacia la farmacia en direccion de casanova hacia san justo por la calle virrey cisneros y al llegar a la esquina de bermejo el auto de adelante freno de golpe y por la lluvia y ya estaba de noche no me dio tiempo a frenar y lo choqued iba ella sola en el autose dirigia desde el domicilio en isidro casanova hacia la farmacia en san justono intervino ninguna comisaria no hubo lesionespasa datos del tercero y la documental okjose german conocchiella  d ,circulaba por virrey cisneros hacia bermejo llegando la esquina el vehiculo delante frena bruscamente sin darme tiempo yo frene choco con mi delantera su parte tracera ampliacionel dia las hs aprox yendo hacia la localidad san justo hacia la farmacia en direccion casanova hacia san justo por la calle virrey cisneros al llegar la esquina bermejo el auto delante freno golpe por la lluvia ya estaba noche no me dio tiempo frenar lo choqued iba ella sola en el autose dirigia desde el domicilio en isidro casanova hacia la farmacia en san justono intervino ninguna comisaria no hubo lesionespasa datos del tercero la documental okjose german conocchiella,comprometida
aa,asegurado circulando por av eva peron embiste con la parte delantera a un tercero en la parte trasera que estaba detenido por semaforo sin lesionados no informa desplazamientos ,asegurado circulando por avenida eva peron embiste con la parte delantera tercero en la parte trasera estaba detenido por semaforo sin lesionados no informa desplazamientos,comprometida
aa,aseg circulando sobre ruta  colisiona con un tercero que circulaba sobre la misma ruta cuando este frena de forma abrupta por un vh que habia realizado maniobra para doblar hacia calle abrian a la izquierda giro a la izquierda no permitido asegurado impacta con su parte delantera sobre la parte trasera del tercero y a su vez nuestro asegurado es colisionado en su lateral trasero derecho con el lateral delantero izquierdo del vh que venia detras dandose este a  la fuga sin lesiones,asegurado circulando ruta colisiona con tercero circulaba la misma ruta este frena forma abrupta por vehiculo habia realizado maniobra para doblar hacia calle abrian la izquierda giro la izquierda no permitido asegurado impacta con su parte delantera la parte trasera del tercero su vez nuestro asegurado es colisionado en su parte trasera derecha con el parte delantera izquierda del vehiculo venia detras dandose este la fuga sin lesiones,comprometida
aa,veniamos sobre la calle santa rosa yendo para rivadavia y una suran azul patente plo freno de golpe detaras de ella venia un vw fox patende fzp  y yo por detras todos colicionamos debido al pavimento humedo solo toque el paragolpes de la fox provocando dano en el mismo,veniamos la calle santa rosa yendo para rivadavia suran azul patente plo freno golpe detaras ella venia vehiculo fox patende fzp yo por detras todos colicionamos debido al pavimento humedo solo toque el paragolpes la fox provocando dano en el mismo,comprometida
aa,estando mi camioneta patente aatz en la subida del garage como para ingresar se detiene un ford fiesta patente kqnal subirme aprieto el embriague al estar en una pendiente y considerando que no estaba tan cerca se fue para atras causando abolladura en la puerta trasera izquierda y al estar bajando del vehiculo se le apreto la pierna con la puerta del conductor,estando mi camioneta patente aatz en la subida del garage como para ingresar detiene ford fiesta patente kqnal subirme aprieto el embriague al estar en pendiente considerando no estaba tan cerca fue para atras causando abolladura en la parte trasera izquierda al estar bajando del vehiculo le apreto la pierna con la parte del conductor,comprometida
aa,vh asegurado se encontraba circulando por ruta  vh tercero vena por la misma ruta en el mismo sentido el vh tercero vena delante del asegurado frena de golpe porque se le cruza un auto por delante el asegurado frena pero no llega a hacerlo completamente e impacta con su parte delantera en la parte trasera del tercero el conductor del otro vh se quej de un dolor en un dedo de una mano el conductor del asegurado sufri golpes en la cabeza y el latigazo por el choque sin desplazamiento,vehiculo asegurado encontraba circulando por ruta vehiculo tercero venia por la misma ruta en el mismo sentido el vehiculo tercero venia delante del asegurado frena golpe porque le cruza auto por delante el asegurado frena pero no llega hacerlo completamente e impacta con su parte delantera en la parte trasera del tercero el conductor del otro vehiculo quej dolor en dedo mano el conductor del asegurado sufri golpes en la cabeza el latigazo por el choque sin desplazamiento,comprometida
aa,asegurado circulando por calle aristbulo del valle en la interseccin con vera embiste con la parte delantera derecha a un tercero en la parte lateral trasera izquierda sin desplazamientos un acompanante pasajero del vehculo tercero sufri lesiones no intervino polica ni ambulancia sl ampliacionnonefd hola el siniestro fue en aristobulo del valle y vera yo venia por aristobulo al llegar a la esquina freno y paso un lomo de  burro en  y al no ver nadie que venia me dispongo a cruzar en ese momento diviso el clio que quiere pasar por delante desde vera y no llego a frenar impactandolo en la puerta de atras del conductor donde viajaba una senora que tuvo un golpecito en el hombro se le ofrecio llamar a la ambulancia y no quiso tomando rumbo en otro remis de la misma empresa el conductor del auto no tuvo ninguna lesion y yo tampoco soy la pareja de amira el baba e iba conduciendo n o intervino la policia ni me realizaron un control de alcoholemia de la senora no tengo datos no se quiso quedar ,asegurado circulando por calle aristbulo del valle en la interseccion con vera embiste con la parte delantera derecha tercero en la parte parte trasera izquierda sin desplazamientos acompanante pasajero del vehiculo tercero sufri lesiones no intervino polica ni ambulancia sl ampliacionnonefd hola el siniestro fue en aristobulo del valle vera yo venia por aristobulo al llegar la esquina freno paso lomo burro en al no ver nadie venia me dispongo cruzar en ese momento diviso el clio quiere pasar por delante desde vera no llego frenar impactado en la parte atras del conductor donde viajaba senora tuvo golpecito en el hombro le ofrecio llamar la ambulancia no quiso tomando rumbo en otro remis la misma empresa el conductor del auto no tuvo ninguna lesion yo tampoco soy la pareja amira el baba e iba conduciendo n o intervino la policia ni me realizaron control alcoholemia la senora no tengo datos no quiso quedar,comprometida
aa,frenada imprevista del vehculo que me precede ,frenada imprevista del vehiculo me precede,comprometida
aa,el choque fue en av san martin y empedrado salimos del semaforo y se paro de golpe adelante,el choque fue en avenida san martin empedrado salimos del semaforo paro golpe delante,comprometida
aa,conductor asegurado por av independencia cuando un tercero a su izquierda se cruza de carril colisionando en parte delantera izquierda cuando se va a detener lo vuelve a colisionar en el frente  sin lesionados y desplazamientos denuncia segun tercero  circulaba por mi carril y el vehiculo del tercero me choco en mi parte trasera derecha me provoc un semitrompo y vuelve a chocarme en mi lateral derecho recib atencin medica por mis propios medios danos guardabarro trasero farol trasero tapa de baul trasera puertas laterales derechas  tercero fiat siena sedan  fire aa modelo  patente mbu cond jose jonas velasco mejia velasco   dni cel  asegurado pulido velasco edicson edir compania   ,conductor asegurado por avenida independencia tercero su izquierda cruza carril colisionando en parte delantera izquierda va detener lo vuelve colisiona en el parte delantera sin lesionados desplazamientos denuncia segun tercero circulaba por mi carril el vehiculo del tercero me choco en mi parte trasera derecha me provoc semitrompo vuelve chocarme en mi parte derecha recib atencin medica por mis propios medios danos guardabarro trasera farol trasera tapa baul trasera puertas laterales derecha tercero fiat siena sedan fire aa modelo patente mbu cond jose jonas velasco mejia velasco dni cel asegurado pulido velasco edicson edir compania,concurrente
aa,detenida en la calle kant para doblar a pasco espero que corte el semaforo en pasco  cuando se pone en rojo cruzo y la camioneta cruza en rojo y me emiste en el lateral izquierdo aseg con lesionesvarios cortes que le realizaron puntos acompanante tambien fueron trasladado al hospital,detenida en la calle kant para doblar pasco espero corte el semaforo en pasco pone en rojo cruzo la camioneta cruza en rojo me embiste en el parte izquierda asegurado con lesionesvarios cortes le realizaron puntos acompanante tambien fueron trasladado al hospital,concurrente
aa,mecanica del hecho segdan version asegurado asegurado circulando por ianone y vehiculo tercero que viene por alvear ambas colisionan en la esquina con la parte delantera derecha con la parte izquierda lateral y frente del vehiculo tercero sin desplazamiento tercero conductor del otro vehiculo con lesion en la boca interviene policia y ambulanciad ampliacion llamo a la asegurada ella circulaba por la calle ianone y al llegar a la interseccion con alvear embiste con su frente a un vehiculo que circulaba a alta velocidad desde la derecha el vehiculo termina impactando con un arbol en el momento intervino ambulancia que traslado a la tercera al hospital quien luego se hizo presente en la comisaria intervino policia no les realizaron control de alcoholemiadsa al consultarle a la asegurada informa que no hay senalizacion ni semaforod,mecanica del hecho segdan version asegurado asegurado circulando por ianone vehiculo tercero viene por alvear ambas colisiona en la esquina con la parte delantera derecha con la parte izquierda parte parte delantera del vehiculo tercero sin desplazamiento tercero conductor del otro vehiculo con lesion en la boca interviene policia ambulanciad ampliacion llamo la asegurado ella circulaba por la calle ianone al llegar la interseccion con alvear embiste con su parte delantera vehiculo circulaba alta velocidad desde la derecha el vehiculo termina impactado con arbol en el momento intervino ambulancia traslado la tercero al hospital quien luego hizo presente en la comisaria intervino policia no les realizaron control alcoholemiadsa al consultarle la asegurado informa no hay senalizacion ni semaforod,comprometida
aa,circulaba por avenida liniers y al llegar a la rotonda del acceso ramal tigre no vi el auto frenado por lo que lo choco de atras aclaro que estaba lloviendo por lo que la visin estaba reducida,circulaba por avenida liniers al llegar la rotonda del acceso ramal tigre no vi el auto frenado por lo lo choco atras aclaro estaba lloviendo por lo la visin estaba reducida,comprometida
aa,aseguraco circulando sobre calle ricchieri habia un colectivo detenido no al costado de la vereda  del cual se baja  al asfalto una persona por la puerta trasera y se lleva por delante el lateral izquierdo del cliente  no cae al piso intervino policia y ambulancia  derivada a htal hurlingham donde tras examenes no detectaron lesiones,asegurado circulando calle ricchieri habia colectivo detenido no al costado la vereda del cual baja al asfalto persona por la parte trasera lleva por delante el parte izquierda del cliente no cae al piso intervino policia ambulancia derivada htal hurlingham donde tras examenes no detectaron lesiones,nan
aa,asegurado por ohiggins no alcanza a frenar y colisiona la parte trasera del tercero que circulaba adelante acompanante del asegurado con mareos sin tercero otros lesionados sin desplazamiento y sin intervencion policial,asegurado por ohiggins no alcanza frenar colisiona la parte trasera del tercero circulaba delante acompanante del asegurado con mareos sin tercero otros lesionados sin desplazamiento sin intencion policial,comprometida
aa,el tercero circulando por av triunvirato cuando nuestro conductor cruza  el tercero lo  colisiona en lateral izquierda delantero con su lateral derecho sin desplazamientosd,el tercero circulando por avenida triunvirato nuestro conductor cruza el tercero lo colisiona en parte izquierda delantera con su parte derecha sin desplazamientosd,discutida
aa,asegurado circulando sobre aut panamericana colisiona con un tercero que estaba detenido sobre la misma autopista debido a un choque que habia en el lugar impactando con su parte delantera sobre la parte trasera del tercero conductor del vh tercero presentaba  molestias en el cuello sin desplazamientos,asegurado circulando aut panamericana colisiona con tercero estaba detenido la misma autopista debido choque habia en el lugar impactado con su parte delantera la parte trasera del tercero conductor del vehiculo tercero presentaba molestias en el cuello sin desplazamientos,nan
aa,asegurado circulando por av reconquista en la interseccin con sargento cabral se cruza un tercero que circulaba por sargento cabral y embiste con el lateral izquierda al asegurado en la parte delantera el conductor del vehiculo tercero sufre lesiones intervino policia no acepto ambulancia sin desplazamientos,asegurado circulando por avenida reconquista en la interseccion con sargento cabral cruza tercero circulaba por sargento cabral embiste con el parte izquierda al asegurado en la parte delantera el conductor del vehiculo tercero sufre lesiones intervino policia no acepto ambulancia sin desplazamientos,comprometida
aa, el vehiculo asegurado circulaba por rivadavia al cruzar pergamino colisiona con el frente el lateral trasero izquierdo de un tercero que cruzaba por pergamino  sin lesiones sin desplazamientos,el vehiculo asegurado circulaba por rivadavia al cruzar pergamino colisiona con el parte delantera el parte trasera izquierda tercero cruzaba por pergamino sin lesiones sin desplazamientos,nan
aa,estabamos esperando el semaforo en la  fila y se me patino el embrague y choque  al auto  que estaba adelante mio frenamos y pedimos los respectivos seguros el joven maximiliano daniel rosas del auto chocado me mencion que le dola el cuellod,estabamos esperando el semaforo en la fila me patino el embrague choque al auto estaba delante mio frenamos pedimos los respectivos seguros el joven maximiliano daniel rosas del auto chocado me mencion le dola el cuellod,nan
aa, d encontrandome estacionada sobre la mano derecha con el volkswagen vento al maniobrar hacia la izquierda para salir un mal movimiento hace que choque con mi parte delantera la parte trasera del automovil ford fiesta que se encontraba estacionado delante mio y tambien se habia puesto en movimiento,encontrandome estacionada la mano derecha con el volkswagen vento al maniobrar hacia la izquierda para salir mal movimiento hace choque con mi parte delantera la parte trasera del automovil ford fiesta encontraba estacionado delante mio tambien habia puesto en movimiento,comprometida
aa, d circulaba por uruguay mano acceso tigre y al doblar a la izquierda acceso a supermercado colisione levemente con el vehiculo de la mano derecha llegue a frenar pero rozo mi paragolpe con parte delateral delantera de su rodado,circulaba por uruguay mano acceso tigre al doblar la izquierda acceso supermercado colision levemente con el vehiculo la mano derecha llegue frenar pero rozo mi paragolpe con parte delantera delantera su rodado,comprometida
aa, d   iba por la calle carlos gardel en caravana por la congestion del transito  delante de el iba un peugeot  dominio nkl conducidopor juan francisco carbonere licencia de conducir nb  quien al llegar a la esquina de egusquizaquedo trabando la boca calle por lo que decidio dar marcha atras para salir del atasco chocando con su parte de atras a la parte delanterade la eco,iba por la calle carlos gardel en caravana por la congestion del transito delante el iba peugeot dominio nkl conducidopor juan francisco carbonere licencia conducir nb quien al llegar la esquina egusquizaquedo trabando la boca calle por lo decidio dar marcha atras para salir del atasco chocando con su parte atras la parte delantera la eco,concurrente
aa, d cadena de automoviles que frenaron intempestivamente el automovil que iba adelante freno de manera inapropiada y en consecuencia mi automovil sufrio severos danos en capo guardabarros y opticas delanteras,cadena automoviles frenaron intempestivamente el automovil iba delante freno manera inapropiada en consecuencia mi automovil sufrio severos danos en capo guardabarros opticas delantera,comprometida
aa, d denuncia asegurado yo venia x sarmiento doblo a la derecha en av libertador choco con los mojones del medio y al rebotar choco con el otro vehiculo que estaba a mi izquierda jeep cherokee dominio fpz,denuncia asegurado yo venia x sarmiento doblo la derecha en avenida libertador choco con los mojones del medio al rebotar choco con el otro vehiculo estaba mi izquierda jeep cherokee dominio fpz,comprometida
aa, d al salir de la cochera de mi edificio estando la luz titilante roja anunciando el hecho como asimismo la alarmante sonando y habiendo tocado bocina la suscripta para avisar su accion no obstante todos los recaudos mencionados un auto que choca mi vehiculo en la parte derecha delantera y lateral del mismo,al salir la cochera mi edificio estando la luz titilante roja anunciando el hecho como asimismo la alarmante sonando habiendo tocado bocina la suscripta para avisar su accion no obstante todos los recaudos mencionados auto choca mi vehiculo en la parte derecha delantera parte del mismo,comprometida
aa, d cc asegurado informa que circulaba por alsina cuando al habilitar el semaforo el intenta pasar a un colectivo que estaba parado en el carril derecho y lo encierra en este momento coliciona con un vehiculo que circulaba por su lado izquierdo con su costado izquierdo y con el lado derecho del tercero,cc asegurado informa circulaba por alsina al habilitar el semaforo el intenta pasar colectivo estaba parado en el carril derecha lo encierra en este momento colisiona con vehiculo circulaba por su lado izquierda con su costado izquierda con el lado derecha del tercero,comprometida
aa, d cc el asegurado iba transitando por la calle ramayo cuando al llegar a la interseccion con la av san isidro el asegurado dobla a la derecha en direccion a la misma sobre la av se encontraba el tercero intentando estacionarsobre el lado derecho de la avenida sin balizas puestas al estacionar el vehiculo del tercero queda lejos del cordon entonces el vehiculo asegurado impacta su lateral derecho con ellateral izquierdo del vehiculo del tercero que se encontraba estacionado,cc el asegurado iba transitando por la calle ramayo al llegar la interseccion con la avenida san isidro el asegurado dobla la derecha en direccion la misma la avenida encontraba el tercero intentando estacionarsobre el lado derecha la avenida sin balizas puestas al estacionar el vehiculo del tercero queda lejos del cordon entonces el vehiculo asegurado impacta su parte derecha con ellateral izquierda del vehiculo del tercero encontraba estacionado,comprometida
aa, d al cortar el semaforo quedo parado en la senda peatronal dio marcha atras pararetroceder y en esa circunstancia golpeo al vh que estaba detras,al cortar el semaforo quedo parado en la senda peatronal dio marcha atras pararetroceder en esa circunstancia golpeo al vehiculo estaba detras,comprometida
aa, d el choque se produjo cuando la conductora delante mio intento de esquivar un bache cubierto con vallas de madera freno en forma repentina con transito cargado y ligero sin poner ninguna luz que indique que iba a frenar ademas al girar el volante hacia su derecha choca al vehiculo que por ahi pasaba tambien yo no alcanzo a frenar doblo mi volante hacia la izquierda y la impacto en su parte trasera,el choque produjo la conductora delante mio intento esquivar bache cubierto con vallas madera freno en forma repentina con transito cargado ligero sin poner ninguna luz indique iba frenar ademas al girar el volante hacia su derecha choca al vehiculo por ahi pasaba tambien yo no alcanzo frenar doblo mi volante hacia la izquierda la impacto en su parte trasera,comprometida
aa, d nuestro asegurado circulaba sobre avenida del libertador hacia pacifico sobre el carril izquierdo el semaforo se puso en rojo nuestro asegurado se detiene al ponerse en verde ya circulando el tercero taxi que circulaba delante de el freno a  por lo que nuestro asegurado impacta sobre el tercero en la parte trasera al detenerse el taxista manifesto que freno de golpe ya que delante de el habia unpozo,nuestro asegurado circulaba avenida del libertador hacia pacifico el carril izquierda el semaforo puso en rojo nuestro asegurado detiene al ponerse en verde ya circulando el tercero taxi circulaba delante el freno por lo nuestro asegurado impacta el tercero en la parte trasera al detenerse el taxista manifesto freno golpe ya delante el habia unpozo,comprometida
aa, d quien suscribe venia manejando sobre avenida cordoba y al pasar entre medio de dos vehiuculos roce el paragolpes trasero del auto que se encontraba a la derecha mio realizando solo un raspon a la pintura del mismo,quien suscribe venia manejando avenida cordoba al pasar entre medio dos vehiculo roce el paragolpes trasera del auto encontraba la derecha mio realizando solo raspon la pintura del mismo,comprometida
aa, d circulaba por saravi direccion panamericana cuando un vehiculo de frente a alta velocidad  lo que me obliga a correrme me colisiona de manera lateral rompiendo el espejo retrovisor del lado del conductor,circulaba por saravi direccion panamericana vehiculo parte delantera alta velocidad lo me obliga correrme me colisiona manera parte rompiendo el espejo retrovisor del lado del conductor,concurrente
aa, d al aproximarse a la vereda para que suba un familiar al vehiculo asegurado el mismo siente una vibracion en la puerta del acompanante contindaa la marcha pensando que selo habia rozado el espejo del otro vehiculo que se hallaba estacionado dado que no observa danos en su auto el conductor habitual de este otro vehiculo se contacta con el asegurado para hacerle saber que habia danado su paragolpes delantero,al aproximarse la vereda para suba familiar al vehiculo asegurado el mismo siente vibracion en la parte del acompanante contindaa la marcha pensando selo habia rozado el espejo del otro vehiculo hallaba estacionado dado no observa danos en su auto el conductor habitual este otro vehiculo contacta con el asegurado para hacerle saber habia danado su paragolpes delantera,comprometida
aa, d iba circulando por avenida  de julio embisto en la interseccion de cordoba a la camioneta amarox que se hallaba detenida o que circulaba a baja velocidad en el mimo sentido de norte a sur,iba circulando por avenida julio embisto en la interseccion cordoba la camioneta amarox hallaba detenida o circulaba baja velocidad en el mimo sentido norte sur,comprometida
aa, d denuncia asegurado estaba saliendo con luz de baliza avisando la maniobra delante mio habia media cuadra libre cuando el logan sin utilizar sus balizas me cruza el auto para estacionar a lo cual me impacta de costado y se producen los danos en ambos automoviles,denuncia asegurado estaba saliendo con luz baliza avisando la maniobra delante mio habia media cuadra libre el logan sin utilizar sus balizas me cruza el auto para estacionar lo cual me impacta costado producen los danos en ambos automoviles,concurrente
aa, d circulaba por av los corrales hacia provincia subo el puente paso por arriba de la general paz frena el de adelante mio se me resbalo el pie del freno embistiendo el vehiculo delante mio,circulaba por avenida los corrales hacia provincia subo el puente paso por arriba la general paz frena el delante mio me resbalo el pie del freno embistio el vehiculo delante mio,comprometida
aa, d el vehiculo asegurado se disponia a ingresar al shoping cuando por una mala maniobra impacto al vehiculo nba en la parte trasera produciendose asi danos a verificar,el vehiculo asegurado disponia ingresar al shoping por mala maniobra impacto al vehiculo nba en la parte trasera produciendose asi danos verificar,comprometida
aa, d grupo prosegur kmx cc el auto circulaba por colectora panamericana y cuando llegan en la interseccion cruza y viene un tercero por el costado derecho y lo impacta,grupo prosegur kmx cc el auto circulaba por colectora panamericana llegan en la interseccion cruza viene tercero por el costado derecha lo impacta,concurrente
aa, d yendo por joaquin v gonzalez calle de una mano al llegar a la esquina de ricardogutierrez callede doble mano me encuentro con un coiche blanco fiorino tratando dedoblar a la derecha freno y choco su capot en el centro levantandolo y mi coche atoschocado en el guardabarro izquierdo muy arriba y el paragolpe del lado izquierdoabollado plegado y afectado,yendo por joaquin v gonzalez calle mano al llegar la esquina ricardogutierrez callede doble mano me encuentro con coiche blanco fiorino tratando dedoblar la derecha freno choco su capot en el centro levantandolo mi coche atoschocado en el guardabarro izquierda muy arriba el paragolpe del lado izquierda plegado afectado,discutida
aa, d denuncia asegurado cc el asegurado iba transitando por la calle montenegro al llegar a la interseccion de la av dorrego el aseg dobla hacia la izquierda en direccion a la av mencionada en ese momento el vehiculo del tercero que se encontraba transitando por la mano derecha de la avenida impacta al vehiculo asegurado con la parte delantera en la puerta derecha del vehiculo asegurado,denuncia asegurado cc el asegurado iba transitando por la calle montenegro al llegar la interseccion la avenida dorrego el asegurado dobla hacia la izquierda en direccion la avenida mencionada en ese momento el vehiculo del tercero encontraba transitando por la mano derecha la avenida impacta al vehiculo asegurado con la parte delantera en la parte derecha del vehiculo asegurado,comprometida
aa, d denuncia asegurado yo circulaba por dean funes al llegar a alem doblo hacia mi izquierda la camioneta quevenia por alem me choca expresando el conductor que se distrajo y no me vie,denuncia asegurado yo circulaba por dean funes al llegar alem doblo hacia mi izquierda la camioneta quevenia por alem me choca expresando el conductor distrajo no me vie,comprometida
aa, d denuncia asegurado aproximadamente a las  hs del dia  circulaba en el camion ford  dominio jcz en larrea y paraguay caba se brio la puerta trasera del camion y embistio a un citroen berlingo multipack  puertas dominio gfc con el golpe dano un poco el porton trasero del citroen el citroen pertenece al sr alberto mercado con dni  con seguro boston pol nbel porton de nuestro camion no sufrio abolladura ya que el impacto fue suave,denuncia asegurado aproximadamente las hs del dia circulaba en el camion ford dominio jcz en larrea paraguay caba brio la parte trasera del camion embistio citroen berlingo multipack puertas dominio gfc con el golpe dano poco el porton trasera del citroen el citroen pertenece al sr alberto mercado con dni con asegurado boston pol nbel porton nuestro camion no sufrio abolladura ya el impacto fue suave,nan
aa, d cc el vehiculo asegurado se encontraba retirandose de la cochera marcha atras el conductor titular no visualizo que habia otro vehiculo estacionado en su respectiva cochera y lo impacto con su parte trasera en la parte delantera izquierda del vehiculo tercero,cc el vehiculo asegurado encontraba retirandose la cochera marcha atras el conductor titular no visualizo habia otro vehiculo estacionado en su respectiva cochera lo impacto con su parte trasera en la parte delantera izquierda del vehiculo tercero,nan
aa, d saliendo marcha atras de un garage de oficina con marcha lenta toco el paragolpes delantero izquierdo de un auto estaciona,saliendo marcha atras garage oficina con marcha lenta toco el paragolpes delantera izquierda auto estaciona,comprometida
aa, d estaba iniciando la marcha y se me cruzo un auto que queria estacionar,estaba iniciando la marcha me cruzo auto queria estacionar,comprometida
aa, d el vehiculo de adelante freno bruscamente y no pude esquivarlo danos parte delanteraizquierda,el vehiculo delante freno bruscamente no pude esquivarlo danos parte izquierda,comprometida
aa, d cc el vehiculo asegurado circulaba por el carril derecho de avenida libertador el vehiculo tercero que se encontraba delante de el frena de repente el asegurado no logra frenar a tiempo intenta esquivarlo desviandose hacia la izquierda pero lo impacta impactandolo en el paragolpe trasero izquierdo danando su propio panel del lateral derecho superior al guardabarros derecho delantero,cc el vehiculo asegurado circulaba por el carril derecha avenida libertador el vehiculo tercero encontraba delante el frena repente el asegurado no logra frenar tiempo intenta esquivarlo desviandose hacia la izquierda pero lo impacta impactado en el paragolpe trasera izquierda danando su propio panel del parte derecha superior al guardabarros derecha delantera,comprometida
aa, d circulaba por la calle libertad y cuando girc hacia corrientes rocc con mi puerta trasera derecha la punta del paragolpes trasero del otro vehiculo,circulaba por la calle libertad girc hacia corrientes rocc con mi parte trasera derecha la punta del paragolpes trasera del otro vehiculo,comprometida
aa, d cc el semaforo se encontraba en mal funcionamiento se cruzo un taxi y el asegurado lo impacto en la parte trasera izquierda con su frente izquierdo,cc el semaforo encontraba en mal funcionamiento cruzo taxi el asegurado lo impacto en la parte trasera izquierda con su parte delantera izquierda,comprometida
aa, d ffel dia  pasado el medio dia estacione en la calle juez estrada altura  donde se encuentra mi estaciomiento y toque el paragolpes delantero del vehiculo estacionado detras mio un onda civic dominio lym  mi auto presento una rayadura en el paragolpes tracero estimo que el otro vehicular tendra lo mismo en se paragolpeser,ffel dia pasado el medio dia estacione en la calle juez estrada altura donde encuentra mi estaciomiento toque el paragolpes delantera del vehiculo estacionado detras mio onda civic dominio lym mi auto presento rayadura en el paragolpes tercero estimo el otro vehiculo tendra lo mismo en paragolpeser,comprometida
aa, d venia transitando por av corro cruzando la interseccion de bacacay cuando un vehiculo que venia por mano derecha me embiste en la parte trasera del lado izquierdo de mi vehiculoampliacion asegurado me comunico con el broker del asegurado elasegurado confundio los lados venia por corro cruzando bacacay un peugeot  que venia por bacacay de mano izquierda y sin frenar lo embiste en la parte trasera del vhel tercero tiene cia el norte aun no hizo la denuncia el broker esta esperando documentacion del asegurado para iniciar reclamo enviara mail con la denuncia correcta,venia transitando por avenida corro cruzando la interseccion bacacay vehiculo venia por mano derecha me embiste en la parte trasera del lado izquierda mi vehiculoampliacion asegurado me comunico con el broker del asegurado asegurado confundio los lados venia por corro cruzando bacacay peugeot venia por bacacay mano izquierda sin frenar lo embiste en la parte trasera del vhel tercero tiene cia el norte aun no hizo la denuncia el broker esta esperando documentacion del asegurado para iniciar reclamo enviara mail con la denuncia correcta,discutida
aa, d cc hija del aseg informa que se encontraba en el semaforo detenida al momento del cambio a verde avanzo y el vehiculo que se encontraba adelante no avanzo el aseg impacta al tercero con su parte delantera en la parte trasera del vehiculo del terceroampliacion vacirculaba por acoyte y pasando la primera  despues rivadavia frena en el semaforo y al ponerse en verde ella acelera y embiste en la parte de atras al vehiculo de la terceraparagolpe trasero donde esta la patentese bajan del vehiculo intercambian datos la tercera embarazada rechaza ambulancia y asistencia espera al marido quien la acompanaria a realizarse una ecografialuego la tercera llama a va diciendo que estaba bien pero que queria una eco  d para quedarse tranquila la tercera le dice que su madre es doctora que no habia problema la tercera no se vuelve a comunicar masno poli no ambulanciasi semaforo no senalizaciongolpe en paragolpe,cc hija del asegurado informa encontraba en el semaforo detenida al momento del cambio verde avanzo el vehiculo encontraba delante no avanzo el asegurado impacta al tercero con su parte delantera en la parte trasera del vehiculo del terceroampliacion circulaba por acoyte pasando la primera despues rivadavia frena en el semaforo al ponerse en verde ella acelera embiste en la parte atras al vehiculo la terceraparagolpe trasera donde esta la patentese bajan del vehiculo intercambian datos la tercero embarazada rechaza ambulancia asistencia espera al marido quien la acompanaria realizarse ecografialuego la tercero llama va diciendo estaba bien pero queria eco para quedarse tranquila la tercero le dice su madre es doctora no habia problema la tercero no vuelve comunicar masno poli no ambulanciasi semaforo no senalizaciongolpe en paragolpe,comprometida
aa, d cc la asegurada se encontraba retirando el vehiculo del estacionamiento del club nautico de san isidro el vehiculo asegurado se retiraba marcha atras e impacta a otro vehiculo tercero que se encontraba estacionado,cc la asegurado encontraba retirando el vehiculo del estacionamiento del club nautico san isidro el vehiculo asegurado retiraba marcha atras e impacta otro vehiculo tercero encontraba estacionado,comprometida
