cod_accidente,responsabilidad,descripcion_del_hecho - Final
AA    ,COMPROMETIDA,circulando por au panamericana sobre carril derecho cuando un motociclista me pasa por derecha y al sobrepasarme golpea contra lateral delantero derecho de mi vehculo se cae al suelo fue atendido por moto de emergencias vital presentaba fractura en hombro derecho no fue trasladado en ambulancia fue trasladado por sus fliares vinieron a buscarlo no hubo secuestro de vehculos va estaba circulando por aut panamericana sentido pilar cuando luego de haber pasado interseccion con pte san martin siente un ruido en parte trasera de camioneta y ve por espejo una moto caida motociclista habia embestido a camioneta asegurada en lateral derecho mismo alega circulaba derecho y no vio a moto hasta luego de haber sentido ruido intervino personal medico de autopista cual reviso al tercero y dijo tenia hombro dislocado luego tercero informo tuvo ser operado porque tenia una fractura en hombro mismo fue atendido y esta de licencia a traves de su art swuiss medical intervino policia pero atento tercero se fue con unos familiares no se labra sumario formalizo en cia
AA    ,COMPROMETIDA,asegurado circulando sobre malnatti colisiona parte trasera de un tercero delante cual se detiene por transitosin desplazamientos ro es policia y alegaba dolencia en cuello sin intervencion de policia ni ambulancia
AA    ,DISCUTIDA,asegurado circulaba por aut ricchieri sentido a capital federal a altura del mercado central cuando un tercero vw passat circulaba por misma frena de golpe y es embestido de atras por un tercero renault sandero asegurado logra sobrepasar al tercero renault sandero quedo realizando trompos cuando es embestido en parte trasera por tercero vw passat tambien quedo dando trompos asegurado se desplaza hacia banquina donde quedo detenido conductora del renault sandero fue trasladada en ambulancia al hospital de ezeiza intervino personal policial de comisaria de villa celina
AA    ,COMPROMETIDA,circulando por av lisandro de torre detras de una camioneta circulaba lento cuando cruzo av alvear observo semaforo en amarillo cambiando a rojo y en ese momento me embiste en lateral delantero derecho un b circulaba por av alvear a causa del impacto me desplazo e impacto contra un poste de alumbrado en otro vehculo iban personas con algunos golpes y cortes intervino policia vehiculo asegsecuestrado y ambulancia todos fueron trasladados al hops carrillo ampliacion va estaba circulando por lisandro de torre detras de un camion cual circulaba a baja velocidad cuando al arribar a alvear un camion venia de frente gira a su izquierda y cuando este termina dicha maniobra va continua su marcha y resulta embestido en su lateral delantero derecho por un tercero circulaba de derecha de ultima de mencion luego de ello va termina su recorrido contra un poste de alumbrado cabe aclarar va comienza cruce con semaforo en verde y cuando resulta embestido cree mismo ya estaba cambiando de color dado camion estaba girando tardo bastante tiempo va circulaba solo y en otro rodado habia dos ocupantes intervino policia y se labro sumari en cria aa de ciudadela no hay extraccion ni examen de alcoholemia intervino ambulancia cual traslado a ocupantes acompanante del tercero tenia un corte en cuero cabelludo cree cia del tercero es sancor y reclama danos de su vehiculo formalizo en sucursal
AA    ,COMPROMETIDA,coche mi paragolpe contra su paragolpe trasero en medio hombre iba con una acompanante femenina al parecer dolia nuca
AA    ,CONCURRENTE,vh asegurado circulando por camino del cuadrado colisona a un vh se encontraba circulando por misma con parte delantera izquierda con parte delantera izquierda ocasionandole danos en parte delantera vh asegurado con danos en parte delantera sin movilidad vh del asegurado se desplaza y toca contra una banquina tercero con lesiones leves intervino policia d
AA    ,COMPROMETIDA,vehiculo asegurado avanza luego de habilitar semaforo en av tapia de cruz y embiste a un tercero de adelante frena repentinamente sin mas involucrados a causa del impacto un acopanante del vehiculo asegurado golpea su cabeza contra parabrisas asegurado traslada al acompanante hasta hospital de escobar te asegurado conducia valeria
AA    ,DISCUTIDA,yo venia por izquierda freno en esquina miro a derecha no se ven ni luces ni autos cruzo ya casi llegando a otra esquina mi acompanante me dice cuidado miro a derecha y auto venia a toda velocidad
AA    ,COMPROMETIDA,me encontraba circulando cuando al llegar a interseccion yo no logro tener una visual optica para poder verificar paso de vh en cruce al iniciar marcha cruza un automovil a mi izquierda y yo no logro percatarme a tiempo y colisiono con mi parte delantera sobre su parte lateral derecha no hubo otros terceros involucrados ni lesionados en siniestro datos del tercero carlos minarian ford fiesta max exj parana seguros
AA    ,COMPROMETIDA,aseg circulaba sobre avda pres hipolito yrigoyen una moto circulaba sobre misma roza lateral derecho del vh aseg motociclista utilizaba casco cayo al pavimento no presentaba lesiones visibles no hubo intervencin de policias ni ambulancias conductor de moto se retir por sus propios medios
AA    ,COMPROMETIDA,asegurado circulando por navarro para ingresar a av rivadavia una moto circulaba sobre ultima colisiona con lateral derecho del vehiculo asegurado un ocupante con casco puesto cae al pavimento moto cae sobre pierna derecha ambyulancia del same atiende en lugar luego fue derivada a una clinica en ciudadela por ambulancia de art no interviene policia
AA    ,COMPROMETIDA,vehiculo asegurado circulaba sobre calle donato alvarez cuando impacta su parte delantera con parte trasera de un tercero taxi se habia detenido delante por loma de burro sin lesiones ni desplazamientos
AA    ,COMPROMETIDA,circulaba por calle darwin al comenzar a cruzar interseccion soy colisionada en mi parte delantera derecha por parte delantera izquierda de un taxi circulaba por interseccion vera a gran velocidad cabe aclarar taxi iba sin pasajeros no hubo lesionados ni mas vhs involucrados datos del tercero diaz jorge ruben taxi nueva
AA    ,DISCUTIDA,vh asegurado circulando por camino a cardales ruta calle cafrune cuando desde otra mano un tercero cruza hacia su carril poniendose a su altura y asegurado embiste con parte delantera derecha a parte trasera derecha del tercero resulta lesionado hijo del conductor del vh del tercero sale despedido del vh luego del impacto y tanto conductor de ese vh como su esposa fueron atendidos por medicos por un cuadro nervioso no indican lesiones fisicas interviene policia menor es trasladado de manera particular a una sala de primeros auxilios luego de cual es dado de alta aseg manifiesta golpes en rodilla y dolor en cuello sin desplazamientos
AA    ,COMPROMETIDA,vh asegurado circulando por av beiro con transito colisiono con parte delantera a trasera de un tercero se detuvo delante sin lesiones ni desplazamientos
AA    ,COMPROMETIDA,asegurado circulando por ruta al maniobrar por reduccion de calzada pierde control del vh se pasa al carril de mano contraria y colisiona con su parte delantera en parte delantera de un tercero circulaba por misma en direccion contraria sin desplazamientos conductor del vh tercero con lesiones no intervino policia ni ambulancia fue trasladado al hospital por unos amigos se acercaron al lugard
AA    ,CONCURRENTE,vehiculo asegurado circulaba sobre calle chacabuco cuando al llegar a interseccion con calle haedo es impactado en su puerta delantera derecha con parte delantera de un tercero circulaba sobre ultima a gran velocidad en vehiculo del tercero se activaron airbag y tercero manifestaba sentir dolor en rodilla hubo intervencion de ambulancia cuales atendieron en lugar y se retiraron interviene personal policial sin desplazamientos
AA    ,COMPROMETIDA,asegurado impacta con parte delantera de su unidad en parte trasera de un ford ka se hallaba detenido a raz de ello ford ka se desplaza e impacta con su parte delantera en partetrasera de un taxi del cual asegurado no posee datos no hubo terceros lesionados
AA    ,CONCURRENTE,asegurado circulando sobre calle groussac cuando se produce colision con un tercero circulaba sobre misma en sentido contrario entre ambas parte delanteras sin mas vhs involucrados hubo intervencion policial aseg y tercero trasladados por ambulancia pero sin internacion
AA    ,CONCURRENTE,vhc asegurado circulando por av bustamante al llegar a interseccin con sarmiento con semaforo en verde se produce colision entre su lateral delantero derecho y parte delantera de un tercero circulaba por esta ultima calle mencionada cual cruz en rojo asegurado con golpe en rodilla y pierna conductora tercero con fisura de costilla interv policia y ambulancia fueron trasladados a hosp melo
AA    ,COMPROMETIDA,estando conduciendo por simbrn con automviles delante mio frena primero bruscamente ocasionando segundo embista tercero embista al segundo y yo no pude evitar embestirlo despues anteriores haban colisionado como consecuencia tuve algunos politraumatismos
AA    ,DISCUTIDA,circulando por saliendo del semaforo cuando un auto de mano contraria gira en u y me impacta con su frente delantero derecha en mi parte delantera izquierda producto del impacto soy desplazado hacia vereda
AA    ,COMPROMETIDA,vh asegurado circulando por panamericana vh tercero circulando por misma como se encontraba lloviendo mucho asegurado al llegar al puente san lorenzo habia un chraco de agua grande asegurado frena pero se desliza auto y embiste con su parte delantera al tercero en su parte trasera sin desplazamiento sin lesionadosd
AA    ,CONCURRENTE,lugar de ocurrencia perito moreno y cachi caba circulando por moreno cuando llego al cruce con cachi soy colisionado por un traffic venia por esta ultima calle con semaforo en rojo danando mi parte delantera en mi vh hay dos personas lesionadas quienes fueron llevadas al hospital penna en ambulancia vh aseg secuestrado te ampliacion va estaba circulando por perito moreno cuando al arribar a interseccion con calle cachi estaba cruzando misma con semaforo en verde y de derecha de ultima de mencion se cruza una camioneta fiat ducatto con semaforo en rojo y asegurado no puede evitar embestirla va circulaba con dos mujeres conoce del barrio pero no tiene ningun dato de ninguna no sabe donde viven y no sabe bien lesiones tuvieron porque al momento del siniestro quedo muy mal y llevaron en otra ambulancia diferente a ellas aambas viajaban en asiento trasero del tercero me brindo datos pero no sabe si iba solo o acompanado como asi tampoco lesiones tuvieron o si tuvieron alguna lesion intervino cria de comuna hay examen de alcoholemia cual dio gl y segun me informa dejo dicho comprobante en sucursal de congreso hoy va a reclamar a provincia seguros cia del tercero
AA    ,DISCUTIDA,asegurado circulando por calle godoy cruz cuando un tercero circulaba a su par realiza una maniobra brusca hacia derecha embistiendo al asegurado asegurado resulta con lesiones varias en hombro brazo y tobillo intervino ambulancia traslado al aseg al hospital fernandez intervino personal policial otro motovehiculo con dos ocupantes circulaba al lado del asegurado tambien resulto siniestrado acompanante femenino del otro motovehiculo tambien fue trasladado al hospital fernandez
AA    ,COMPROMETIDA,circulaba por oyuela en direccion a calle egalvan habia un auto estacionado en mi frente y vehiculo del tercero estaba detenido en fila de autos para ingresar a ruta quise pasar entre dos y se produce rocelos danos en vehiculo del tercero luz trascera izq moldura de guardabarro izq trascero paragolpe trascero inferior izq y danos en mi vehiculo tapa espejo izq
AA    ,COMPROMETIDA,asegurado circulando por av francisco beiro y un tercero circulaba por misma avenida en sentido contrario invade carril del asegurado embistiendo con su parte delantera en parte delantera izquierda del asegurado dos menores acompanantes del tercero resultaron lesionados siendo trasladados al hospital zubizarreta donde revisaron y les dieron alta intervino personal policial
AA    ,CONCURRENTE,aseg maniobrando marcha atras para estacionar sobre av del libertador tercero peaton cruza detras del aseg y impacta cae al piso sin lesiones visibles sin intervencion de policia ni ambulancia se va con un companera por sus propios medios
AA    ,COMPROMETIDA,al frenar por semaforo retrocedo para no pisar linea peatona y choco a un auto estaba detras mio en su parte delantera con mi parte trasera
AA    ,COMPROMETIDA,asegurado circulando sobre av gallardo impacta con parte delantera en parte trasera del tercero se detiene por desperfectos mecanicos delante del asegurado sin desplazamiento sin lesiones
AA    ,CONCURRENTE,vh circulando por aut del oeste en km antes de llegar al htal posadas en direccion a capital cuando ve un vh se encontraba detenido en ese carril rapido con balizas y asegurado embiste con su parte frontal a trasera de ese tercero resulta lesionada novia del titular de poliza con fractura de muneca interviene policia y ambulancia traslada al htal de haedo luego dan alta interviene policia con actuaciones sin desplazamientos
AA    ,COMPROMETIDA,asegurado circulaba por av gaona cuando un tercero iba circulando delante de frena por impacta con segundo tercero delante de y vhl asegurado impacta con su parte delantera parte trasera del primer tercero conductora de vhl del primer tercero es trasladada por ambulancia
AA    ,COMPROMETIDA,circulaba por av nazca al cruzar interseccion con semaforo en amarillo soy embestida en mi parte delantera derecha por un vh tercero circulaba por interseccion a gran velocidad de derecha a izquierda no hubo lesionados ni mas vhs involucrados datos del tercero
AA    ,COMPROMETIDA,vh aseg circulaba sobre colectora de aut panamericana e cnel bogado y gorriti un tercero citroen jumper se detiene y resulta impactado en su parte trasera por parte delantera de otro vh fiat regatta circulaba detras a raiz de colision asegurado impacta con su parte delantera en parte trasera del fiat regatta sin lesionados
AA    ,DISCUTIDA,asegurado circulando por domingo olivera tercero circulando maniobrando desde iriarte para tomar domingo olivera impacta en parte frontal derecho en parte frontal izquierdo sin lesiones sin desplazamientos
AA    ,COMPROMETIDA,asegurado circulando con un tercero a su derecha asegurado roza con lateral derecho en lateral izquierdo del tercero sin lesionados
AA    ,COMPROMETIDA,vh asegurado circulando por autopista y colectora colisona a un tercero circulando por misma con parte delantera en parte trasera del vh del tercero este a su vez se desplaza y toca con otro vh se encontraba delante del mismo ocasionando danos en parte delantera y en parte trasera del otro vehiculo invoilucrado lesionados en tercero peugeot sin intervencion policial sin mas desplazamientos te asegurado
AA    ,CONCURRENTE,circulando por av del libertador sentido hacia estacion de merlo al llegar a interseccion con calle suipacha con semaforo en verde a su favor vehiculo asegurado es embestido en su guardabarro delantero izquierdo por un tercero venia a gran velocidad proveniente de suipacha como consecuencia del siniestro resultaron lesiona conductor del vehiculo del tercero pimentel walter sebastian dnilic de conducir nro domicilio bariloche parque san martin pdo de merlo pba datos del tercero martinez cristian andres vw fox jrz perseverancia segd
AA    ,DISCUTIDA,circulando por storni cuando tercero venia por misma en sentido contrario se viene contra mi carril intento esquivarlo pero me colisiona con su frente en mi lateral izquierdo sin desplazamientos en otro vh hay una senora y dos menores con lesiones y en mi vh mi novia y yo tambien
AA    ,COMPROMETIDA,vh circulando por calle pasaje de granaderos a altura de interseccion con colectora au general paz jose ingenieros tres de febrero bs as cuando un tercero circulaba por ultima es colisionado por asegurado con su parte delantera en lateral derecho del tercero sin desplazaminetos interviene policia no interviene ambulancia ampliacionnone hablo con cdd me corrobora mecanica pero me confieza quedo debajo del semaforo y no veia luz pero cuando paso un vehiculo a su lado avanzo e impacto al vehiculo tercero en circulaban dos chicos intervino personal policial de autopista pero como no quisieron se retengan vehiculos no se inicio sumario acompano al htal y solo se hizo atender transportado leandro acosta y luego se fue pero ahora llama padre del conductor reclamando franquicia de
AA    ,COMPROMETIDA,estaba maniobrando para salir de estar estacionado y no veo venir al vh del tercero por impacto con mi parte delantera izquierda en su puerta delantera derecha no hubo otros terceros involucrados ni lesionados datos del tercero andreoni lucas chevrolet corsa gto meridional
AA    ,COMPROMETIDA,circulando con mi vh freno con previa luz de giro como para doblar hacia izquierda a un domicilio cuando un vh de un b circulaba por misma calle me intenta sobrepasar por izquierda y me embiste con su parte delantera derecha contra mi parte delantera izquierda ese vh se deslizo e impacto contra un poste de luz con su parte delantera condutor del vh del b sufio lesiones en sus costillas pero no acpeto llamar a emergencia y se retiro por sus propios medios no hubo mas terceros involucrados ni lesionados datos del tercero monson ernesto dario renault megane dbm federacion patronal
AA    ,COMPROMETIDA,venia sobre griveo y un auto sobre mi mano derecha aparecio en condarco y colisiono mi puerta derecha del acompanante
AA    ,CONCURRENTE,asegurado circulando por nuestra sra de merced es colisionado en frente derecho por frente izquierdo de un tercero circulaba por calle caseros sin desplazamientos ni lesionadosd
AA    ,CONCURRENTE,circulaba por av de julio al llegar a independencia con semaforo en amarillo avanzo y soy colisionado por un vh venia por independencia en parte delantera derecha intervino policia b y same aseg con lesiones
AA    ,CONCURRENTE,circulando por cervantes un tercero venia por lope de vega me embiste delantera derecha sale detras de colectivo venia por cervantes e ingrezaba a lope de vega sin lesiones ni desplazamientosno intervino ambulancia ni policia te
AA    ,COMPROMETIDA,por una distraccion embesti al rodado se encontraba delante mio impactandolo con frente parte trasera del vw voyaged
AA    ,COMPROMETIDA,vehiculo asegurado circulando por benavente al doblar en betinotti colisiona con su parte delantera parte trasera de un tercero circulaba delante y freno sin desplazamientos ni lesiones
AA    ,COMPROMETIDA,circulaba por independencia cuando coche de adelante coliciona un tercero y asegurado embiste de atras sin lesionados no policia no ambulancia
AA    ,COMPROMETIDA,vh asegurado circulando por calle tupac amaru al cuando pierde control y colisiona con su parte delantera a un arbol intervencion policial y ambulancia todos atendidos en lugar ninguno trasladado solo uno de cinco ocupantes presenta lesiones hubicado en asiento delantero derecho de vh
AA    ,COMPROMETIDA,hijo del aseg circulando por avenida rocca tercero circulaba por misma cierra al vehasegurado pierde ctrol del veh y embiste contra a un poste de luz hijo del aseg y un amigo sufren lesiones intervino policia intervino ambulancia
AA    ,CONCURRENTE,circualando por calle av pte ilia en interseccion con heras cruzo y soy embestido en mi lateral derecho por una camioneta venia por heras por impacto mi vh hace un trompo colisionando a un vh circualaba por ilia mano contrario danando mi paragolpes trasero derecho contra puerta delantera izq del tercero conduc de camioneta fiorino manifesto dolor en rodilla no hubo asistencia medica ni policiald
AA    ,COMPROMETIDA,vh asegurado circulando por av monroe al llegar a interseccion con mariano acha coloca balizas y mientras busca lugar para estacionar recibe impacto en parte trasera de un tercero circulaba por misma avenida con su parte frontal haciendo aseg se desplace unos metros y embista con lateral izquierdo a otro tercero se encontraba estacionado sin ocupantes en misma av en su lateral derecho resulta lesionado conductor del tercero con un golpe en boca interviene policia y ambulancia revisa pero no admite derivacion a htal y luego del intercambio de datos se retira por sus propios medios
AA    ,COMPROMETIDA,asegurado circulando por calle lacroze y patria san martin impacta a un tercero circulaba por a segunda al no poder frenar por suelo patinoso con su parte delantera en lateral derecho del vhl tercero sin lesiones sin desplazamientos
AA    ,COMPROMETIDA,circulaba por libres del sur cuando vhs de adelante frenan de imprevisto y yo tambien hago pero como calzada estaba mojada mi vh patina y embisto a un nissan y este a su vez tambien se desliza hacia adelante y colisiona con un ford ka ford ka sena claudia danos parte trasera datos del tercero kubar ruben omar nissan acax seguros rivadavia
AA    ,COMPROMETIDA,venia circulando transito se detiene no alcanzo a frenar y choco a un tercero en parte trasera y se desplaza y toca a otro levemente en su parte trasera sin lesionados
AA    ,COMPROMETIDA,vehiculo asegurado circulando por darragueira al llegar a interseccion con arquimedes es colisionado en su parte delantera derecha por parte delantera izquierda de un tercero circulaba por esta ultima sin desplazamientos interviene policia y ambulancia
AA    ,DISCUTIDA,yo circulanba por calle cruz cuando fui embestido en mi parte trasera por un tercero toyota hilux con su parte delantera a causa del golpe fui desplazado y embist con mi parte delantera a otro vehiculo camioneta ford circulaba en sentido contrario hubo tres personas lesionadas dos de camioneta ford y mi acompananteintervencion de policia y ambulancia unidad retenida en deposito policial
AA    ,COMPROMETIDA,me encontraba detenida por semaforo al ponerse en verde arranco pero un vh de un b delante mio no arranca y loimpacto con mi parte delantera contra su parte trasera no hubo mas terceros involucrados ni lesionados datos del tercero balfreda jhonatan cristian chevrolet corsa mek sancor seguros
AA    ,COMPROMETIDA,asegurado circulando por av de julio impacta a tercero disminuyendo velocidad por semaforo sobre misma con parte frontal en parte trasera acompanantes mayores de edad dentro del vhl del tercero refieren dolencias al momento del hecho sin desplazamientos sin intervencion de ambulancia intervencion de policia retencion del vhl en comisaria ta de caba se retiran todos por sus propios medios indica no hubo alcoholemia
AA    ,COMPROMETIDA,transitaba sobre tapia de cruz a baja velocidad km x hs aprox debido al congestionamiento vehicular pase barrera del ffcc y luego de transponer vias rodado me presedia berlingo se detiene sin yo pueda evitar contacto con mencionada cabe aclarar berlingo contacta contra vh tenida delante no puedo estar segura si berligno contact primero al clio o hizo tras contacto con mi rodado en berlingo habia un ocupante result lesionado y tambien una menor fueron trasladados en ambulancia al hospital de escobar e intervino seccional b de escobar quienes labraron actuaciones por lesiones culposas datos del tercero rapela pamela fernanda citroen berlingo dzq federacion patronal
AA    ,COMPROMETIDA,asegurado circulando por av benabidez hacia centro esq mendoza impacta aun tercero circulaba por l amisma aseg impacta con l aprte delantera en parte trasera del tercero sin lesiones sin desplazamientos
AA    ,COMPROMETIDA,vh asegurado circulando por calle brasil colisiona con su lateral derecho a un tercero moto dos ocupantes con casco terceros caen al pisotercero se retiran por sus propios medios
AA    ,COMPROMETIDA,vh aseg se encontraba circulando en direccion cuando al cambiar semaforo en rojo no llega a frenar y embiste con su parte delantera parte trasera de otro tercero se encontraba delante detenido este mismo se desplaza y colsiona con parte delantera en parte trasera de otro tercero se da a fuga sr distefano ricardo y su acompanante zulma olaverria fue trasladada por ambulancia a hospital zonal
AA    ,COMPROMETIDA,vh circulando por lafayette y con un tercero circulaba delante frena de golpe y aseg embiste con su parte frontal a trasera del tercero resultan lesionados conductor y dos acompanantes del vh tercero con molestias en espalda interviene policia y ambulancia revisa y luego se va por no tener lesiones importantes sin desplazamientos contacto ro aseg
AA    ,CONCURRENTE,circ por avda pardo mts antes de llegar a esq con calle serrano un ford falcon venia por serrano dobla hacia izq ingresando a pardo trato de esquivarlo y volanteo hacia der mi veh derrapa y con frente lado izq golpeo en guard del izq del falcon no hay personas golpeadas
AA    ,COMPROMETIDA,asegurado circulando por ruta al intentar girar a su izquierda para ingresar a calle rosales colisiona lateral izqueirdo al lateral derecho de un tercero circulaba a su izquierda sin desplazamientos un menor resulto con lesiones en vh del tercero intervino ambulancia y policia
AA    ,DISCUTIDA,vh asegurado circulando por camino de rivera vh tercero circulando por misma en sentido contrario vh tercero sale de una curva aparentemente tomando mate y queda de frente a asegurado asegurado intenta esquibar pero tercero embiste con su parte delantera izquierda al asegurado en todo su lateral izquierdo tercero sigue y choca contra guardarail conductor del vh tercero manifesto dolor en cintura y una ocupante del vh asegurado se golpeo frente intervino policia y ambulancia pero ninguno fue trasladado al hospital sin desplazamiento
AA    ,COMPROMETIDA,hs asegurado circulaba por calle chacabuco y tercero venia por calle san pedro aseg al llegar a esquina auto patino y colisiona con tercero con punta del lado derecho y punta izquierda delantera del auto tercero
AA    ,COMPROMETIDA,aseg circulaba sobre av de mayo al ser detenidos por un oficial de transito para dar paso a una ambulancia es colisionado en su parte trasera por parte delantera de un fiat uno circulaba detras y no llega a frenar a consecuencia del impacto vh aseg es desplazado hacia adelante colisionando con su frente a parte trasera de un fiat argo estaba detenido adelante por mismo motivo sin lesionesd
AA    ,COMPROMETIDA,asegurada circulando en av boyaca caba y un tercero detenido repentinamente por misma calle adelante de asegurada es colisionado por esta con su parte delantera a parte trasera del tercero tercero se desplaza por cual colisiona con su parte delantera a un tercero en su parte trasera circulaba por misma calle semaforo en verde hubo lesionado
AA    ,COMPROMETIDA,iba conduciendo sobre av del libertador frente a mi tenia un auto semaforo se puso en rojo auto de adelante frena y frenos no me responden y choco
AA    ,COMPROMETIDA,vh aseg circulaba sobre au panamericana cuando colisiona con su parte delantera a parte trasera de un tercero aseg caja se detiene por transito sobre misma sin lesiones ni desplazamientos
AA    ,CONCURRENTE,asegurado circulaba por calle ferre y al cruzar bocacalle un tercero circulaba a alta velocidad y sin liuces por ricardo alfonsin embiste por su parte delantera en parte lateral derecha del asegurado un acompanante del tercero mujer embarazada resulto golpeada siendo traslaedada en ambulancia del same al hospital vecinal de lanus intervino policia y bomberos sin desplazamientos
AA    ,CONCURRENTE,asegurado circulaba por calle pampa cuando al cruzar bocacalle colisiona con su parte delantera en parte lateral izquierda un tercero circulaba por calle berutti tercero resulto lesionado al golpearse con sus anteojos presentaba un pequeno corte en cara por fue asistido por personal medico en lugar intervino ambulancia y personal policial del servicio
AA    ,CONCURRENTE,asegurado circulando por calle meliton legarreta es colisionado en su lateral derecho por frente de un tercero remis con menores circulaba por cnel manuel dorrego producto del choque auto asegurado vuelca sobre su lateral izquierdo no sabe si hubo lesiones acude policia unicamente sin desplazamientos otro vh era un remis en cual viajaba menores no sabe cuanto y si estaban lesionados o no d
AA    ,COMPROMETIDA,vh aseg circulando por calle gral mitre cuando un tercero estaba adelante frena repentinamente y aseg llega a colisionar a penas con p delantera en parte trasera del tercero sin lesiones
AA    ,COMPROMETIDA,aseg dobla a derecha con guino cual moto no ve y golpea al aseg en lateral derecho una persona en moto aseg no sabe si cae al suelo se retira por sus propios medios en moto intervino policia del lugar ya era dentro del mercado central ingrezo al centro administrativo
AA    ,CONCURRENTE,venia circulando por avrivadavia mi semaforo estaba en verde y cuando estaba por pasar un auto q venia por calle mario bravo se cruzo en rojo y ahi cuando choque con mi parte delantera y lateral derecho de tercero tercero pierde control y vuelca
AA    ,COMPROMETIDA,asegurado circulaba por calle e martinez cuando al girar en calle aviles toca a un tercero cruzaba calzada de ultima calle mencionada peaton cayo al asfalto se levanto por sus propios medios se fue sin aceptar ayuda no hubo intervencion policial ni ambulancia
AA    ,COMPROMETIDA,vh asegurado circulando por av general paz en carril central sentido hacia capital otros terceros circulando adelante frenan de golpe y asegurado no llega a frenar y embiste con su parte delantera al tercero en su parte trasera sin lesionados
AA    ,COMPROMETIDA,circulaba por calle tucuman y al llegar a esquina de rodrguez pena un auto vena delante mo baja velocidad yo no llego a frenar y choc en parte de atras me baje ped datos y me fui no intervino polica ni ambulancia
AA    ,DISCUTIDA,circulaba sobre ruta km cdo estoy pasando un veh este me encierra embiste en mi lat trasero derecho con su parte del izq volanteo y me subo a vereda tercero me manifiesta golpe en cabeza intervino policia no intervino ambulacia intercambiamos datos y se retira del lugar por sus medios
AA    ,COMPROMETIDA,asegurado circulando por calle jilguero en interseccion con av mitre es embestido en su lateral delantero izquierdo por un tercero con su parte delantera circulaba por av mitre sin terceros lesionados asegurado sufre lesiones intervino ambulancia y policia
AA    ,COMPROMETIDA,detenida sobre av de mayo y puyrredon esperando apertura del semaforo cdo suelto embrague sin querer y embisto al veh me presedia tercero se baja a gritos manifestando provoca un latigazo cervical no int policia ni ambulacia
AA    ,COMPROMETIDA,iba circulando por av de julio al llegar a juncal senalizo para doblar izquierda y en ese momento soy colisionada en parte trasera por parte delantera de un tercero circulaba detras sin desplazamientos
AA    ,CONCURRENTE,me encontraba circulando por mariano moreno al llegar a interseccion con mitre cruzo porque no venia nadie imprevistamente por esta ultima aparece un vehiculo a alta velocidad impacta en mi lateral derecho ocasionando se dane este lateral y a su vez yo golpeo contra cordon del lado izquierdo ocasionando se rompa rueda delantera izquierdaproducto del impacto se llamo a bomberos y me trasladan a mi y al tercero al hospital por precaucion pero ninguna tenia lesiones
AA    ,COMPROMETIDA,asegurado circulando al doblar colisiona con parte delanetra derecha en parte trasera de un tercero estacionado en auto del tercero habian tres personas cuales indican tenian mareos no interviene policia ni ambulancia
AA    ,COMPROMETIDA,vh asegurado circulando por av de inmigrantes hacia antartida argentina colisiono con parte delantera a lateral derecho trasero de un tercero circulaba por antartida arg mano al puerto y giro repentinamente a izquierda para tomar calle zanni acompanante del asegurado amigo con contusiones sin desplazamientos
AA    ,COMPROMETIDA,estando en semaforo vehiculo del tercero da marcha atras y me embiste en mi parte delantera con su parte trasera sin lesionados ni desplazamientos
AA    ,COMPROMETIDA,circulando por dante alighieri al llegar a bocacalle miro hacia izquierda y sobre mano derecha venia vehiculo del tercero colisionado al mismo en lateral izquierdo a causa del hecho conductora del auto del tercero se golpea cabeza y una nena iba en auto cual tiene un marcapasos fue hospitalizada para su control sin intervencion policial ni ambulancia tel
AA    ,COMPROMETIDA,asegurado circulando colisiona con parte dlenatera en parte trasera de un tercero frena delante ocupantes del tercero presentaban golpes en cabeza y hombros no interviene policia ni ambulancia
AA    ,CONCURRENTE,circulando por calle bustamante al llegar a donovan cruzo justo cuando estaba cambiando semaforo embistiendo con mi parte delantera lateral derecho de un ro vena donovan sin desplazamientos conductor del otro rodado sufrio dolores en hombro y mareosno intervino ambulancia ni policiatel
AA    ,COMPROMETIDA,vehiculo asegurado circulaba por mosconiembiste a un tercero de adelantelesionado tercero de adelantete asegurado dcia mama noelia ampliacin me contacto con madre me dice semana pasada se acerco a formalizar en sucursal fitz roy me dice de sucursal mandaron al centro entonces explico estan pidiendo venga aca para ampliar denuncia y firme declaracion de no alcoholemia paso direccion para se pase y me avise cuando va a venir necesito venga si o si d
AA    ,COMPROMETIDA,choque parte de atras a renault sandero
AA    ,COMPROMETIDA,vehiculo asegurado maniobraba marcha atras sobre calle triunvirato cuando colisiono con su parte trasera en parte delantera de un tercero se encontraba detenido detras sin lesiones ni desplazamientos ampliacin se contacta asegurado estaba en esquina de triunvirato y mosconi parado en semaforo un colectivo quiere doblar entonces hace marcha atras tenia vidrio estallado entonces no veia por espejo del medio y por de costados no vio habia un vh atras tercero venia con mujer y asegurado con un amigo no tuvo ninguna lesion choque fue a una velocidad minima ademas estaban a una distancia de menos de un metro me dice tercero llamo desde privado pregntando si denuncia hizo completa porque no habia dicho venia con mujer entonces no reconocen reclamo asegurado dijo podia ser pero en todo caso podia rectificar cuando tercero manifesto tenia lesiones asegurado dijo no diga tuvo lesiones porque en ese momento pregunto si estaban bien y les dijeron no tenian nada queria sentarse a hablar con asegurado para ver decian al seguro no hubo intervencion de policia ni ambulancia me pasa mail del tercero altamiranovictorgmailcom formalizo por telefono no tiene datos de mujer d
