cod_accidente;descripcion_del_hecho - Final;responsabilidad
am    ;descendiendo abro puerta delantera izquierda justo momento moto pasa junto cayendo unico tripulante suelo ;comprometida
am    ;circulando gral paz aseg quiere cambiar carril motopasa medio lso carriles quiere esquivar aseguradoy roza lateral delantero derecho aseg cree espejo yluego impactarlo moto choca delanted lesiones;nan
peatã“n;aseg detenido esperando esposa persona corria hacia auto impacta parte trasera ;sin responsabilidad
cicl  ;asegurado circulando juramento colisiona rueda delantera manubrio bici circulaba granada persona bici levanto retiro ;concurrente
am    ;asegurado luego salir domicilio impactado lateral derecho tercero moto circulaba misma aparentemente patina asfalto moto sola persona cae asfalto ;comprometida
am    ;detenida tronador avalos campo abro puerta pasa moto embiste puerta izq motociclista cae piso moto tenian ;comprometida
am    ;ivh asegurado realizando maniobras estacionamiento derecha doble moto sola persona colisiona lateral izquierdo aseguradosin ;comprometida
peatã“n;circulaba sarmiento girar hacia izquierda imprevistamente toco peaton iba cruzando;comprometida
am    ;lugar ocurrencia san pedrito rivadavia circulando san pedrito coloco luz giro doblar colisionado moto venia misma danando puerta delantera derecha moto iba sola persona cayo piso lastimo izquierda ;comprometida
am    ;vehiculo asegurado circlando boyaca moto circulaba misma intentar girar izquierda hacia aranguren detenerse poder realizar maniobra produce colision moto circulaban personas caen piso utilizaban ;comprometida
am    ;asegurado maniobraba gral villegas doblar derecha hacia santiago temple colisionado parte lateral delantera derecha moto circulaba gral villegas moto tenia ocupantes ambos tenian cayeron piso presentaban dolores varios ;comprometida
am    ;encontraba detenida carril derecho semaforo pone arranco doblo hacia derecha momento unamoto pasa medio auto cordon espacio reducido termina impactando punta delantera derecha vhel mismo salio despedido moto bajar verlo manifesto ninguna ninguna dolencia levanto moto intecambiamos datos andando moto involucrados lesiones datos tercero cataldo nicolas dario duke aito zurich;comprometida
am    ;aseg circulando pavon girar hacia sarandi izquierda colisionado puerta delantera izquierda tercero moto circulaba pavon moto circulaba sola persona colocado cayo asfalto levanto retiro propios medios desplazamientos asegurado ratifica mecanicafue tema leve tomaron tercero ;comprometida
cicl  ;asegurado circulando avellaneda llegar interseccion bibiloni embistido parte delantera derecha tercero circulaba ultima derecha bicicleta iba solo ocupante cae pavimento ;comprometida
aa    ;aseg circulando miralla mataderos llegar mataderos tercero frena golpe pasar semaforo colisionado parte trasera parte delantera aseg desplazamientos lesiones;comprometida
am    ;redgreenlueaseg circulaba boatti aparece moto modo asegurado impacta parte delantera unidad cayendo cond moto acompanante ambos llevaban ;comprometida
am    ;circulaba asuncin llegado cruce nazca misma encontraba congestionada vehiculo iba delante mio lugar cruzar nazca gira derecha haber congestin quedo casi esquina dejarme hacia derecha paso moto colisiona conmigo pegando costado altura guardabarro delantero cae suelo ;comprometida
cicl  ;entrar auto garage casa venia circulando ciclista choco espejo guardabarro lado derecho autocontactamos asegurado mismo manifiesta circulaba colectora general paz luego pasar semaforo lope vega abre par iquierda luego entrar garage derecha casa queda colectorael ciclista venia circulando derecha colectora haba visto bicicleta prestando atencin moto realiza maniobra entrar garage produce tercero golpeo tena volo encima parabrisas concurro same llevaron velez sarfield acerc tomo datos hicieron alcoholemia rompio espejo derecho;comprometida
cicl  ;aseg detenido sarmiento abre puerta delantera izquierda descender mismo colisiona manubrio tercero circulaba misma bici tercero ocupante colocado cae manifesto dolor muneca derecha trasladado ;comprometida
aci   ;da alrededor pm asegurado conduca azcuenaga direccin querer doblar derecha encierra bicicleta circulaba azcuenaga misma direccin tercero cae bicicleta asegurado ofrece asistencia revisado mismo rechaza atencin pasan datos vehculo retira lugard;comprometida
am    ;circulaba toscanini terminando cruzar interseccion mozartsiento moto lateral derecho detenerme obsevo encontraba piso acompanante parado indique quedara quieto iba llamar acercaba patrullero luces ambas personas mas involucrados lesionados datos tercero desconozco;concurrente
peaton;asegurado circulando yrigoyen tocar rama sobresalia vereda misma impacta persona;comprometida
aa    ;asegurado iba circulando vehiculo adelante frena repentinamente asegurado colisiona parte trasera parte delantera ;comprometida
am    ;asegurada circulando elcano giro derecha momento moto colisiona lateral derecho caerse ;comprometida
cicl  ;estacionaro puerta casa abro puerta izquierda bajar vi pasaba bicicleta toca puerta manubrio cae piso ciclista iba tenia golpe pecho raiz llevo clinica modelo atienden sacandole radiografia refieren tenia ;comprometida
am    ;circulando blois cruzar bocacalle moto irigoyn colisiona lateral derecho sola persona moto vi cazco colocado cae suelo presentaba lesiones visibles retirar medios;comprometida
am    ;asegurado circulando calchaquila misma reparacioncon semaforo ambos sentidosel asegurado pone giro trata doblar izquierdacuando motocicleta venia mismasale detras tercero furgonde contrariolo colisionacon parte delantera motocontra parte trasera lateral derecha aseguradoconductor cascocae sueloqueda suelo;comprometida
am    ;iba circulando centenario uruguayo izquierda girar izquierda mansilla realizando maniobra giro colisionado parte trasera derecha moto circulaba detras intenta pasarme moto iba sola persona cae piso ;comprometida
am    ;circulando rosales llegar cruce maipu impactado tercero lateral delantero derecho tercero cayo piso ;comprometida
aa    ;aseg saladillo tercero aparece costado izquierdo ibanez aseg colisiona puerta trasera derecha trompa aseg tercero lesionado iba parte atras tercero ;concurrente
peaton;redgreenlueredgreenlue aseg saliendo estacionado tordo marcha atras golpe lateral derecho trasero peaton arroja bolso peaton cae pavimento levanto retiro discusion previa anterior persona ;comprometida
cicl  ;asegurado circulaba libertador cruzando pampa produce colision part edelantera ciclista circulaba pampa derecha izquierda ciclista cae piso lesiones visibles brazos trasladado;concurrente
am    ;detenida ingresar estacionamiento cancha river moto circulaba toca parte delantera derecha motociclista cae piso ;concurrente
am    ;asegurado circulando iberlucea colisiono parte delantera derecha tercero moto ocupante colocado cayo suelo tercero circulaba suarez tercero levanto medios intercambiaron datos siguio ;comprometida
aa    ;venia circulando espinosa cruce arengreen viniendo derecha vehculo puerta delantera derecha parte guardabarros delantero derecho luego auto subi vereda impactando pared luego choque vehiculo subi vereda termina impactando contraa pared vivienda esquina hija tercero golpe parietal derecho ;concurrente
am    ;venia crisostomo alvares llegando portela choque moto venan personas seguro vehculo moto frena golpe frena auto portela atras lugar concurri polica tampoco habia semaforos calles ;comprometida
am    ;redgreenlue aseg circulando marconial girar hacia interseccion guino puestoes colisionado lateral trasero derecho parte delantera terceroque circulaba gualeguayun ocupantecon cascono cae pisono ;comprometida
peaton;redgreenlue aseg circulando ciudadela dobla don cristobalhaci izquierda colisiona persona espejo izquierdo tercera cae piso aseg traslada casa tenia brazo hinchado ;comprometida
am    ;aseg circulaba re san martin habia moto adelnate empezar doblar ambos derecha tomar cruce barrera moto frena aseg chcoa parte trasera ocupantes caen suelo ;comprometida
am    ;asegurado circulando mexico impacta tercero moto circulaba alta velocidad d funes parte delantera lateral derecho terc ocupantes moto producto mismo caen pavimento trasladados ;comprometida
am    ;circulando triunvirato moto circulaba izquierda embsite parte lateral trasera izquierda moto iba sola persona cae piso ;comprometida
am    ;vehiculo asegurado circulaba esmeralda girando izquierda embiste moto izquierdacon guardabarro delantero izquierdolos ocupantes motocicleta caen luego levantan medios llevaban ;comprometida
am    ;maniobraba marcha atras salir vereda hacia balbin vena moto circulabdo misma detengo impacta parte trasera izquierda moto iba solo ocupante tena mismo cae pavimento ;comprometida
aa    ;aseg circulaba bogota comenzando cruzar carrasco impactado parte delantera derecha tercero circulaba parte frontal tercero lesionesel asegurado amplio escrito original dejado oficina v cia anticipado copia ;comprometida
am    ;circulaba pampa delante mo circulaba moto llegar otamendi frena bruscamente intento frenar vehculo patina producto choco rueda trasera callendo ocupantes piso presentar leciones simple vistacontactamos v asegurado amplio informacion siniestro datos terceros manifesto llama juan ramon diaz dni acompanante jose mariano mas datos accidente dia horas aprox pampa valentin alsina lanus moto honda xr patente hxu moto circulaba delante mio freno bruscamente freno auto patina debido fuerte q habia monento golpeo rueda atras celular moto participo intercambios datos lugar hecho;comprometida
am    ;redgreenlue asegurado circulando derecha alvarado empieza doblar derecha hacia goncalvez embestido parte derecha delantera parte delantera moto circulaba detras alvarado motociclista tenia unico tripulante cayo piso heridas visibles ;comprometida
am    ;circulaba solis llegar interseccin intento doblar agarrar morenopor transito pude hacerlo detengoy apenas comenzando circular poder continuar solisaparece moto detras taxi embiste parte delantera derecha parte delantera ocupantes ;comprometida
peaton;aseg circulaba medina nino cruzaba corriendo metros esquina toca delantero izq asegurado nene cae vereda presentaba raspn trasladado colegio asegurada all llamaron policias necesario trasladarlo centro medico;concurrente
cicl  ;girando hacia laprida cruzando cruce ffcc llegar primera bocacalle bicicleta parecer buscando proposito colisionar alguno autos circulabamos golpea lateral izquierdo levanta agresivamente comienza auto arrojando golpes puno persona ;comprometida
am    ;venia circulando ciudad paz cruzar garcia rio aparece moto daltima colisiona parte delantera izquierda autoacto seguido motociclista cae auto luego pisome detengo bajo auto preguntarle dice bien va andando moto rapido ;comprometida
am    ;aseg circulando detras moto frena aseg coliciono atras personas caen moto lesiones visibles mas vhsnos contactamos v asegurado efectos obtener mayores datos terceros mismo ratific meccnica hecho colisiono levemente moto preceda lleg frenar intercambiaron datos retiraron lugar propios medios ;comprometida
am    ;vehiculo asegurado detenido semaforo comenzar marcha colisiona parte delantera parte trasera moto raiz golpe moto golpea vehiculo adelante moto cae piso ;comprometida
am    ;vehiculo asegurado circulaba brandsen cruzar pergamino moto cirdulaba ultima colisiona lateral derecho motociclista cae piso llevaba ;concurrente
am    ;circulaba roca auto viene encima volanteo hacia izquierda toque moto moto iban personas caen suelo levantan ;comprometida
am    ;redgreenlue asegurado circulando martin rodriguez colisionado frente izquierdo moto circulaba encalada desplazamientos personas circulaban moto cascos cayeron piso ;concurrente
am    ;encontraba detenido carril derecho bicentenario semaforo habilita comienzo girar derecha ingresar peru moto pasar derecha colisiona lateral derecho desplazamientos ocupantes caen piso ;comprometida
aa    ;aseg circulaba embiste parte delantera parte trasera tercero renault clio gris detuvo delante producto desplaza embistiendo renault clio azul detenido delante vehculo renault clio gris result lesionado;comprometida
cicl  ;aseg estacionado garzon marchas atras salir impacta parte trasera bicicleta circulaba ultimamujer bicicleta unico tripulante cae bicicleta lesiones visibles aseg ofrecer asistencia llevarla hospital ro niega ;comprometida
am    ;encontraba arrancando san martn interseccin avda huergo semaforo haba cambiado cruzando daltima doble manera imprevista moto vena daltima choca parte delantera izquierda vuela cae suelo ;concurrente
am    ;circulaba monteverde unica abrirme sobrepasar circulaba delante mio sale lateral moto embiste lateral izquierdo moto cae piso llevaba casaco quiso ser asistido retir circulando moto;comprometida
am    ;estacionado segui abro puerta delantera izquierda descender unidad embestido frente bicileta dicha puerta ocupante recuerdo tenia cae pavimento levanta propios medios manifestaba lesiones visibles retira circulando bicicleta dejar dato alguno desplazamientos ;comprometida
am    ;circulabamos cariboni pongo luz giro doblara izquierda triunvirato doblo tercero moto venia izquierda moto ambos caen piso levanta levanta llego ;comprometida
aci   ;circulaba ruta direccin gral hornos bicicleta venia delante mio voy pasando trato esquivar colisiona lateral derecho golpea parabrisas;comprometida
aa    ;vehiculo asegurado circulando gral paz cort losbulones rueda rueda salio desplazada impact und vehiculo;nan
am    ;circulando gurruchaga freno interseccion mustoni venia nadie ultima cruzo venia moto alta velocidad vulvo frenar moto colisiona parte delantera lateral delantero izquierdo moto cae ;comprometida
am    ;asegurado estacionado cordon derecho paris puerta delantera izquierda abierta buscando papeles sentado dentro unidad moto venia circulando misma embisti frente puerta abierta ocupante moto recuerda llevaba cay asfalto desplazamientos ;comprometida
am    ;circulando ntra sra rosario llegar esquina carranza choco moto parte delan tera lateral izq moto sola persona cae piso presento sem b san martin motociclista trasladado atendido lugar lesiones aparente reirandonos lugar ser derivados comisaria hospital;comprometida
am    ;asegurado circulaba fray justo santa maria oro pasando bocacalle curapaligue moto venia luces edta ultima izquierda asegurado puede evitar chocarla frente motociclista llevaba cae capot luego piso levanto propios medios presentaba lesiones visibles ofrecimiento asegurado nego ir hospital llamar retiro andando moto;concurrente
aa    ;aseg saliendo reversa gge impacta parte trasera lateral izquierdo tercero detenido arriba desplazamientosel tercero inform rasp;comprometida
am    ;asegurado circculando baja velocidad lemos embestido moto sobrepasa derecha ocup cae pavimento ;comprometida
am    ;redgreenlueredgreenlue asegurado circulaba h yrigoyen doblando derecha moto intenta pasar derecha choca asegurado guardabarros delantero derecho motociclista llevaba cae piso perdida conocimiento ;comprometida
aa    ;circulando casn juan llegar interseccion intenente alvear produce colision parte delantera parte lateral izquierda tercero desplazamientos tercero sufre lesiones personano ;comprometida
am    ;asegurado circulando balizas rivadavia momento maniobrar derecha ingresar garage misma produce colision tercero moto intent sobrepasar aseg termina impactando lateral derecho auto ocupantes moto caen piso levanta medios ;comprometida
am    ;asegurado circulaba cnel juan terrada colisionado parte lateral delantera derecha parte delantera moto circulaba bernardino rivadavia unico ocupante moto tenia cayo piso presentaba lesiones visibles trasladado centro medico moto asegurado secuestrados;comprometida
cicl  ;llegar direccion indicada estaciono abrir puerta descender produce colision bicicleta mitad misma;comprometida
am    ;asegurado circulaba munoz doblar izq charlone moto venia munoz embiste puerta delantera izqueirda moto iba sola persona recuerdo tenia cae suelo moto cayo arriba aseg lllevo clinica sarmiento cel;comprometida
aa    ;aseg detenido semaforo dorrego impactado parte trasera parte delantera tercero circulaba detras desplazamientos lesionados aseg sufrio latigazo amigo novia hacen atender hospital latigazo tambien ;discutida
am    ;asegurado circulaba villegas dispone doblar moto venia detras adelanta roza espejo retrovisor auto asegurado habia auto golpeael asegurado ;comprometida
aa    ;aseg maniobra cambiar carril centenario colisiona lateral trasero derecho lateral trasero izquierdo tercero detenido misma semaforo lesinoados desplazamientos;comprometida
am    ;asegurado detenido semaforo impactado moto parte trasera izquierda parte frontal motosolo persona moto cae piso tenia prsento lesion derecha asiste desconoce trasladan centro medico asegurado retira ;comprometida
am    ;transitaba izquierda corrientes metros llgar acevedo observ oun lugar estacionado desplazo hacia vereda estacionar realizo maniobra alcanzo tener contacto moto encerrar moto moto opcion pegar lateral delant izquierdo espejcabe aclarar danos gdi espejo pese contacto hizo vuelta asisti rapidamente moto verlo presetanba ningun tipo lesion visible solo tenia dolor piernas golpeo moto datos tercero costa julian eduardo honda cbr ajpl atm;comprometida
am    ;encontraba circulando donato alvarez dispongo doblar hacia derecha ingreso belaustegui siento lateral derecho delantero producido tercero moto circulaba donato alvarez paso micro q roto donato alvarez apareciendoinesperadamente mismo cae mismo cae piso encontraba solo poseia informo encontraba trabajando poseia lesiones visibles hace presnete personal medico hace presnete personal policial q encontraba lugar retirandose tercero propios medios moto mas terceros lesionados involucrados datos tercero frias mariano martin yamaha dpj atm;comprometida
am    ;estacionado derecha intencion ingresar cochera enfrente momento pasa moto gran velocidad colisiona parte delantera izquierda auto producto hecho moto cae piso luego metros deteiene intercambiamos datos luego retira propios medios ;comprometida
peatã“n;asegurado circulaba holmberg maniobra girar izquierda hacia congreso tucuman impacta lateral delantero derecho peaton cruzaba congreso tucuman desplazamientos peaton cae piso presentaba lesiones quiere ser trasladado hospital asegurado asegurado lleva domicilio ;comprometida
aa    ;redgreenlue asegurado circulaba aguero sur norte tercero circulaba aguero contramano alta velocidad invade carril asegurado mas asegurado intenta esquivarlo puede evitar tercero choque lateral derecho frente choque resulto lesiones terceroel asegurado ;discutida
am    ;asegurado circulando fray torres doble girar izquierda esquina colisionado frente moto circulaba torres contrario desplazamientos persona circulaba moto cayo piso ;comprometida
am    ;asegurado circulando colectora gral paz bajada gabriela mistral luz giro derecha ro moto circulaba ultima detras aseg decide pasarlo derecha tambien ambos maniobran izq aseg embiste parte trasera parte delanteera motomotociclista cascounico tripulanteno cae pisose agarra camionetasin lesiones visiblesaseg ofrece llevarlo hospitalse retira propios medioscree circulando motosin control alcoholemiasin traslado ambulacia policial;comprometida
aa    ;haba trafico aseg abre hacia derecha paraintentar pasar ingresando roza consu lateral aseg parte frontal lado derecho solrballesterd gmailcom;nan
am    ;circulo santa sofia llegar interseccion jose maria perez moto venia gran velocidad choca lateral derecho vehiculo;comprometida
aa    ;vhl aseg circulando penavhl tercero circulanbdo gral belgrano asegurado indica asoma cruzarno semaforo tercero colisiona lateral derecho lateral izquierdo vhl asegurado lesiones b luis gonzalo agustin;comprometida
peaton;circulando gral juan lavalle altura interseccion jean jaures caba bs as peaton encontraba cruzando momento tener paso semaforo circulando mientras cruzaba bocacalle embesto parte frontal tercero sube capot cae suelo asfalto sufre golpe pierde conocimiento bajo asistirla reincorpora medios tenia raspones raspon frente ;comprometida
am    ;vehiculo asegurado circulaba olavarria llegar rp ceden paso incorpore ruta moto sobrepasa vehiculo cede paso colisiona lateral delantero izquierdo vehiculo asegurado moto iba sola persona motociclista cae piso llevaba ;comprometida
am    ;encontraba detenido rivadavia abri puerta trasera nieta momento moto estaciona delante mio doy vuelta avanzo toco levemente parte trasera iba solo ;comprometida
am    ;asegurado ingresaba cristiania moto venia derecha cristiania alta velocidad choca asegurado lateral delantero derecho motociclista llevaba cae piso perdida conocimiento familia moticiclista llevo ;comprometida
aa    ;aseg estacionado comenzar marcha venia circulando coliciona frente delantero derecho danando tambien puerta delantera derecha;comprometida
cicl  ;doblando artigas pasaba bicicleta nena toca patente caen piso desplazamientos;comprometida
aa    ;circulando gandara llegar burela senora mira lado choca asegurado parte delantera parte delantera desplazamientos lesiones;comprometida
am    ;venia caracas conduciendo semaforo bajo velocidad voy km hora moviendome lentamente semaforo haba moto frenada voy lentamente acercandome semaforo toque atras moto apenas doblo matricula plastico persona paso auto tampoco;comprometida
aa    ;asegurado circulando monroe colisiona parte frontal parte trasera tercero detendo transito desplazamientos tercero lesionesel asegurado ;comprometida
aa    ;asegurado circulando ruta derecha perder control auto carril poniendose manera perpendicular colisionado lateral izquierdo frente camion arrastra metros luego desplaza produce asegurado vehiculo vw amarok circulaba contraria misma ocupante vhlo vw amarok sufre golpe ;comprometida
am    ;asegurado estacionado emilio mitre colisionado lateral derecho parte moto circulaba misma pierde control vehiculo vas calzada desplazamientos ;discutida
peatã“n;asegurado circulando izquierda grupo personas desprende cruzar produce lateral delantero izquierdo asegurado maniobra hacia derecha colisionando cordon parte delantera derecha ;comprometida
am    ;circulando suarez ex peyret girar izquierda giro colocado ingresar duayen moto venia suarez contrario colisiona lateral trasero derecho desplazamientos moto iba sola persona cae piso sufre fractura clavicula llamo demoraban traslado hospitalse recibe ;comprometida
am    ;asegurado iba circulando derecha doble balizas encendidas maniobra ingresar domicilio derecha produce colision moto venia misma lateral trasero derecho asegurado manubrio moto moto motociclista cayeron piso llevaba motociclista levanto propios medios;comprometida
aa    ;asegurado circulaba pampa gato pegue volantazoy pegue paragolpes delantero auto estacionado ;comprometida
chm   ;colisin choque cadena semaforo frenada brusca;comprometida
am    ;asegurado circulaba dickman interseccion cucha cucha colisiona parte trasera moto ocupantes caen levantan medios ;comprometida
am    ;asegurado girando hacia derecha balbastro hacia pje juan castro coloca moto costado impacta lateral derecho vehiculo asegurado tercero trastabillo cayo asfalto persona moto recuerda precisamente llevaba colocado cree ;comprometida
aa    ;asegurado circulando embiste parte delantera tercero frena golpe transito tercero presenta dolor retira asistencia desplazamientos;comprometida
peaton;aseg circulaba sarandi doblar derecha godoy cruz imprevistamente aseg golpea cae piso sabe muchacho tambien golpe levant enseguida asegurado quiere llevarla hospital niegan intercambian datos retiraron caminando manifesto leve dolor;comprometida
cm    ;asegurado estacionado cuba dispone salir moto venia circulando cuba advierte asegurado saliendo colisiona asegurado lateral derecho parte media moto cae piso contaba documentacion moto solo dni ;comprometida
am    ;circ san martn repente vehculo embestirlo maniobro toco moto motociclista usaba caso cae pisosin ;comprometida
aci   ;aseg encontraba circulando gral jose g artigas girar dr juan bautista justo ingresar estacion servicio bicicleta venia ultima impacta auto aseg presenta danos parte delantera derecha conductora bicicleta cae capot aseg traslada centro medico golpe ;comprometida
aa    ;conductora asegurada llega frenar toca parte trasera auto adelante tercero conductora acusa latigazo cervical desplazamiento;comprometida
aa    ;asegurado detenido semaforo gral hornos senalizacion mismo comenzar circular retoma marcha colisiona levemente tercero tenia delante impactando parte delantera parte trasera tercero manifestia dolores desplazamientos;comprometida
aa    ;aseg doblaba hacia constituyentes colisionada angulo delantero izquierdo lateral derecho peugeot patente aaxp circulaba ultima caul realiza mala maniobra sobrepasando colectivo detenido semaforos lesiones desplazamientos;comprometida
am    ;circulando san martn llegar esquina pone balizas detener camioneta cordn golpe lado trasero derecho moto intent pasar derecha camioneta auto estacionado moto qued encerrada golpe camioneta auto estacionado perdio equilibrio cay delante auto estacionado ;comprometida
cicl  ;circulando llegar interseccion avanzo lentamente reductor velocidad colisionado lateral delantero izquierdo ero bicicleta solo ocupantes circulaba cae pavimento;concurrente
aa    ;asegurado doblaba laprida hacia centenario colisiona parte delantera izquierda peaton cruzaba ser encadilado ve peatron senora retiro propios medios ;comprometida
am    ;aseg circulando varela llegar interseccion dispone doblar izq tomar ultima colisionado lateral izquierdo moto circulaba vergara detras aseg motociclista iba cae suelo telefono celular ;comprometida
am    ;redgreenlue asegurado circulaba triunvirato llegar interseccin brandsen asegurado frena impactado lateral izquierdo moto apareci izquierda asegurado motociclista tena cay suelo ;concurrente
am    ;jvh aseg circulaba cosquin cruzar interseccion impacta parte delantera moto circulaba unanuemoto moto cae piso tenia lesion aseg traslada hospital santojanni;comprometida
aa    ;circunstancias mvil policial encontraba circulando balizas sirenas encendidas gral jose gervasio artigas llegar interseccin gral mosconi semaforo cambiando vehculo particular encontraba mencionada adelanta colisiona mvil sector acompanante producto hecho patrullero posee danos lateral derecho abarcando ambas puertas vidrio delantero guardabarros trasero hecho terceros lesionados agregan danos estacionamiento accesorios denunciados anteriormente razones serviciono participo concurri lugar hecho labrar sumariointercambiaron datos retiraron rodados ocupantes lugar;concurrente
peatã“n;circulaba carlos calvo cruzado mitad interseccion virrey liniers tercero circulaba ultima avanzo gran velocidad cruzar impacte parte trasera derecha parte delantera derecha pedirle datos manifesto mareada concurrio trasladada same terceros involucrados datos tercero barbara yanina buono pugh logan ocz;comprometida
am    ;asegurado maniobrando salir estacionar paz colisionado angulo delantero izquierdo tercero moto persona llamaron asistir tercero lesiones ;comprometida
am    ;circulando andonaegui terminando cruzar interseccin victorica manera imprevista moto polica venia daltima choca parte delantera parte lateral trasera izquierda cae pisoluego levanta propios mediossin puesto vhs involucrados lesionados ;discutida
aa    ;circulando camioneta ford ranger alte brown semaforo trate sobrepasar lado derecho automovil fiat siena rozando parte trasera caja guardabarros delantero derecho provocandole abolladura;comprometida
am    ;asegurado circulando directorio cerrada arreglos interseccion primera junta moto encierran cominezan insultarme contramano intento salir subiendome casi cordon evitar embestirlos b moto manifesto embisto di celular datos manifesto choque rueda trasera golpes dejo aclarado nunca contacto b moto;comprometida
am    ;encontraba circulando warnes comienzo doblar digm ande izquierdaes alli motoque venia contraria esrnes sobrepasa derecha auto verme frenadado asfalto patina colisiona camionetame bajo l epregunto estame dice duele msulo saco moto abajo d ela camioneta pasamos datoslo llevo hospital durand lugar trabaja llevaba datos tercero yactayo cortez julio andres gilera smash lag atm;comprometida
am    ;asegurado circulando j miralla impacta parte delantera tercero moto circulaba chascomus mas vhs involucrados ocupantes moto cascos puestos caen piso levantan pos medios ;comprometida
am    ;viniendo general belgrano pongo giro doblar derecha frente viene moto mts aproximadamnete choca frente ;comprometida
am    ;asegurado circulando avellaneda colisiona parte trasera tercero moto delante detienecaen piso incorporan solos femenino masculino raspones varios;comprometida
aa    ;aseg circulando carril lento pasco mitad cuadra vehiculo circulaba misma gira hacia derecha invadiendo carril aseg colocar balizas aseg maniobra hacia derecha esquivarlo impacta parte delantera izquierda optica capot guardabarro paragolpe guardabarro trasero derecho tercero circulando misma presenta rectificacion amigo aseg golpes hombro lesiones tercero desplazamientos;discutida
am    ;redgreenlue circulaba ruta doblar hacia bell adelante habia auto frenado semafor intento abrirme pasar moto pasa derecha frena adelante intento salir toco parte delantera parte trasera motoclista cayo moto eros involucrados datos tercero desconoce lja ;comprometida
am    ;asegurado circulando pj agrelo tercero moto circulando muniz impacta lateral delantero izquierdo aseg solo ocupante llevaba puesto cae pavimento levanta ;comprometida
am    ;iba circulando camargo inicio maniobra superacion vehiculo lento veo venia moto siento parte trasera auto maniobra golpeo moto cae asfalto ayudo motociclista reincorporarse tenia golpe fuerte moto sufrio danos parte delatera moto pesar golpe funciono bien contactamos asegurado ratificar mecanica obtener mayores datos tercero cuanto hecho manifiesta traspasando vehiculo realizar maniobra produce moto iba par moto sufri golpe fuerte retiro lugar propios medios quiso llamar participo aclara appelido tercero paez datos cuales pasara luego d;comprometida
peaton;redgreenlueuc aseg circulando boulogne sur mer girar hacia ovidio lagos colisiona parte delantera peaton cruzaba cae asfalto trasladado hospital medio dieron alta mismo dia ;comprometida
am    ;asegurado circulando b matienzo doble circulacion maniobrar izquierda ingresar fredes aparece tercero moto circulaba misma contrario frenar esquivar aseg pierde control moto cae piso existio contacto vhs solo ocupante moto llevaba puesto ;comprometida
am    ;asegurado circulaba holmberg maniobra hacia izquierda moto pasa izquierda roza sigue metros pierde equilibrio cae incorpora solo ;comprometida
peatã“n;vhc asegurado gabriela mistral comienza virar direccion lentamente marco fuerte parabrisas empanado logra advertir peaton cruzando produce colision extremo delantero derecho persona cae cinta asfaltica llamaron hizo presente familia tercero traslada centro medico desconozco tenia golpe sangrante llamaron policiasin desplazamientostel contactamos v asegurado ;comprometida
am    ;girando izquierda yrigoyen ingresar san nicolas transito contraria encontraba detenido transito dan paso casi ingresando san nico moto sobrepasa vhs detenidos dan paso derecha moto termina impactando lateral delantero derecho produce caida ocupantes incorporan propios medios ;comprometida
aa    ;circulaba hiplito yrigoyen llegar interseccion esteban arce pude frenar colisiono conmi frente parte trasera tercero antecedia chevrolet celta lcx vez desplaza hacia adelante embistendo frente parte trasera b antecedia renault logan nkg dolor acompananate dolor celta indican lesiones asiste dirigimos cria alte brown b longchamps rodado logan lesiones dado viajabamos solos;comprometida
am    ;aseg circualndo sastre tercero circulando helguera interseccion ambas calles aseg colisiona parte delnatera tercero ocupante cae suelo trasnadado ambulanciaamplimos aseguradodemoraron auto hicieron alcoholemia tercero prioridad paso asegurado embistenteaun ;comprometida
am    ;circulaba buenos aires llego rio d moto venia ultima lado izquierdo adelante puedo evitar chocarlo parte delantera chico moto cae recuerdo venia simple vista dolia quiso ser atendido ;comprometida
am    ;aseg emprender marcha semaforo alcortacolisiona paragolpe delantero parte trasera terceroque encontraba detenido mismaun ocupantecon cascose cae pisono ;comprometida
am    ;encontraba estacionado abrir levemente puerta acompanante moto circulaba alta velocidad impacta misma unico oicupante moto cae piso llevaba tenia lesiones visibles llamo same traslada tercero precaucion ;comprometida
aa    ;redgreenlue circulando don bosco frenar imprevistamente coche adelante produjo colisin baja velocidad frente parte posterior baden desplazamientos tercero manifest dolencias trasladado hospital escobar parte medico indico presentaba lesiones ;comprometida
am    ;asegurado circulaba carabelas cruzar ramella colisionado lateral izquierda tercero moto circulaba ultima mencionada persona moto colocado cayo asfalto ayudado levantarse vecinos hizo presente trasladado hospital quilmes desplazamientos;discutida
aci   ;aseg estacionado abrir puerta bicicleta circulaba alli desplazamientos lesionados bici persona levanta retira medios ;comprometida
am    ;circulando derqui llegar julio lopez achica hace cruzar aparece moto produce colicion persono iva sola cae piso desplazamientos;comprometida
am    ;vehiculo asegurado giraba derecha rivadavia embestido moto pasa derecha puerta delantera derecha motociclista caese levanta mediosllevaba cascono acepta ;comprometida
aca   ;vehiculo asegurado circulaba san joseembiste moto patente izquierdacon paragolpe delantero derecho cano escapeel motociclista acompanante caenel moticlcista levanto mediosla acompanante cordonel llamo sameluego same llaman confirmar direccion desiste pedido motociclista acompanantesolo motociclista llevaba cascono brindan datos retirandose ambos motose acercaron sucedio peatones pasaban asegurada conducia yonathan d ;concurrente
