x,y,descripcion,cluster
-1.1069164,0.02192489,['parte derecha'],0
-1.1083633,0.027072266,['parte delantera'],0
0.6396555,1.801359,['parte delantera'],6
-1.1087729,0.025541956,['parte delantera'],0
-1.1080358,0.026423078,['parte trasera'],0
-1.1078061,0.026542913,"['parte delantera', 'parte trasera']",0
-1.1077884,0.023765378,['parte izquierda'],0
0.5021515,-1.389542,['parte derecha'],3
-1.109074,0.026180312,['parte derecha'],0
-1.1146032,0.030330168,"['parte delantera', 'parte trasera']",0
-1.1071005,0.028006569,['parte derecha'],0
-1.1064622,0.021534093,"['parte delantera', 'parte trasera']",0
0.26678443,1.6818554,['parte trasera'],6
0.29496208,1.7111902,['parte trasera'],6
0.4362613,-1.4009241,"['parte delantera', 'parte derecha', 'parte izquierda']",3
0.5324798,1.9363195,['parte derecha'],6
-1.1125135,0.028010316,['parte delantera'],0
0.5918346,-1.5637864,['parte delantera'],3
0.88810545,-1.8835607,"['parte delantera', 'parte trasera']",5
-1.1100675,0.026385082,"['parte delantera', 'parte trasera']",0
0.46970144,0.14976412,['parte trasera'],1
-1.1073998,0.026707364,['parte trasera'],0
-1.1113932,0.026481418,['parte trasera'],0
0.3031017,1.8027443,"['parte delantera', 'parte trasera', 'parte derecha']",6
0.804217,-0.91704875,['parte trasera'],4
0.416335,-1.4023168,"['parte delantera', 'parte derecha']",3
0.7384075,1.8291368,"['parte delantera', 'parte trasera']",6
-1.1102304,0.027231771,['parte delantera'],0
-1.1133257,0.02382064,['parte trasera'],0
0.5613494,-0.13354784,['parte trasera'],1
0.5815406,0.0004732128,['parte delantera'],1
0.498605,1.8018792,"['parte delantera', 'parte trasera', 'parte izquierda']",6
0.43829927,-0.04138097,"['parte delantera', 'parte trasera']",1
-1.1086452,0.024770796,"['parte trasera', 'parte izquierda']",0
0.3075453,-1.4485842,['parte trasera'],3
0.5221212,-0.07951353,"['parte derecha', 'parte izquierda']",1
-1.1096901,0.024680957,['parte trasera'],0
0.5316523,1.7576869,"['parte delantera', 'parte trasera']",6
-1.1112498,0.027800385,"['parte delantera', 'parte izquierda']",0
-1.109023,0.027529797,['parte derecha'],0
-1.1104136,0.026547207,['parte trasera'],0
0.2138338,-1.3776468,['parte trasera'],3
-1.1115626,0.02630465,"['parte delantera', 'parte trasera']",0
-1.1090516,0.024092603,['parte izquierda'],0
0.68355864,-1.1457812,"['parte delantera', 'parte trasera', 'parte izquierda']",3
0.8611104,1.4512572,['parte delantera'],6
-1.1064874,0.027425798,['parte delantera'],0
0.6367413,-1.4908996,['parte delantera'],3
-1.1121976,0.026984936,['parte delantera'],0
0.5299694,-0.03190548,['parte delantera'],1
0.670452,0.17070234,['parte izquierda'],1
0.6767294,1.6603043,['parte delantera'],6
-1.1137118,0.023128718,"['parte delantera', 'parte derecha']",0
-1.1085951,0.021849615,"['parte delantera', 'parte trasera']",0
-1.1080401,0.024720438,['parte trasera'],0
0.3670429,1.7712307,['parte trasera'],6
-1.1097378,0.026596347,['parte trasera'],0
-1.1105657,0.020503122,['parte delantera'],0
-1.1090763,0.027446251,['parte izquierda'],0
-1.106589,0.028114842,['parte trasera'],0
-1.1105471,0.025025265,['parte delantera'],0
1.3819019,0.0020081662,['parte delantera'],7
1.0439996,-1.4636685,"['parte trasera', 'parte derecha', 'parte izquierda']",3
0.30906075,0.7006377,['parte izquierda'],1
0.6316437,-1.377399,"['parte delantera', 'parte trasera']",3
-1.1105158,0.025359975,['parte izquierda'],0
-1.1091931,0.025501747,['parte derecha'],0
0.6706358,-2.0516877,['parte trasera'],5
-1.1114202,0.025951719,['parte delantera'],0
0.7999109,-0.19698231,['parte trasera'],1
-1.1093272,0.026589362,['parte trasera'],0
-1.1085014,0.02393477,['parte delantera'],0
0.60600036,1.9368811,"['parte delantera', 'parte trasera']",6
0.658843,1.7130795,['parte trasera'],6
0.38452193,-1.5983942,"['parte delantera', 'parte trasera']",3
-1.1040744,0.025079375,['parte delantera'],0
0.37240887,1.7295471,['parte izquierda'],6
1.2628597,1.602318,"['parte delantera', 'parte trasera']",2
0.9955985,1.964751,['parte trasera'],2
0.6225178,0.8709375,['parte derecha'],7
0.5639155,0.017654061,['parte trasera'],1
-1.1104546,0.027484477,['parte derecha'],0
0.6164002,-0.04347852,['parte delantera'],1
1.3197819,0.23867951,"['parte delantera', 'parte trasera']",7
-1.1093327,0.030803043,['parte derecha'],0
1.5982946,1.7422644,['parte delantera'],2
0.39056584,-1.568734,['parte izquierda'],3
-1.1110985,0.023338728,['parte derecha'],0
0.3560282,-1.5066228,['parte trasera'],3
1.2534866,2.2221828,"['parte trasera', 'parte derecha', 'parte izquierda']",2
1.3885796,-0.24869968,['parte trasera'],4
0.43705562,1.0066749,['parte trasera'],6
0.5119688,-0.06131546,['parte delantera'],1
0.35280594,-1.6394906,['parte trasera'],3
1.2530159,2.0454898,['parte delantera'],2
-1.1105967,0.023962364,['parte trasera'],0
0.33341986,1.6909612,['parte trasera'],6
-1.1075535,0.027564837,['parte izquierda'],0
-1.1116647,0.025880132,['parte delantera'],0
1.2476267,-0.6008202,['parte delantera'],4
0.5777623,-0.11088464,"['parte delantera', 'parte trasera']",1
1.411355,-0.5519346,['parte derecha'],4
1.5749053,-3.193143,['parte trasera'],5
1.3647885,0.067951426,"['parte delantera', 'parte trasera']",7
0.3863717,1.8451719,['parte trasera'],6
0.6498707,0.011165548,"['parte delantera', 'parte derecha']",1
0.5895776,-0.034101643,['parte delantera'],1
0.58600104,1.7774982,['parte izquierda'],6
-1.1055152,0.027533505,['parte trasera'],0
0.37300658,1.8355588,['parte izquierda'],6
-1.1097348,0.023868175,['parte derecha'],0
-1.1073813,0.030079091,"['parte delantera', 'parte trasera']",0
0.35453445,-1.4531732,['parte derecha'],3
-1.1089431,0.023345446,['parte delantera'],0
0.8258432,1.0722662,['parte derecha'],6
-1.1105666,0.024833525,['parte delantera'],0
-1.1069596,0.02522598,['parte izquierda'],0
0.7156744,1.4595885,['parte trasera'],6
1.6900223,-1.5294278,['parte delantera'],5
-1.1077513,0.028147666,['parte derecha'],0
0.8816999,-0.8914134,['parte trasera'],4
1.0007889,-1.7278572,"['parte delantera', 'parte trasera']",5
0.8580015,1.4792614,['parte delantera'],6
1.3763812,-1.1961178,"['parte delantera', 'parte trasera']",4
0.5494054,1.6869105,['parte izquierda'],6
-1.1103616,0.027345048,['parte delantera'],0
0.90609586,1.0446385,"['parte trasera', 'parte derecha']",7
0.6741869,-1.2070807,['parte derecha'],3
-1.1069283,0.026845643,"['parte delantera', 'parte trasera']",0
0.8270164,-1.2198724,['parte trasera'],3
-1.1162193,0.026921732,['parte izquierda'],0
0.73948026,1.3866862,['parte izquierda'],6
-1.1118908,0.02768161,"['parte delantera', 'parte trasera', 'parte izquierda']",0
-1.1091839,0.026418688,"['parte delantera', 'parte trasera']",0
0.790721,1.3676455,['parte derecha'],6
-1.1105654,0.023794306,['parte izquierda'],0
-1.1086837,0.026533488,['parte delantera'],0
0.46445206,-1.5341537,['parte izquierda'],3
-1.1134373,0.027457384,"['parte delantera', 'parte izquierda']",0
-1.1080493,0.03126607,"['parte delantera', 'parte trasera']",0
0.9416589,1.219303,"['parte delantera', 'parte trasera']",6
0.6013568,-0.10983609,"['parte delantera', 'parte trasera']",1
-1.1111354,0.027536938,"['parte delantera', 'parte izquierda']",0
-1.1066065,0.024829254,['parte izquierda'],0
-1.1094538,0.02517859,['parte derecha'],0
-1.1097975,0.023576725,['parte izquierda'],0
0.5166717,-1.6227256,['parte trasera'],3
-1.1089758,0.030347267,['parte delantera'],0
-1.1084191,0.02979714,['parte delantera'],0
-1.1116638,0.027557852,['parte delantera'],0
-1.111459,0.024713667,['parte delantera'],0
-1.1114713,0.026094563,"['parte delantera', 'parte izquierda']",0
-1.1060688,0.022730347,"['parte delantera', 'parte derecha', 'parte izquierda']",0
-1.1128619,0.024702253,"['parte trasera', 'parte derecha']",0
0.09038046,-0.07671614,['parte delantera'],1
0.9364682,-0.07401746,['parte delantera'],1
-1.1090537,0.02325564,['parte delantera'],0
0.34367192,1.6836098,['parte delantera'],6
-1.106718,0.025966281,['parte trasera'],0
0.9190854,0.383657,"['parte delantera', 'parte derecha']",7
0.36293724,1.8127062,['parte trasera'],6
1.0766894,0.52752614,"['parte delantera', 'parte derecha']",7
0.6685392,0.15916035,"['parte delantera', 'parte izquierda']",1
-1.1097232,0.02767736,"['parte delantera', 'parte trasera']",0
1.5591395,-0.90347755,['parte trasera'],4
0.5795244,-1.4564584,['parte izquierda'],3
-1.1132779,0.030203203,['parte derecha'],0
0.51465833,0.027587647,['parte delantera'],1
0.5012605,-0.020075707,"['parte trasera', 'parte izquierda']",1
-1.1100421,0.029383142,['parte trasera'],0
0.35660064,-1.5772374,['parte izquierda'],3
-1.1126118,0.026353575,['parte trasera'],0
0.2243109,-1.3911558,['parte izquierda'],3
1.5063164,-0.8031571,['parte trasera'],4
1.0141628,0.60710895,['parte delantera'],7
-1.1081634,0.027181564,"['parte trasera', 'parte derecha', 'parte izquierda']",0
0.8781354,0.1243777,['parte delantera'],1
0.37613022,-1.6998714,['parte trasera'],3
-1.114079,0.027678866,['parte delantera'],0
-1.1086361,0.026421104,['parte trasera'],0
0.6367009,-0.077588916,"['parte delantera', 'parte trasera']",1
-1.1079624,0.024603426,['parte delantera'],0
1.3556261,2.1973035,['parte trasera'],2
-1.112194,0.026360957,"['parte delantera', 'parte izquierda']",0
0.9841554,0.023863606,"['parte trasera', 'parte izquierda']",1
1.2896014,1.9764166,['parte delantera'],2
-1.1107657,0.026191909,['parte delantera'],0
1.7261744,2.264025,['parte delantera'],2
0.5423469,-0.114522636,['parte delantera'],1
-1.1101246,0.026844246,['parte delantera'],0
-1.1124704,0.024541749,['parte trasera'],0
0.5958746,1.7167155,['parte derecha'],6
0.541403,0.8730415,['parte delantera'],7
0.63282037,-1.4543905,"['parte delantera', 'parte trasera']",3
0.95745546,-0.8763894,['parte delantera'],4
-1.1130954,0.026981268,['parte delantera'],0
-1.1089957,0.025449196,"['parte derecha', 'parte izquierda']",0
-1.1112431,0.02273879,['parte trasera'],0
-1.1071246,0.02591398,['parte delantera'],0
0.53472,-0.03661212,"['parte derecha', 'parte izquierda']",1
-1.1079125,0.029193431,['parte izquierda'],0
-1.1064035,0.029956887,"['parte trasera', 'parte derecha']",0
0.8624147,0.039012287,['parte derecha'],1
0.42800885,-1.5643259,['parte delantera'],3
0.44398245,1.8080603,"['parte delantera', 'parte trasera', 'parte izquierda']",6
-1.1068574,0.02998649,['parte trasera'],0
0.5176486,-0.025345527,['parte derecha'],1
0.5548598,-1.3145517,"['parte delantera', 'parte derecha']",3
0.62313527,-1.1667936,['parte delantera'],3
-1.1085883,0.030030588,"['parte delantera', 'parte trasera']",0
0.43427628,-1.3625795,['parte delantera'],3
0.8040807,-0.066928126,"['parte delantera', 'parte derecha']",1
1.7593725,-0.73403805,['parte delantera'],4
0.6560945,-1.3972071,"['parte delantera', 'parte izquierda']",3
0.2961443,1.6418563,['parte delantera'],6
-1.113833,0.027081303,['parte izquierda'],0
-1.1088625,0.023068964,['parte delantera'],0
-1.1087652,0.02903959,"['parte delantera', 'parte trasera']",0
-1.1123178,0.023624571,"['parte delantera', 'parte trasera']",0
0.50517267,-1.346147,['parte trasera'],3
0.8417721,-1.0278753,['parte izquierda'],3
0.5489267,0.0044592535,"['parte delantera', 'parte trasera', 'parte izquierda']",1
0.97918785,0.33789098,['parte delantera'],7
0.50004137,-0.08325342,['parte delantera'],1
0.8629366,-0.26996073,['parte trasera'],1
-1.111644,0.022953732,['parte delantera'],0
0.7370652,-1.6436646,"['parte delantera', 'parte trasera']",3
-1.1094496,0.022826876,['parte trasera'],0
0.64426035,-0.08127441,['parte derecha'],1
-1.1101439,0.025832232,['parte trasera'],0
-1.107486,0.025722928,"['parte delantera', 'parte trasera']",0
0.8157269,-1.589392,['parte trasera'],3
0.6573483,1.3352401,['parte izquierda'],6
-1.108924,0.028382976,"['parte delantera', 'parte trasera']",0
-1.108486,0.028428722,['parte izquierda'],0
1.2183893,-1.8833004,['parte delantera'],5
-1.1075045,0.028576043,['parte delantera'],0
-1.1112896,0.025931008,['parte delantera'],0
-1.1113818,0.026596596,"['parte delantera', 'parte trasera']",0
-1.1135794,0.027268317,['parte derecha'],0
-1.1104767,0.028896041,['parte delantera'],0
0.6971983,-1.7505808,['parte delantera'],3
-1.1104531,0.025733402,"['parte delantera', 'parte trasera']",0
-1.1083964,0.026504472,"['parte delantera', 'parte derecha']",0
-1.1082811,0.025475424,['parte izquierda'],0
-1.1152958,0.025957014,"['parte delantera', 'parte trasera']",0
0.5616742,1.7784785,['parte trasera'],6
0.89253736,-1.4690373,['parte delantera'],3
0.62227625,-0.10287094,['parte delantera'],1
0.604726,1.6916924,['parte delantera'],6
0.76616365,1.342997,['parte derecha'],6
1.5105283,-0.8549432,['parte delantera'],4
0.625322,-1.6796751,['parte izquierda'],3
0.55007833,0.059591386,['parte derecha'],1
0.37942937,-1.5884054,['parte trasera'],3
-1.1053714,0.024198493,['parte izquierda'],0
0.39578336,1.9662472,['parte trasera'],6
0.40316495,-1.4379119,"['parte derecha', 'parte izquierda']",3
-1.1099951,0.022331212,['parte delantera'],0
-1.1085081,0.028771192,"['parte derecha', 'parte izquierda']",0
0.92303324,0.21532595,['parte delantera'],1
-1.1122706,0.025603047,['parte delantera'],0
-1.1123674,0.031565376,['parte trasera'],0
-1.11116,0.026552977,"['parte delantera', 'parte derecha']",0
0.77584654,0.41756976,['parte delantera'],1
0.5022072,-0.057268787,"['parte delantera', 'parte trasera']",1
-1.1108404,0.027664304,['parte derecha'],0
0.4159269,0.052597042,['parte delantera'],1
0.473509,-1.4730225,['parte delantera'],3
-1.1097085,0.026246458,"['parte delantera', 'parte trasera']",0
0.49332577,-1.4959335,['parte trasera'],3
1.0754765,-0.17833237,['parte izquierda'],1
0.94579375,1.5986063,['parte trasera'],6
-1.1082115,0.024350904,['parte trasera'],0
-1.1138842,0.027635597,['parte trasera'],0
-1.1116813,0.024761584,['parte delantera'],0
0.5977389,-1.9028946,['parte trasera'],3
0.57071817,0.22183295,['parte trasera'],1
-1.1092259,0.029111912,['parte delantera'],0
-1.1080084,0.026889523,"['parte trasera', 'parte derecha']",0
0.72914857,0.02796027,['parte trasera'],1
-1.1094006,0.026326945,['parte derecha'],0
-1.1135278,0.021567725,['parte izquierda'],0
0.31636706,-1.6268469,['parte trasera'],3
-1.1072524,0.02411191,"['parte trasera', 'parte izquierda']",0
1.0964471,-1.7342409,['parte izquierda'],5
0.7894259,1.4880568,['parte trasera'],6
0.5558536,0.025384543,['parte izquierda'],1
0.5517703,-0.31051967,['parte derecha'],1
1.3496192,1.9034909,['parte trasera'],2
0.73451793,-1.2374145,['parte derecha'],3
0.7657095,0.49569345,['parte izquierda'],7
-1.1091827,0.025084237,['parte delantera'],0
0.99494785,-0.010036845,['parte delantera'],1
1.3488127,0.8176503,['parte delantera'],7
0.40823823,-0.12796433,"['parte delantera', 'parte trasera']",1
-1.1093627,0.029289491,"['parte delantera', 'parte trasera']",0
0.9084615,0.054152355,['parte izquierda'],1
-1.1086717,0.026468195,['parte trasera'],0
-1.1128674,0.021617133,['parte delantera'],0
-1.1125568,0.023616342,['parte trasera'],0
1.5768586,1.8533273,"['parte delantera', 'parte trasera']",2
0.5909227,-0.071950056,['parte delantera'],1
1.1575307,2.4956803,"['parte delantera', 'parte trasera']",2
0.41395935,1.8785275,['parte trasera'],6
-1.1090418,0.021859284,['parte derecha'],0
2.0160325,1.8145539,"['parte delantera', 'parte izquierda']",2
-1.1088196,0.030670507,['parte derecha'],0
1.2015314,0.4482409,"['parte delantera', 'parte izquierda']",7
-1.1126168,0.023709087,['parte izquierda'],0
-1.1083225,0.024256593,"['parte derecha', 'parte izquierda']",0
0.49338296,-1.2877529,['parte trasera'],3
-1.1097589,0.023986202,"['parte derecha', 'parte izquierda']",0
0.36685163,1.849286,['parte derecha'],6
-1.1083183,0.023592036,"['parte delantera', 'parte izquierda']",0
0.64280933,-0.0074955528,"['parte trasera', 'parte izquierda']",1
0.450568,-1.4329929,['parte delantera'],3
1.7208478,0.15375796,['parte trasera'],7
-1.1068292,0.025513967,['parte trasera'],0
1.3361378,-0.829119,['parte delantera'],4
1.4246833,-0.8146308,"['parte derecha', 'parte izquierda']",4
-1.1101756,0.024991121,"['parte delantera', 'parte derecha']",0
1.4622334,-1.8892149,"['parte derecha', 'parte izquierda']",5
0.5699077,-1.4030347,['parte derecha'],3
0.92400914,0.6737657,['parte delantera'],7
1.1475796,2.3748767,['parte delantera'],2
-1.1099019,0.029585687,['parte delantera'],0
-1.1077855,0.02664111,['parte delantera'],0
1.2478832,0.07976125,['parte derecha'],7
-1.1147428,0.028145978,['parte trasera'],0
0.87552357,-0.13291545,"['parte delantera', 'parte trasera']",1
0.7170679,-1.1681155,['parte derecha'],3
0.58340484,-0.09400303,['parte trasera'],1
-1.1110835,0.028579814,['parte trasera'],0
-1.1067064,0.027387965,"['parte delantera', 'parte trasera', 'parte izquierda']",0
0.93679434,0.92655396,['parte trasera'],7
-1.1066363,0.03160209,['parte delantera'],0
0.53242886,-1.3754146,['parte delantera'],3
1.2369568,0.8198341,['parte izquierda'],7
0.6776297,-1.0408527,"['parte trasera', 'parte izquierda']",3
-1.1074973,0.025466762,['parte derecha'],0
-1.1120344,0.028668514,['parte trasera'],0
-1.110767,0.027870204,"['parte trasera', 'parte derecha']",0
-1.1075279,0.02253335,['parte delantera'],0
1.498278,1.974803,['parte delantera'],2
0.51147926,0.028766254,['parte derecha'],1
0.56232905,-0.038095873,['parte derecha'],1
0.3142121,-1.4699764,"['parte trasera', 'parte izquierda']",3
-1.1101263,0.029365765,['parte trasera'],0
-1.1081302,0.022403745,"['parte trasera', 'parte derecha', 'parte izquierda']",0
0.5048689,-0.04931188,['parte izquierda'],1
-1.1069667,0.030029174,['parte trasera'],0
1.5741391,-0.73582786,['parte trasera'],4
0.24366881,-1.7615192,['parte delantera'],3
-1.1128947,0.027411185,"['parte trasera', 'parte izquierda']",0
1.728978,0.41670358,['parte trasera'],7
0.5939214,-0.066727914,"['parte derecha', 'parte izquierda']",1
1.524464,1.9266464,"['parte delantera', 'parte derecha']",2
-1.1055739,0.029158305,"['parte trasera', 'parte izquierda']",0
-1.1101506,0.027014118,['parte trasera'],0
0.57229906,-0.00066723104,['parte trasera'],1
-1.1073238,0.024403311,['parte izquierda'],0
0.48309377,-0.03360362,['parte izquierda'],1
-1.1061908,0.022300517,['parte derecha'],0
-1.1081429,0.02574932,"['parte delantera', 'parte izquierda']",0
-1.1086545,0.0238817,['parte izquierda'],0
-1.1097773,0.023331458,"['parte delantera', 'parte trasera']",0
0.8072884,1.6908951,"['parte delantera', 'parte trasera']",6
-1.1074727,0.028864635,"['parte trasera', 'parte derecha']",0
0.7977827,-2.0792327,['parte trasera'],5
1.7599314,-2.5935485,"['parte delantera', 'parte trasera']",5
-1.112886,0.026230082,['parte trasera'],0
0.41132358,-1.8230205,['parte trasera'],3
0.57579064,-0.041766576,['parte delantera'],1
-1.1126682,0.024233341,['parte trasera'],0
1.4481384,-1.5587515,['parte delantera'],5
1.3964598,1.5749866,['parte delantera'],2
0.6742182,-1.3116475,['parte trasera'],3
0.5006984,-0.16968723,['parte derecha'],1
0.23703155,-1.3899,['parte trasera'],3
-1.111457,0.026392201,"['parte delantera', 'parte trasera']",0
0.52446115,0.040384945,['parte derecha'],1
-1.1110759,0.02765722,['parte trasera'],0
0.60460013,-1.4322672,['parte delantera'],3
-1.1106744,0.02573583,['parte delantera'],0
-1.1088688,0.026770266,"['parte derecha', 'parte izquierda']",0
-1.1087517,0.0266709,"['parte delantera', 'parte trasera', 'parte derecha']",0
0.37200445,1.7592773,"['parte trasera', 'parte derecha']",6
-1.1106443,0.024485951,['parte delantera'],0
-1.111176,0.027132422,['parte delantera'],0
0.6319005,-0.1263636,['parte derecha'],1
-1.1051432,0.027763188,"['parte delantera', 'parte trasera']",0
0.73163986,-1.0217348,['parte trasera'],3
-1.1117135,0.026136229,['parte trasera'],0
-1.1098894,0.025283616,['parte delantera'],0
1.1109136,1.7387748,"['parte trasera', 'parte derecha']",2
-1.1079222,0.027087804,['parte delantera'],0
0.46715233,0.037861288,"['parte delantera', 'parte izquierda']",1
0.50454414,-0.011104235,['parte delantera'],1
-1.1071436,0.023562828,['parte delantera'],0
-1.1088593,0.025839834,['parte izquierda'],0
-1.1130297,0.028191272,['parte izquierda'],0
-1.110073,0.029837187,"['parte delantera', 'parte trasera']",0
0.4767241,0.011888749,['parte delantera'],1
0.72747093,1.535219,"['parte delantera', 'parte trasera']",6
0.54781646,-0.024297852,['parte izquierda'],1
-1.1090516,0.027759893,"['parte delantera', 'parte trasera']",0
-1.1078993,0.02507488,['parte delantera'],0
0.9876245,1.615174,['parte delantera'],6
-1.1062641,0.02900275,"['parte delantera', 'parte derecha']",0
0.5918427,-0.06303692,"['parte delantera', 'parte derecha']",1
0.46554226,0.27163264,['parte delantera'],1
0.39999762,-1.553153,['parte derecha'],3
-1.1125929,0.024523962,"['parte derecha', 'parte izquierda']",0
0.537145,-0.064527586,['parte trasera'],1
-1.1052189,0.028057542,['parte derecha'],0
1.1189961,1.6484976,['parte delantera'],2
-1.1100292,0.027695866,['parte delantera'],0
0.7623732,-1.0998104,['parte delantera'],3
0.606741,-0.060243085,['parte izquierda'],1
0.457363,1.8762387,"['parte delantera', 'parte izquierda']",6
0.5344418,-1.4782696,['parte delantera'],3
0.6673328,1.6981708,['parte derecha'],6
0.8778854,1.1604775,"['parte delantera', 'parte trasera', 'parte derecha']",6
-1.109515,0.02915585,"['parte delantera', 'parte trasera']",0
-1.1076256,0.02359714,['parte izquierda'],0
-1.111007,0.02824417,['parte trasera'],0
0.15603617,-1.3889413,['parte izquierda'],3
-1.1111289,0.02382638,['parte trasera'],0
1.1764202,-1.1156319,"['parte delantera', 'parte trasera', 'parte derecha']",4
-1.1091398,0.024917211,['parte derecha'],0
-1.1083527,0.023313342,"['parte trasera', 'parte derecha']",0
-1.110948,0.021511244,['parte delantera'],0
0.4754197,-0.047435697,"['parte delantera', 'parte trasera']",1
0.53270173,-0.08434011,"['parte trasera', 'parte derecha']",1
-1.1093253,0.029577527,['parte trasera'],0
-1.1091878,0.022676181,"['parte trasera', 'parte izquierda']",0
0.33587727,-1.5564404,['parte trasera'],3
-1.1136227,0.028338205,['parte derecha'],0
-1.1061033,0.027943213,['parte trasera'],0
0.48222288,-1.3162475,"['parte delantera', 'parte izquierda']",3
-1.1118141,0.02851914,"['parte derecha', 'parte izquierda']",0
1.2705551,2.1360226,['parte delantera'],2
-1.109915,0.026707914,"['parte delantera', 'parte trasera']",0
-1.1108596,0.020993667,['parte trasera'],0
-1.111548,0.027289955,"['parte delantera', 'parte trasera']",0
-1.1100177,0.02713483,['parte trasera'],0
1.041251,1.5031823,['parte delantera'],6
0.9853779,1.0824753,"['parte delantera', 'parte derecha']",7
-1.1096174,0.024271047,['parte trasera'],0
-1.1103097,0.021749873,"['parte delantera', 'parte trasera', 'parte derecha']",0
-1.1089209,0.027805915,['parte trasera'],0
1.0767995,-0.07735988,['parte derecha'],1
-1.1076163,0.022807896,['parte trasera'],0
0.7953807,-0.93039554,['parte delantera'],3
-1.107962,0.025493218,"['parte delantera', 'parte izquierda']",0
0.5873381,-0.08059615,['parte trasera'],1
0.5512981,-0.097259164,['parte izquierda'],1
-1.1105083,0.026627349,['parte trasera'],0
0.62282425,-0.06131156,['parte trasera'],1
0.42026266,0.32429844,"['parte delantera', 'parte trasera', 'parte izquierda']",1
-1.1080552,0.025903502,"['parte delantera', 'parte trasera', 'parte derecha', 'parte izquierda']",0
0.21400598,-1.4220561,['parte trasera'],3
-1.1064045,0.02838024,['parte derecha'],0
0.96665245,-1.9459105,"['parte trasera', 'parte izquierda']",5
0.54932123,-1.1554041,['parte trasera'],3
0.49792612,-0.0127621265,['parte izquierda'],1
0.79347616,1.6052953,"['parte delantera', 'parte trasera']",6
-1.110947,0.029443571,['parte delantera'],0
-1.1104822,0.02946487,['parte derecha'],0
-1.1077152,0.024294477,['parte izquierda'],0
0.6240997,-0.016750759,['parte trasera'],1
-1.1113236,0.031727612,['parte izquierda'],0
0.5997437,-0.0644666,['parte delantera'],1
0.43177268,-1.281127,"['parte trasera', 'parte derecha', 'parte izquierda']",3
0.6532295,1.6919576,['parte delantera'],6
-1.1090615,0.026270619,['parte trasera'],0
-1.1070443,0.026328027,"['parte trasera', 'parte derecha']",0
-1.1081569,0.01973715,"['parte delantera', 'parte trasera']",0
1.3158144,0.038061094,"['parte delantera', 'parte trasera']",7
0.57618326,-0.02188096,['parte delantera'],1
-1.1098695,0.029066663,"['parte delantera', 'parte trasera']",0
-1.1074629,0.024706118,['parte izquierda'],0
0.487122,-1.3405027,['parte izquierda'],3
-1.1095506,0.026306467,"['parte derecha', 'parte izquierda']",0
0.5185166,-0.048362777,"['parte delantera', 'parte izquierda']",1
-1.1111686,0.025748454,['parte izquierda'],0
-1.1095197,0.027313003,['parte delantera'],0
0.390295,-1.5613186,['parte delantera'],3
-1.1111276,0.027202597,"['parte delantera', 'parte trasera']",0
0.9363306,-0.120959945,['parte delantera'],1
-1.1102988,0.02800287,"['parte trasera', 'parte izquierda']",0
1.4318148,1.9915407,['parte izquierda'],2
0.3667345,-1.6659739,['parte izquierda'],3
-1.1111993,0.032993224,['parte derecha'],0
0.5673203,-0.10672634,['parte delantera'],1
-1.111783,0.024722701,"['parte delantera', 'parte izquierda']",0
0.821152,1.2827746,['parte delantera'],6
-1.110254,0.02602673,['parte trasera'],0
-1.1110201,0.029253379,['parte trasera'],0
0.81513596,0.15305851,"['parte delantera', 'parte trasera']",1
-1.1103394,0.028290655,['parte derecha'],0
0.5296041,-0.0565813,['parte trasera'],1
1.4303248,-0.8610502,['parte izquierda'],4
0.56315726,-1.5366656,['parte trasera'],3
-1.1079533,0.020849729,['parte izquierda'],0
0.7955484,1.4341222,['parte derecha'],6
-1.1136153,0.028620383,"['parte trasera', 'parte izquierda']",0
1.323405,-1.5311856,['parte delantera'],5
0.57204056,-1.3043113,['parte trasera'],3
0.5087318,0.09334446,['parte delantera'],1
-1.1085194,0.024081523,"['parte trasera', 'parte derecha']",0
-1.109154,0.025711227,['parte izquierda'],0
-1.1105928,0.025456835,"['parte derecha', 'parte izquierda']",0
-1.1065443,0.021656413,['parte trasera'],0
0.33864594,-1.7529398,['parte trasera'],3
-1.1079959,0.027853375,['parte izquierda'],0
-1.110557,0.025912412,['parte delantera'],0
-1.1068124,0.028300686,"['parte delantera', 'parte trasera', 'parte izquierda']",0
-1.1080645,0.02919245,"['parte delantera', 'parte trasera']",0
0.6735058,-1.1671871,['parte derecha'],3
-1.1118788,0.023282398,['parte trasera'],0
0.97802955,-1.8005383,['parte derecha'],5
-1.1085153,0.024073442,"['parte delantera', 'parte derecha']",0
1.5673971,-0.7175041,['parte delantera'],4
0.2520563,-1.499404,['parte trasera'],3
0.77000153,-0.11052852,"['parte delantera', 'parte trasera']",1
0.8327287,-1.595821,['parte trasera'],3
1.0704377,0.19733238,['parte trasera'],7
0.5491499,-0.04588131,['parte trasera'],1
-1.1082267,0.02405367,['parte derecha'],0
-1.1128848,0.025703793,"['parte delantera', 'parte derecha']",0
0.55337816,-1.5691024,"['parte trasera', 'parte derecha', 'parte izquierda']",3
0.75105,-1.9017353,['parte delantera'],5
0.5340381,-1.4357495,"['parte trasera', 'parte izquierda']",3
0.732895,1.6076598,['parte derecha'],6
0.6336876,-1.22792,"['parte delantera', 'parte trasera', 'parte izquierda']",3
0.51540697,-1.387196,['parte delantera'],3
0.57851756,1.586131,"['parte trasera', 'parte derecha']",6
