cod_accidente,descripcion_del_hecho - Final,responsabilidad
AA    ,"CIRCULANDO POR CALLE CASN JUAN AL LLEGAR A LA INTERSECCION CON CALLE INTENENTE ALVEAR SE PRODUCE LA COLISION CON MI PARTE DELANTERA  Y LA PARTE LATERAL IZQUIERDA DEL TERCERO.- SIN DESPLAZAMIENTOS.- 

EN EL VH DEL TERCERO SUFRE LESIONES UNA PERSONA.

NO INTERVIENE POLICIA NI AMBULANCIA
",COMPROMETIDA
AM    ,"ASEGURADO CIRCULANDO CON BALIZAS SOBRE AV. RIVADAVIA , CUANDO AL MOMENTO DE MANIOBRAR A MANO DERECHA PARA INGRESAR EN GARAGE SOBRE LA MISMA , SE PRODUCE COLISION CON UN TERCERO (MOTO) QUE INTENT SOBREPASAR AL ASEG. Y TERMINA IMPACTANDO EL LATERAL DERECHO DEL AUTO. DOS OCUPANTES EN MOTO , SE CAEN AL PISO Y SE LEVANTA POR SUS MEDIOS - NO HUBO INTERVENCION DE AMBULANCIA , NI POLICIAL - SE RETIRARON CON LA MOTO - TERC. SIN REGISTRO (  PEDIDOS YA  ) .-
",COMPROMETIDA
AM    ,"VH ASEGURADO CIRCULABA POR CALLE CNEL JUAN TERRADA CUANDO ES COLISIONADO EN SU PARTE LATERAL DELANTERA DERECHA CON PARTE DELANTERA DE UNA MOTO QUE CIRCULABA POR AV BERNARDINO RIVADAVIA. EL UNICO OCUPANTE DE LA MOTO TENIA CASCO. CAYO AL PISO. NO PRESENTABA LESIONES VISIBLES. FUE TRASLADADO EN AMBULANCIA A UN CENTRO MEDICO. LA MOTO Y EL VH ASEGURADO FUERON SECUESTRADOS POR LA POLICIA.
 .-",COMPROMETIDA
CICL  ,"AL LLEGAR A LA DIRECCION INDICADA, ESTACIONO Y AL ABRIR LA PUERTA DEL CONDUCTOR PARA DESCENDER SE PRODUCE LA COLISION CON UNA BICICLETA A LA MITAD DE LA MISMA",COMPROMETIDA
AM    ,"ASEGURADO CIRCULABA POR MUnOZ POR DOBLAR A LA IZQ EN CHARLONE CUANDO UNA MOTO QUE VENIA MUnOZ ME EMBISTE EN MI PUERTA DELANTERA IZQUEIRDA, EN LA MOTO IBA SOLA PERSONA, NO RECUERDO SI TENIA CASCO, SE CAE AL SUELO Y LA MOTO CAYO  ARRIBA DE EL, EL ASEG LO LLLEVO A LA CLINICA SARMIENTO CEL 1166666660",COMPROMETIDA
AA    ,"VH. ASEG. ESTABA DETENIDO EN EL SEMAFORO SOBRE AV. DORREGO CUANDO ES IMPACTADO EN LA PARTE TRASERA POR LA PARTE DELANTERA DEL VH. DEL TERCERO QUE CIRCULABA DETRAS. SIN DESPLAZAMIENTOS NI LESIONADOS. EL CONDUCTOR DEL VH. ASEG. SUFRIO UN LATIGAZO, AMIGO Y NOVIA DEL CONDUCTOR SE HACEN ATENDER POR EN EL HOSPITAL POR UN LATIGAZO TAMBIEN. NO HUBO INTERVINIENTES.
 .-",DISCUTIDA
AM    ,"ASEGURADO CIRCULABA POR  VILLEGAS CUANDO SE DISPONE A DOBLAR UNA MOTO LA CUAL VENIA DETRAS SE ADELANTA Y ROZA EL ESPEJO RETROVISOR DEL AUTO ASEGURADO, HABIA OTRO AUTO CON EL CUAL GOLPEA


EL ASEGURADO FORMALIZO A LA OFICINA SAN JUSTO 
CIRCULABA POR VILLEGAS Y AL LLEGAR A OMBU IBA A GIRAR A LA IZQUIERDA . EL GIRA JUNTO A OTRO AUTO, LA MOTO SE METIO EN EL MEDIO DE LOS DOS AUTOS 
LA MOTOCICLETA CIRCULABA A SU DERECHA Y LE ROMPE EL ESPEJO RETROVISOR DERECHO. 
NO TIENE MAS DATOS DEL TERCERO 
SE RETIRO POR SUS PROPIOS MEDIOS
NO PARTICIPO POLICIA NI AMBULANCIA
",COMPROMETIDA
AA    ,"VH ASEG MANIOBRA PARA CAMBIAR DE CARRIL SOBRE AV CENTENARIO COLISIONA CON SU LATERAL TRASERO DERECHO CON EL LATERAL TRASERO IZQUIERDO DE UN TERCERO DETENIDO SOBRE LA MISMA POR SEMAFORO.- SIN LESINOADOS NI DESPLAZAMIENTOS",COMPROMETIDA
AM    ,"VH ASEGURADO DETENIDO EN EL SEMAFORO ES IMPACTADO POR UN UNA MOTO EN LA PARTE TRASERA IZQUIERDA CON LA PARTE FRONTAL DE LA MOTO,SOLO UNA PERSONA EN LA MOTO CAE AL PISO TENIA CASCO ,PRSENTO LESION EN LA PIERNA DERECHA .ASISTE LA AMBULANCIA DESCONOCE SI LO TRASLADAN A CENTRO MEDICO YA QUE EL ASEGURADO SE RETIRA .INTERVINO LA POLICIA .SIN LDESPLAZAMIENTOS .


 AMPLIACION. LA ASEGURADA FORMALIZO  EN QUILMES 
LA ASEGURADA E STABA PARADA EN UN SEMAFORO EN ROJO POR MITRE. HABIA DOS CARRILES Y UN LUGAR EN EL MEDIO. CUANDO PONE BALIZAS PORQUE IBA A BAJAR UN ACOMPAnANTE DEL LADO IZQUIERDO. Y AL ABRIR LA PUERTA PASA LA MOTO Y SE PRODUCE EL CHOQUE, LUEGO LA MOTO CAE Y GOLPEA A OTRO AUTO 
 LA MOTO IMPACTA EN EL LATERAL TRASERO IZQUIERDO Y CONTRA EL  ESPEJO RETROVISOR IZQUIERDO Y LUEGO CAE CONTRA OTRO AUTOMoVIL QUE ESTABA A LA PAR DE LA ASEGURADA, TAMBIEN DETENIDO ESPERANDO EL SEM\'c0FORO. 
CONCURRIO POLICIA Y AMBULANCIA. 
TENIA DOLOR EN PIERNA, CODO Y RODILLA. 
LA POLICIA LE PIDIO LOS DATOS PERO NO LA TRASLAD. SOLO TOMO DATOS. 
LA AMBULANCIA LO TRASLADO 
NO LE HICIERON ALCOHOLEMIA 
LUEGO NO TUVO NOVEDADES. 
NO SABE SI VA A RECLAMAR DICE QUE EN CAJA LE DIERON UNOS NUMEROS DE OTROS ESTUDIOS PARA PODER RECLAMAR 


 .-",COMPROMETIDA
AM    ,"TRANSITABA SOBRE LA IZQUIERDA DE LA AV CORRIENTES ( AL 5500 ), METROS ANTES DE LLGAR A ACEVEDO OBSERV OUN LUGAR PARA ESTACIONADO Y ME DESPLAZO HACIA LA VEREDA PARA ESTACIONAR PERO CUANDO REALIZO LA MANIOBRA ALCANZO A TENER UN CONTACTO CON UNA MOTO. AL ENCERRAR A LA MOTO LA MOTO NO TUVO OTRA OPCION DE PEGAR CONTRA EL LATERAL DELANT IZQUIERDO Y ESPEJCABE ACLARAR QUE NO TUVE DAnOS EN EL GDI Y ESPEJO PESE A QUE POR EL CONTACTO LO HIZO DAR VUELTA. ASISTI RAPIDAMENTE AL CONDUCTOR DE LA MOTO PERO AL VERLO NO PRESETANBA NINGUN TIPO DE LESION VISIBLE SOLO TENIA DOLOR EN UNA DE SUS PIERNAS CON LA QUE SE GOLPEO AL CAER LA MOTO. DATOS DEL TERCERO: COSTA JULIAN EDUARDO HONDA CB190R A067JPL 0 ATM.-",COMPROMETIDA
AM    ,"ME ENCONTRABA CIRCULANDO POR DONATO ALVAREZ CUANDO ME DISPONGO A DOBLAR HACIA LA DERECHA AL INGRESO DE BELAUSTEGUI SIENTO UN IMPACTO EN EL LATERAL DERECHO DELANTERO DE MI VH PRODUCIDO POR UN TERCERO EN MOTO QUE CIRCULABA POR DONATO ALVAREZ EL CUAL SE SOBRE PASO UN MICRO Q ESTABA ROTO POR DONATO ALVAREZ APARECIENDOINESPERADAMENTE, EL MISMO CAE AL ***EL MISMO CAE AL PISO, SE ENCONTRABA SOLO , POSEIA CASCO, INFORMO SE ENCONTRABA TRABAJANDO, NO POSEIA LESIONES VISIBLES, NO SE HACE PRESNETE PERSONAL MEDICO, SE HACE PRESNETE PERSONAL POLICIAL Q SE ENCONTRABA EN EL LUGAR RETIRANDOSE EL TERCERO POR SUS PROPIOS MEDIOS EN SU MOTO.- NO HUBO MAS TERCEROS NI LESIONADOS INVOLUCRADOS DATOS DEL TERCERO: FRIAS MARIANO MARTIN YAMAHA 370DPJ 0 ATM.-",COMPROMETIDA
AM    ,"ESTABA ESTACIONADO DE LA MANO DERECHA CON LA INTENCION DE INGRESAR A MI COCHERA QUE ESTABA ENFRENTE. EN ESE MOMENTO, PASA UN A MOTO A GRAN VELOCIDAD Y ME COLISIONA EN LA PARTE DELANTERA IZQUIERDA DE MI AUTO. 

PRODUCTO DEL HECHO LA MOTO NO CAE AL PISO. LUEGO DE UNOS METROS SE DETEIENE, INTERCAMBIAMOS DATOS Y LUEGO SE RETIRA POR SUS PROPIOS MEDIOS.- 

NO HAY INTERVENCION MEDICA NI POLICIAL. NO PRESENTABA LESIONES A SIMPLE VISTA.- 

DATOS DEL TERCERO: NIZ CRISTIAN JESUS YAMAHA 532IXE 27090359 LA NUEVA SEGUROS

",COMPROMETIDA
PEATÃ“N,"EL ASEGURADO CIRCULABA SOBRE CALLE HOLMBERG , MANIOBRA PARA GIRAR A LA IZQUIERDA HACIA CALLE CONGRESO DE TUCUMAN IMPACTA CON SU LATERAL DELANTERO DERECHO A UN PEATON QUE CRUZABA CONGRESO DE TUCUMAN . SIN DESPLAZAMIENTOS . EL PEATON CAE AL PISO . NO PRESENTABA LESIONES . NO QUIERE SER TRASLADADO AL HOSPITAL POR EL ASEGURADO , POR LO TANTO EL ASEGURADO LO LLEVA HASTA SU DOMICILIO . NO INTERVINO POLICIA .",COMPROMETIDA
AA    ,";\red0\green0lue0;
 EL ASEGURADO CIRCULABA POR AGUERO DE SUR A NORTE. CUANDO EL TERCERO QUE CIRCULABA POR AGUERO A CONTRAMANO A ALTA VELOCIDAD, INVADE EL CARRIL DEL ASEGURADO, Y POR MAS QUE EL ASEGURADO INTENTA ESQUIVARLO, NO PUEDE EVITAR QUE EL TERCERO LO CHOQUE EN EL LATERAL DERECHO CON EL FRENTE. POR EL CHOQUE RESULTO CON LESIONES EL TERCERO


EL ASEGURADO FORMALIZO EN QUILMES 

LA CALLE TIENE MANO Y CONTRAMANO. MANIFIESTA  QUE EL TERCERO IBA POR SU MANO Y QUE DE GOLPE  SE LE VENA DE FRENTE. 
EL ASEGURADO MANIOBRA HACIA LA IZQUIERDA PARA NO CHOCAR DE FRENTE CON EL TERCERO. 
CONCURRI  POLICIA Y AMBULANCIA 
LO TRASLADO LA AMBULANCIA AL TERCERO. IBA SOLO. 
EL ASEGURADO NO FUE TRASLADADO  A LA COMISARIA. NO LE HICIERON ALCOHOLEMIA.  

TERCERO  TENA SEGURO EN FEDERACION PATRONAL 

TENDRIA FOTOS Y DATOS DE LA CAUSA PENAL. INSISTE EN QUE EL TERCERO VENIA DE CONTRAMANO. 

NO SABE SI HARa RECLAMO PORQUE QUIZAS TENGA DESTRUCCION TOTAL 
",DISCUTIDA
AM    ,"ASEGURADO CIRCULANDO POR CALLE FRAY TORRES DOBLE MANO AL GIRAR A LA IZQUIERDA EN LA ESQUINA, ES COLISIONADO EN EL FRENTE POR UNA MOTO QUE CIRCULABA POR CALLE TORRES EN SENTIDO CONTRARIO. SIN DESPLAZAMIENTOS. UNA PERSONA CIRCULABA EN LA MOTO, SIN CASCO Y CAYO AL PISO. INTERVINO AMBULANCIA Y POLICIA.-

EL ASEGURADO FORMALIZO EN OFICINA DE TRELEW
EN CUANTO A LA MECANICA MANIFIESTA QUE REALIZA UNA MANIOBRA DE GIRO A LA IZQUIERDA PARA RETOMAR EN FORMA CONTRARIA A LA DIRECCION EN QUE SE DIRIGA, COMIENZA A GIRAR SINTIENDO UN FUERTE IMPACTO EN LA TROMPA DEL VEHICULO. PREVIAMENTE NO VIO AL MOTOCICLISTA   0

LO LLEVARON A LA COMISARIA LUEGO DEL HECHO
LE SACARON SANGRE  CASI A LAS TRES HORAS DLE HECHO EN EL HOSPITAL 
VENIA DESDE GUALEGUAYCHU HACIA CHUBUT IBA A SU DOMICILIO 
EL ASEGURADO VIVE EN CHUBUT 
NO TIENE MAS DATOS DEL TERCERO 
 NO HABA SEM\'c0FOROS NI SEnALIZACION 
EL TERCERO SUFRI FRACTURA EN LA PIERNA IZQUIERDA 
EL TERCERO  TENDRIA 17 AnOS EL TERCERO 

",COMPROMETIDA
AM    ,"EL ASEGURADO CIRCULANDO POR COLECTORA GRAL PAZ, BAJADA GABRIELA MISTRAL CON LUZ DE GIRO A LA DERECHA, CUANDO UN 3RO MOTO QUE CIRCULABA POR ESTA ULTIMA, DETRAS DEL ASEG,  DECIDE PASARLO POR LA DERECHA TAMBIEN. AMBOS MANIOBRAN A LA IZQ, POR LO CUAL EL ASEG EMBISTE CON PARTE TRASERA EN LA PARTE DELANTEERA DE LA MOTO.
MOTOCICLISTA CON CASCO/UNICO TRIPULANTE/NO SE CAE AL PISO(SE AGARRA DE LA CAMIONETA)/SIN LESIONES VISIBLES/ASEG LE OFRECE LLEVARLO AL HOSPITAL/SE RETIRA POR SUS PROPIOS MEDIOS/CREE QUE CIRCULANDO CON LA MOTO/SIN CONTROL DE ALCOHOLEMIA/SIN TRASLADO AMBULACIA O  POLICIAL.
",COMPROMETIDA
AA    ,"HABA TRAFICO EN LA ROTONDA, ASEG SE ABRE HACIA LA DERECHA PARA
INTENTAR PASAR, CUANDO OTRO VH INGRESANDO EN LA ROTONDA ROZA CON
SU LATERAL, A VH ASEG EN PARTE FRONTAL- LADO DERECHO SOLRBALLESTER
d @GMAIL.COM.-",
AM    ,"CIRCULO POR LA CALLE SANTA SOFIA. AL LLEGAR A LA INTERSECCION CON JOSE MARIA PEREZ UNA MOTO QUE VENIA A GRAN VELOCIDAD POR ESTA ME CHOCA EN EL LATERAL DERECHO DE MI VEHICULO.
",COMPROMETIDA
AA    ,"VHL ASEG. CIRCULANDO POR DE LA PEnA,VHL DE TERCERO CIRCULANBDO POR CAMINO GRAL. BELGRANO. EL ASEGURADO INDICA QUE ASOMA PARA CRUZAR,NO HAY SEMAFORO; Y EL TERCERO LO COLISIONA CON SU LATERAL DERECHO EN EL LATERAL IZQUIERDO DEL VHL ASEGURADO.  LESIONES CONDUCTOR DEL VH DEL 3\'b0  LUIS GONZALO AGUSTIN 
",COMPROMETIDA
PEATON,"CIRCULANDO POR CALLE GRAL JUAN LAVALLE 2800 A LA ALTURA DE INTERSECCION CON CALLE JEAN JAURES (CABA - BS AS) CUANDO UN PEATON QUE SE ENCONTRABA CRUZANDO LA CALLE AL MOMENTO DE NO TENER PASO POR SEMAFORO, circulando en verde mientras cruzaba la bocacalle EMBESTO CON mi PARTE FRONTAL aL TERCERO, NO SUBE AL CAPOT y cae al suelo sobre el asfalto. SUFRE UN GOLPE EN LA CABEZA. NO PIERDE EL CONOCIMIENTO- bajo para asistirla, SE REINCORPORA POR SUS MEDIOS. tenia raspones en la mano y raspon en la frente- INTERVIENE POLICIA Y AMBULANCIA. la trasladan a htal ramos mejia- cel 1131463383

AMPLIACION

CIRCULABA SOLA SOBRE CALLE LAVALLE AL 2800, EN LA INTERSECCION CON JEAN JAURES, CON LUZ DE SEMAFORO EN VERDE SIGO MI CAMINO, CUANDO UNA MUJER MAYOR INICIA EL CRUCE DE LA CALLE. NO LOGRO DETENERME A TIEMPO E IMPACTO A LA MISMA .
LA SEnORA CAE AL PISO, SE GOLPEA LA CABEZA, SIEMPRE ESTUVO CONCIENTE, PERO ESTACIONE EN LA MISMA CALLE Y BAJE A ASISTIRLA.
INTERVINO PERSONAL POLICIAL Y AMBULANCIA.
LA TRASLADARON CON GOLPES VARIOS, NO SABE NADA MAS.
NO REALIZARON ALCOHOLEMIA.
",COMPROMETIDA
AM    ,"EL VEHICULO ASEGURADO CIRCULABA POR OLAVARRIA AL LLEGAR A RP 26, LE CEDEN EL PASO PARA QUE SE INCORPORE A  LA RUTA Y UNA MOTO QUE SOBREPASA AL VEHICULO QUE CEDE EL PASO COLISIONA EL LATERAL DELANTERO IZQUIERDO DEL VEHICULO ASEGURADO.- EN LA MOTO IBA UNA SOLA PERSONA, EL MOTOCICLISTA CAE AL PISO.- LLEVABA CASCO.- NO INTERVIENE AMBULANCIA NI POLICIA.- SE RETIRO POR SUS PROPIOS MEDIOS.-",COMPROMETIDA
AM    ,"ME ENCONTRABA DETENIDO SOBRE AV RIVADAVIA , LE ABRI LA PUERTA TRASERA A MI NIETA Y EN ESE MOMENTO UNA MOTO DE LA POLICIA SE ESTACIONA DELANTE MIO , POR LO QUE CUANDO ME DOY VUELTA AVANZO Y LA TOCO LEVEMENTE EN SU PARTE TRASERA , EL POLICIA IBA SOLO . NO INTERVINO AMBULANCIA .",COMPROMETIDA
AM    ,"EL ASEGURADO INGRESABA A CRISTIANIA, CUANDO UNA MOTO QUE VENIA DESDE LA DERECHA POR CRISTIANIA A ALTA VELOCIDAD, CHOCA AL ASEGURADO EN EL LATERAL DELANTERO DERECHO. EL MOTOCICLISTA, QUE LLEVABA CASCO, CAE AL PISO SIN PERDIDA DE CONOCIMIENTO. LA FAMILIA DEL MOTICICLISTA SE LO LLEVO. INTERVINO POLICIA TEL 4625 1102/1532415598.-",COMPROMETIDA
AA    ,"ASEG ESTACIONADO Y AL COMENZAR LA MARCHA UN 3 QUE VENIA CIRCULANDO LO COLICIONA EN EL FRENTE DELANTERO DERECHO  DAnANDO TAMBIEN LA PUERTA DELANTERA DERECHA",COMPROMETIDA
CICL  ,"DOBLANDO SOBRE ARTIGAS Y PASABA UNA BICICLETA CON UNA NENA Y LO TOCA CON LA PATENTE Y SE CAEN AL PISO SIN DESPLAZAMIENTOS


AMPLIAMOS CON V/ ASEGURADO. 
MANIFEST QUE FORMALIZO EN SAN MARTIN 
CIRCULABA POR CASEROS Y DOBLA A LA DERECHA PARA RETOMAR ARTIGAS. LA BICICLETA CIRCULABA DESDE LA IZQUIERDA POR ARTIGAS. 
EL ASEGURADO REALIZo CROQUIS DEL HECHO.
LOS TERCEROS IBAN EN UNA SOLA BICICLETA. CRUZARON DATOS Y SE RETIRARON. LA NENA TENA UNA LASTIMADURA EN EL ROSTRO. ",COMPROMETIDA
AA    ,"CIRCULANDO POR GANDARA AL LLEGAR A BURELA LA SEnORA MIRA PARA EL OTRO LADO Y CHOCA AL ASEGURADO EN PARTE DELANTERA CON PARTE DELANTERA SIN DESPLAZAMIENTOS NI LESIONES
",COMPROMETIDA
AM    ,"YO VENIA POR LA CALLE CARACAS CONDUCIENDO Y EN EL SEMaFORO ESTA EN ROJO YO BAJO LA VELOCIDAD VOY A UNOS 5KM POR HORA MOVIeNDOME MUY LENTAMENTE Y EN EL SEMaFORO HABA UNA MOTO CON EL CONDUCTOR FRENADA, YO VOY LENTAMENTE ACERCaNDOME AL SEMaFORO Y LO TOQUE DE ATRaS A LA MOTO, APENAS SE DOBLO LA MATRICULA Y EL PLaSTICO DE ELLA A LA PERSONA NO LE PASO NADA Y AL AUTO Y A MI TAMPOCO 
",COMPROMETIDA
AA    ,"VH ASEGURADO CIRCULANDO POR CALLE MONROE COLISIONA CON SU PARTE FRONTAL A LA PARTE TRASERA DE UN TERCERO DETENDO POR TRANSITO. SIN DESPLAZAMIENTOS. CONDUCTOR DEL VH TERCERO CON LESIONES.-


EL ASEGURADO  FORMALIZO EN CASA CENTRAL
TEMA LEVE, CHOQUE DE ATR\'c0S. NO LLEGA A FRENAR Y EMBISTE AL TERCERO QUE ESTABA FRENADO POR EL TR\'c0NSITO 
NO PARTICIPO POLICIA NI AMBULANCIA 
EL TERCERO SUPUESTAMENTE IBA CON UNA CHICA...PERO NO LE TOMo DATOS NI LA LLEGO A VER BIEN PORQUE NO BAJo DEL AUTO  


",COMPROMETIDA
AA    ," ASEGURADO CIRCULANDO POR RUTA 202 MANO DERECHA, AL PERDER EL CONTROL DEL AUTO SE CRUZA DE CARRIL PONIENDOSE DE MANERA  PERPENDICULAR, ES COLISIONADO EN EL LATERAL IZQUIERDO POR EL FRENTE DE UN CAMION QUE LO ARRASTRA UNOS METROS. LUEGO SE DESPLAZA PRODUCE EL IMPACTO DEL ASEGURADO CON OTRO VEHICULO (VW AMAROK) QUE CIRCULABA SOBRE MANO CONTRARIA DE LA MISMA. UN OCUPANTE DEL VHLO (VW AMAROK) SUFRE UN GOLPE EN LA CABEZA. INTERVIENE PERSONAL POLICIAL Y DE AMBULANCIA, LOS CUALES TRASLADAN AL LESIONADO HASTA EL HOSPITAL DE GRAL PACHECO.-
",COMPROMETIDA
AM    ,"ASEGURADO ESTACIONADO SOBRE CALLE EMILIO MITRE CUANDO ES COLISIONADO EN SU LATERAL DERECHO POR PARTE DE UNA MOTO QUE CIRCULABA SOBRE LA MISMA Y PIERDE EL CONTROL DEL VEHICULO POR VAS EN LA CALZADA. SIN DESPLAZAMIENTOS INTERVINO POLICIA NO INTERVINO AMBULANCIA. EN LA MOTO CIRCULABA 1 PeRSONA CON CASCO QUE CAE A LA CALZADA.SIN LESIONES VISIBLES CON GOLPE EN PIERNA SE RETIRA POR SUS PROPIOS MEDIOS
.-",DISCUTIDA
PEATÃ“N,"ASEGURADO CIRCULANDO POR LA AV. CUANDO DE MANO IZQUIERDA DE UN GRUPO DE PERSONAS SE DESPRENDE UNA PARA CRUZAR, SE PRODUCE EL IMPACTO CON EL LATERAL DELANTERO IZQUIERDO DEL ASEGURADO QUE MANIOBRA HACIA LA DERECHA COLISIONANDO CONTRA EL CORDON CON LA PARTE DELANTERA DERECHA . NO INTERVINO POLICIA NI  AMBULANCIA. SIN DATOS DEL PEATON.",COMPROMETIDA
AM    ,"CIRCULANDO POR SUAREZ (EX PEYRET), AL GIRAR A LA IZQUIERDA CON GIRO COLOCADO PARA INGRESAR A DUAYEN. UNA MOTO QUE VENIA POR SUAREZ PERO EN SENTIDO CONTRARIO ME COLISIONA EN MI LATERAL TRASERO DERECHO. SIN DESPLAZAMIENTOS. EN LA MOTO IBA UNA SOLA PERSONA, SIN CASCO. CAE AL PISO. SUFRE LA FRACTURA DE CLAVICULA. LLAMO AL 911, COMO DEMORABAN EN VENIR. LO TRASLADO YO AL HOSPITAL.

SE RECIBE FORMALIZACION DEL ASEGURADO CON TELEFONO DE CONTACTO DEL TERCERO.",COMPROMETIDA
AM    ,"EL ASEGURADO IBA CIRCULANDO POR MANO DERECHA ( ES CALLE DE DOBLE MANO ) CUANDO CON BALIZAS ENCENDIDAS MANIOBRA PARA INGRESAR A SU DOMICILIO MANO DERECHA SE PRODUCE LA COLISION CON UNA MOTO QUE VENIA POR LA MISMA MANO CON EL LATERAL TRASERO DERECHO DEL ASEGURADO Y EL MANUBRIO DE LA MOTO. LA MOTO Y EL MOTOCICLISTA CAYERON AL PISO. LLEVABA CASCO. EL MOTOCICLISTA SE LEVANTO POR SUS PROPIOS MEDIOS.
",COMPROMETIDA
AA    ,"ASEGURADO CIRCULABA POR PAMPA SE ME CRUZA UN GATO Y PEGUE UN VOLANTAZOY PEGUE CON MI PARAGOLPES DELANTERO EN UN AUTO QUE ESTACIONADO INTERVINO AMBULANCIA SAME LLAMO UN VECINO NO HUBO EXAMEN ALCOHOLEMIA SALTARON LOS AIRBAG. CABE DESTACAR QUE EN EL VEHICULO ASEGURADO IBA LA NOVIA DEL CONDUCTOR LA CUAL SUFRE GOLPES VARIOS
",COMPROMETIDA
CHM   ,"COLISIN, CHOQUE EN CADENA POR COLA DE SEMAFORO, FRENADA BRUSCA


AMPLIAMOS CON V/ ASEGURADO. 
HABA COLA EN EL SEMaFORO. EL ASEGURADO VENIA ULTIMO Y NO LOGRA FRENAR COLISIONANDO AL RODADO QUE LE PRECEDIA 
DELANTE IBA UNA SURAN Y DELANTE UN VW GOL 
EL CREE QUE EL DE ADELANTE LUEGO IMPACTO AL GOL 
EN LA SURAN IBAN DOS PERSONAS 
EN EL GOL TAMBIeN 
EN AMBOS AUTOS IBA UN HOMBRE Y UNA MUJER. 
NO LLAMARON A LA AMBULANCIA 
FUERON LOS BOMBEROS 
LA POLICIA SOLO SE ACERCO. NO LE HICIERON ALCOHOLEMIA, SOLO ASISTIERON A LA MUJER DE LA SURAN 
",COMPROMETIDA
AM    ,"ASEGURADO CIRCULABA POR DICKMAN  Y EN LA INTERSECCION CON CUCHA CUCHA COLISIONA  LA PARTE TRASERA DE UNA MOTO CON DOS OCUPANTES QUE CAEN CON CASCO Y SE LEVANTAN POR SUS MEDIOS. SIN INTERVENCION POLICIAL NI DE AMBULANCIA.

AMPLIO CON EL ASEGURADO. FORMALIZO EN CASA CENTRAL 

LA MOTOCICLETA CIRCULABA DESDE LA DERECHA. 
EL DAnO EN EL AUTO ESTa EN EL PARAGOLPE DELANTERO Y LE PEGA A LA RUEDA TRASERA IZQUIERDA A LA MOTO 
NO TIENE T.E. DE LOS TERCEROS 
FUE ALGO LEVE 
NO PARTICIP POLICIA NI AMBULANCIA CRUZARON DATOS Y SE FUERON DEL LUGAR POR SUS PROPIOS MEDIOS


",COMPROMETIDA
AM    ,"ASEGURADO GIRANDO HACIA LA DERECHA DESDE CALLE BALBASTRO HACIA PJE JUAN DE CASTRO SE COLOCA UNA MOTO EN ESE COSTADO E IMPACTA CON EL LATERAL DERECHO DEL VEHICULO ASEGURADO. EL TERCERO TRASTABILLO Y CAYO AL ASFALTO, UNA PERSONA EN LA MOTO, NO RECUERDA PRECISAMENTE SI LLEVABA EL CASCO COLOCADO, CREE QUE SI. NO HUBO INTERVENCION POLICIAL Y AMBULANCIA. NO HUBO DESPLAZAMIENTOS.

",COMPROMETIDA
AA    ,"ASEGURADO CIRCULANDO POR 21 EMBISTE CON PARTE DELANTERA A UN TERCERO EL CUAL FRENA DE GOLPE POR TRANSITO. TERCERO CONDUCTOR PRESENTA DOLOR DE CUELLO SE RETIRA SIN ASISTENCIA  SIN DESPLAZAMIENTOS.-",COMPROMETIDA
PEATON,"VH ASEG CIRCULABA POR SARANDI AL DOBLAR A SU DERECHA PARA GODOY CRUZ CRUZA IMPREVISTAMENTE UN HOMBRE Y UNA MUJER, VH ASEG GOLPEA CONTRA LA MUJER Y ESTA CAE AL PISO, NO SABE SI EL MUCHACHO TAMBIEN SE GOLPE. SE LEVANT ENSEGUIDA, ASEGURADO QUIERE LLEVARLA A HOSPITAL PERO SE NIEGAN. NO INTERCAMBIAN DATOS. SE RETIRARON CAMINANDO. MUJER MANIFESTO UN LEVE DOLOR EN PIE.
",COMPROMETIDA
CM    ,"EL ASEGURADO ESTACIONADO SOBRE CUBA CUANDO SE DISPONE A SALIR , UNA MOTO QUE VENIA CIRCULANDO SOBRE CUBA NO ADVIERTE QUE EL ASEGURADO ESTABA SALIENDO Y COLISIONA AL ASEGURADO EN LATERAL DERECHO PARTE MEDIA . EL CONDUCTOR DE LA MOTO CAE AL PISO, NO CONTABA CON DOCUMENTACION DE LA MOTO SOLO SU DNI/  AMPLIARA EN SUCURSAL YA QUE LLAMA LA TITULAR. SIN INTERVENCION POLCIAL / SIN AMBULANCIA /",COMPROMETIDA
AM    ,"CIRC. POR AV SAN MARTN CUANDO DE REPENTE SE CRUZA UN VEHCULO Y PARA NO EMBESTIRLO, MANIOBRO Y TOCO A UNA MOTO. AL MOTOCICLISTA USABA CASO, NO CAE AL PISO.SIN INTERVENCIN POLICIAL NI AMBULANCIA.-
",COMPROMETIDA
ACI   ,"VH ASEG SE ENCONTRABA CIRCULANDO POR GRAL JOSE G ARTIGAS, CUANDO AL GIRAR POR  AV DR JUAN BAUTISTA JUSTO PARA INGRESAR EN LA ESTACION DE SERVICIO, CUANDO UNA BICICLETA QUE VENIA POR ESTA ULTIMA IMPACTA CONTRA MI AUTO, ASEG PRESENTA DAnOS EN LA PARTE DELANTERA DERECHA ,  LA CONDUCTORA DE LA BICICLETA SE CAE AL CAPOT, Y ASEG LA ESTA TRASLADA AL CENTRO MEDICO. TIENE UN GOLPE EN LA CABEZA. SIN INTERVENCION DE AMBULANCIA Y POLICIA.",COMPROMETIDA
