cod_accidente;descripcion;filter;responsabilidad;narracion;resultado
aa    ;asegurado doblaba desde laprida hacia av centenario colisiona con parte delantera izquierda a un peaton que cruzaba por la avenida y al ser encadilado por el sol no ve al peatron la senora se retiro por sus propios medios no intervino policia ni ambulancia;asegurado doblaba desde laprida hacia avenida centenario colisiona parte delantera izquierda peaton cruzaba avenida ser encadilado sol no ve peatron senora retiro sus propios medios no intervino policia ni ambulancia;comprometida;primera persona;0
aa    ;en circunstancias en que el mvil policial se encontraba circulando con balizas y sirenas encendidas por la calle gral jose gervasio artigas cuando al llegar a la interseccin con av gral mosconi con semaforo cambiando de verde para amarillo un vehculo particular que se encontraba sobre la avenida mencionada se adelanta por lo que colisiona con el mvil en el sector del acompanante producto del hecho el patrullero posee danos en el lateral derecho abarcando ambas puertas vidrio delantero y guardabarros trasero del hecho no hubo terceros lesionados se agregan danos de estacionamiento y accesorios no denunciados anteriormente por razones de serviciono participo ambulancia no concurri policia al lugar del hecho para labrar sumariointercambiaron datos y se retiraron los rodados y sus ocupantes del lugar;circunstancias movil policial encontraba circulando balizas sirenas encendidas calle general jose gervasio artigas llegar interseccion avenida general mosconi semaforo cambiando verde para amarillo vehiculo particular encontraba avenida mencionada delantera colisiona movil sector acompanante producto hecho patrullero posee danos lateral derecho abarcando ambas puertas vidrio delantero guardabarros trasero hecho no hubo tercero lesionados agregan danos estacionamiento accesorios no denunciados anteriormente razones serviciono participo ambulancia no concurri policia lugar hecho para labrar sumariointercambiaron datos retiraron los rodados sus ocupantes lugar;concurrente;primera persona;0
aa    ;circulando con la camioneta ford ranger por la calle alte brown  con semaforo verde trate de sobrepasar por el lado derecho al automovil fiat siena rozando con la parte trasera caja el guardabarros delantero derecho provocandole una abolladura;circulando camioneta ford ranger calle alte brown semaforo verde trate sobrepasar lado derecho automovil fiat siena rozando parte trasera caja guardabarros delantero derecho provocandole una abolladura;comprometida;primera persona;1
aa    ;vh aseg circulando por carril lento sobre av pasco a mitad de cuadra un vehiculo que circulaba sobre la misma gira hacia la derecha invadiendo el carril del aseg sin colocar balizas aseg maniobra hacia la derecha para esquivarlo e impacta su parte delantera izquierda optica capot guardabarro paragolpe contra el guardabarro trasero derecho de un tercero que estaba circulando sobre la misma conductor presenta rectificacion en el cuello amigo de conductor aseg tiene golpes en rodilla y hombro sin lesiones en el vh del tercero ni desplazamientos;vehiculo asegurado circulando carril lento avenida pasco mitad cuadra vehiculo circulaba misma gira hacia derecha invadiendo carril asegurado sin colocar balizas asegurado maniobra hacia derecha para esquivarlo e impactado su parte delantera izquierda optica capot guardabarro paragolpe contra guardabarro trasero derecho tercero estaba circulando misma conductor presenta rectificacion cuello amigo conductor asegurado tiene golpes rodilla hombro sin lesiones vehiculo tercero ni desplazamientos;discutida;tercera persona;1
aa    ;circulaba por av hiplito yrigoyen al llegar a la interseccion con esteban arce no pude frenar y colisiono conmi frente en la parte trasera del tercero que me antecedia chevrolet celta lcx y este a su vez se desplaza hacia adelante embistendo con su frente en la parte trasera del b que lo antecedia renault logan nkg conductor dolor en cuello y acompananate dolor de espalda del celta indican lesiones no asiste ambulancia y nos dirigimos a la cria alte brown b longchamps en mi rodado y el logan no hubo lesiones dado que viajabamos solos;circulaba avenida hiplito yrigoyen llegar interseccion esteban arce no pude frenar colisiono conmi frente parte trasera tercero me antecedia chevrolet celta lcx este su vez desplaza hacia delante embistendo su frente parte trasera b antecedia renault logan nkg conductor dolor cuello acompananate dolor espalda celta indican lesiones no asiste ambulancia nos dirigimos cria alte brown b longchamps mi rodado logan no hubo lesiones dado viajabamos solos;comprometida;primera persona;1
aa    ;redgreenlue circulando por don bosco al frenar imprevistamente el coche de adelante se produjo la colisin a muy baja velocidad con mi frente en su parte posterior ya que hay un baden sin desplazamientos el tercero manifest dolencias y fue trasladado al hospital de escobar el parte medico indico que no presentaba lesiones ampliacion del aseguradod circulando por la calle don bosco se formo una fila de coches debido a una cuneta pronunciada de la interseccion con la calle pellegrini se avanzaba dos o tres metros y se frenaba  y en una oportunidad no llegue a frenar  ahi se produce la colision se baja el senor unico ocupante del vehiculo y me dice que  le parece que le bajo la presion  entonces por las dudas llamo al servico de ambulancia de escobar que es la localida en donde se produce dicha colision llega la ambulacia  defensa civil y la policia se llevan al senor al hospital publico de escobar y a mi me mandan a la comisaria ra de escobar despues de un rato  la oficial pregunta si el senor va a realizar acciones legales o si se va a solucionar con el seguro el senor dice que no va a realizar ninguna accion  entonces la oficial hace un acta en  donde consta esta decision a mi no me dan copia de la misma pero no se retuvieron los coches asi que debo presumir que fue asi por otro lado tuve la posibilidad de que un conocido vio el informe del hospital el cual esta en la comisaria primera en donde dice que no se encontro lesion alguna;circulando don bosco frenar imprevistamente coche delante produjo colision muy baja velocidad mi frente su parte posterior ya hay baden sin desplazamientos tercero manifest dolencias fue trasladado hospital escobar parte medico indico no presentaba lesiones ampliacion asegurado circulando calle don bosco formo una fila coches debido una cuneta pronunciada interseccion calle pellegrini avanzaba dos o tres metros frenaba una oportunidad no llegue frenar ahi produce colision baja senor unico ocupante vehiculo me dice le parece le bajo presion entonces las dudas llamo servico ambulancia escobar es localida donde produce dicha colision llega ambulacia defensa civil policia llevan senor hospital publico escobar mi me mandan comisaria ra escobar despues rato oficial pregunta si senor va realizar acciones legales o si va solucionar asegurado senor dice no va realizar ninguna accion entonces oficial hace acta donde consta esta decision mi no me dan copia misma pero no retuvieron los coches asi debo presumir fue asi otro lado tuve posibilidad conocido vio informe hospital cual esta comisaria primera donde dice no encontro lesion alguna;comprometida;primera persona;1
aa    ;asegurado circulando por av lincoln cuando esta cruzando calle joaquin v gonzalez es colisionado en su lateral delantero derecho por parte delantera de un tercero que circulaba por calle joaquin v gonzalez sin desplazamientos sin lesiones;asegurado circulando avenida lincoln esta cruzando calle joaquin v gonzalez es colisionado su lateral delantero derecho parte delantera tercero circulaba calle joaquin v gonzalez sin desplazamientos sin lesiones;concurrente;tercera persona;1
aa    ;me encontraba detenido sobre sarmiento  sentido nortesur cuando abre el semaforo yo arranco pero el vh que tenia adealnte no avanzo por tal motivo yo lo impacte con mi frente en su parte trasera el ro era un remis y presentaba danos previos en la zona del impacto ambas opticas traseras las tenia danadas paragolpe y tapa de baul tenia danos previos no hay otros vh involucrados ni lesiones datos del tercero migues nestor aldo fiat uno fwb  amca;me encontraba detenido sarmiento sentido nortesur abre semaforo yo arranco pero vehiculo tenia delante no avanzo tal motivo yo impacto mi frente su parte trasera ro era remis presentaba danos previos zona impacto ambas opticas traseras las tenia danadas paragolpe tapa baul tenia danos previos no hay otros vehiculo involucrados ni lesiones datos tercero migues nestor aldo fiat uno fwb amca;comprometida;primera persona;1
aa    ;circulaba por la calle paunero cruzando la calle coronel suarez cuando un auto que circulaba por la ultmima a gran velocidad nos colisiona con la parte delantera en el lateral trasero izquierdo haciendo que nuestro auto gire casi  grados en el mismo eje a causa del impacto el asegurado quien venia de acompanante sufre lesiones en la cervical y la espalda el tercero se negaba a brindar datos y  en base a esto se llama a la polica y ambulancia sin desplazamiento;circulaba calle paunero cruzando calle coronel suarez auto circulaba ultima gran velocidad nos colisiona parte delantera lateral trasero izquierdo haciendo nuestro auto gire casi grados mismo eje causa impacto asegurado quien venia acompanante sufre lesiones cervical espalda tercero negaba brindar datos base esto llama polica ambulancia sin desplazamiento;discutida;tercera persona;1
aa    ;vh asegurado circulando por parral cuando al llegar a la interseccion con ambrosetti sin semaforo otro vh el tercero colisiona con su parte frontal en el lateral derecho del vh asegurado con interv ambulancia deriva a policilinico central san justo  interv comisaria distrital noroeste de san justo cond del tercero con golpes en cabeza sin desplazamientos;vehiculo asegurado circulando parral llegar interseccion ambrosetti sin semaforo otro vehiculo tercero colisiona su parte frontal lateral derecho vehiculo asegurado interv ambulancia deriva policilinico central san justo interv comisaria distrital noroeste san justo cond tercero golpes cabeza sin desplazamientos;concurrente;tercera persona;1
aa    ;asegurado circulaba por calle jujuy al llegar a la esquina colisiona con el tercero que venia por calle berro  sin lesiones ni mas terceros involucrados;asegurado circulaba calle jujuy llegar esquina colisiona tercero venia calle berro sin lesiones ni mas tercero involucrados;concurrente;tercera persona;1
aa    ;asegurado circulando por calle esteban agustin gasconal cruzar la interseccion de calle francisco bieirocuando un tercero que venia por esta ultimase le cruzael aseguirado no llega a frenar y lo colisionacon la parte delantera del aseguradocontra la parte trasera y lateral izquierda del tercerosin desplazamientoscon lesiones del tercero y su acompananteinterviene policia y ambulanciason trasladado al hospital de boulogne para observaciones    d;asegurado circulando calle esteban agustin gasconal cruzar interseccion calle francisco bieirocuando tercero venia esta ultima le cruzael asegurado no llega frenar colisionado parte delantera aseguradocontra parte trasera lateral izquierda tercero desplazamientoscon lesiones tercero su acompananteinterviene policia ambulanciason trasladado hospital boulogne para observaciones d;comprometida;tercera persona;1
aa    ;circulando por la misma cuando no alcanzo a frenar y colisiono al auto delantero con mi frente en su trasera sin desplazamientos y sin lesionados;circulando misma no alcanzo frenar colisiono auto delantero mi frente su trasera sin desplazamientos sin lesionados;comprometida;primera persona;1
aa    ;asegurado circulaba por presbitero natta cuando la unidad que se encontraba pordelante suyo frena a causa de otro vehculo de delante que se detuvo repentinamenteante esta situacin el asegurado no llega a frenar e impacta contra la parte traserade la unidad que vena adelante;asegurado circulaba presbitero natta unidad encontraba delante suyo frena causa otro vehiculo delante detuvo repentinamenteante esta situacin asegurado no llega frenar e impactado contra parte traserade unidad vena delante;;primera persona;0
aa    ;detenido por semaforo sobre ruta  asegurado es colisionado por un tercero en la parte trasera luego lo desplaza hacia adelante por lo cual asegurada es rozado por un colectivo que estaba de mano izquierda tambien detenido a causa del hecho un companero que iba con el asegurado se lastima intervino policia y ambulancia  se labro denuncia policial tel de asegurado  ampliacin aseguradoel estaba detenido sobre onorio luque por semaforo interseccion con ruta  estando totalmente detenidos por el semaforo es colisionado en su parte trasera por un tercero por la fuerza del choque el asegurado se desplaza hacia su izquierda rozando un colectivo que se encontraba detenido a su lado al momento del siniestro se encontraba acompanado por un companero del trabajo martinez nelson quien sufrio lesiones y fue atendido por la ambulancia al igual que la persona que lo choca por detras respecto de la comisaria que interviene refiere que es la unica de laferrere guitierrez y lopez may informa que no fue sometido a test de alcoholemia nos brinda ademas los datos de la persona que lo choca de atrasconductor torres jonathan emanuel   dni   vehculo ford fiesta dominio azw negro  titular torres mario cel compana aseguradora agrosaltahara el reclamo en la compania del tercero por sus danos y por las lesiones de su companero f;detenido semaforo ruta asegurado es colisionado tercero parte trasera luego desplaza hacia delante cual asegurado es rozado colectivo estaba mano izquierda tambien detenido causa hecho companero iba asegurado lastima intervino policia ambulancia labro denuncia policial tel asegurado ampliacin asegurado estaba detenido onorio luque semaforo interseccion ruta estando totalmente detenidos semaforo es colisionado su parte trasera tercero fuerza choque asegurado desplaza hacia su izquierda rozando colectivo encontraba detenido su lado momento siniestro encontraba acompanado companero trabajo martinez nelson quien sufrio lesiones fue atendido ambulancia igual persona choca detras respecto comisaria interviene refiere es unica laferrere guitierrez lopez may informa no fue sometido test alcoholemia nos brinda ademas los datos persona choca atrasconductor torres jonathan emanuel dni vehiculo ford fiesta dominio azw negro titular torres mario cel compana asegurado agrosaltahara reclamo compania tercero sus danos las lesiones su companero f;discutida;tercera persona;1
aa    ;vh asegurado estaba detenido en el semaforo cuando se le suelta el embrague y vh asegurado colisiona con su parte frontal en la parte trasera del tercero otro vh que se encontraba detenido delante del asegurado  sin lesiones sin interv policial ni ambulancias;vehiculo asegurado estaba detenido semaforo le suelta embrague vehiculo asegurado colisiona su parte frontal parte trasera tercero otro vehiculo encontraba detenido delante asegurado sin lesiones sin interv policial ni ambulancias;comprometida;tercera persona;1
aa    ;me encontraba circulando cuando al llegar al peaje fallan mis frenos por lo que embisto al vh e un tercero dwm en su parte trasera con mi parte delantera este a su vez por el desplazamiento impacta al vh de otro tercero ozz en su parte trasera con su parte delantera do tercero soria mendoza diego  sedan toyota equios  ozz   no hubo mas lesionados ni mas terceros datos del tercero corimayo alan emanuel peugeot  dwm  liderar seguros;me encontraba circulando llegar peaje fallan mis frenos embisto vehiculo e tercero dwm su parte trasera mi parte delantera este su vez desplazamiento impactado vehiculo otro tercero ozz su parte trasera su parte delantera tercero soria mendoza diego sedan toyota equios ozz no hubo mas lesionados ni mas tercero datos tercero corimayo alan emanuel peugeot dwm liderar seguros;comprometida;primera persona;1
aa    ;vh asegurado circulaba por calle marcos paz cuando colisiona su parte delantera derecha en parte trasera izquierda de un tercero tanto el conductor como el acompanante del vh b presentan dolor de espalda sin desplazamientos;vehiculo asegurado circulaba calle marcos paz colisiona su parte delantera derecha parte trasera izquierda tercero tanto conductor como acompanante vehiculo b presentan dolor espalda sin desplazamientos;comprometida;tercera persona;1
aa    ;el aseg circulaba por calle sargento cabral de sur a norte cuando cruza corrientes un ro que venia por corrientes colisiona al aseg en parte delantea izquierda con la parte del derecha del ro sin desplazamientos ni lesiones  ampliacionse amplia con el asegurado dado que de acuerdo al sentido de circulacion de los rodados y denuncia del tercero la mecanica inicial no estaria correctafinalmente  nos confirma el asegurado que circulaba sobre sgto cabral y en la interseccion con calle corrientes impacta con un rodado tercero que circulaba desde la derecha con dos ocupantes;asegurado circulaba calle sargento cabral sur norte cruza corrientes ro venia corrientes colisiona asegurado parte delantera izquierda parte derecha ro sin desplazamientos ni lesiones ampliacionse amplia asegurado dado acuerdo sentido circulacion los rodados denuncia tercero mecanica inicial no estaria correctafinalmente nos confirma asegurado circulaba sgto cabral interseccion calle corrientes impactado rodado tercero circulaba desde derecha dos ocupantes;comprometida;tercera persona;1
aa    ;asegurado circulando sobre calle cristiania interseccin rp gral rojo tercero circulando sobre esta ultima impacta con parte delantera izquierda  en lateral derecho del asegurado sin desplazamiento acompanante del tercero con lesiones derivado al hospital en ambulancia;asegurado circulando calle cristiania interseccion rp general rojo tercero circulando esta ultima impactado parte delantera izquierda lateral derecho asegurado sin desplazamiento acompanante tercero lesiones derivado hospital ambulancia;comprometida;tercera persona;1
aa    ;en  y  venia atras de un vh cuando arranca yo arranca y me frena repentinamente colisionandolo con mi parte frontal a la parte trasera de un auto que se desplaza hacia adelante y colisiona a otro que estaba delante;venia atras vehiculo arranca yo arranca me frena repentinamente colisionando mi parte frontal parte trasera auto desplaza hacia delante colisiona otro estaba delante;comprometida;primera persona;1
aa    ;circulando por calle intendente arricau al intentar cruzar la avenida gaspar campos un vehculo que vena por esta daltima desde mi derecha tambien pasa y colisiono con mi frente en la parte delantera izquierda del tercero sin desplazamientos ni lesiones;circulando calle intendente arricau intentar cruzar avenida gaspar campos vehiculo vena esta daltima desde mi derecha tambien pasa colisiono mi frente parte delantera izquierda tercero sin desplazamientos ni lesiones;comprometida;primera persona;1
aa    ;venia circulando por la calle roma  y en la interseccion con lacano un vh que venia por esta ultima no lo veo cuando esta cruzando  y lo embisto en el lateral izquierdo con mi parte delantera  sin lesionado  sin desplazamientos ;venia circulando calle roma interseccion lacano vehiculo venia esta ultima no veo esta cruzando embisto lateral izquierdo mi parte delantera sin colisionado sin desplazamientos;comprometida;primera persona;1
aa    ;vhc asegurado circulando por calle alippi colisiona su parte delantera con la parte trasera de un tercero que circulaba delante sin desplazamientos ni lesiones;vehiculo asegurado circulando calle alippi colisiona su parte delantera parte trasera tercero circulaba delante sin desplazamientos ni lesiones;comprometida;tercera persona;1
aa    ;el asegurado circulando sobre dr osvaldo magnasco cuando el auto que venia delante frena por el trafico de alcorta y el asegurado distraido lo colisiona en la parte trasera sin desplazmaientos  con lesiones de espalda de los dos ocupantes del otro vehiculo  no hubo intervencion de ambulancia  ellos concurririan al hospital por sus medios;asegurado circulando dr osvaldo magnasco auto venia delante frena trafico alcorta asegurado distraido colisiona parte trasera sin desplazmaientos lesiones espalda los dos ocupantes otro vehiculo no hubo intencion ambulancia ellos concurririan hospital sus medios;comprometida;tercera persona;1
aa    ;circulaba por jose pedro varela cuando el vehiculo de adelante frena de golpe y lo colisiono con la parte delantera ;circulaba jose pedro varela vehiculo delante frena golpe colisiono parte delantera;comprometida;primera persona;1
aa    ;el vh aseg circulaba por calle cangallo y en interseccion con av san martin se produce el choque con la parte delantera derecho del vh aseg con la parte del izq del vh tercero el vh aseg se desplaza y termina sobre la vereda el conductor del vh tercero manifestaba dolores de cabeza a causa dle siniestro intervino policia y ambulancia desconoce si lo trasladaron;vehiculo asegurado circulaba calle cangallo interseccion avenida san martin produce choque parte delantera derecho vehiculo asegurado parte izquierda vehiculo tercero vehiculo asegurado desplaza termina vereda conductor vehiculo tercero manifestaba dolores cabeza causa dle siniestro intervino policia ambulancia desconoce si trasladaron;comprometida;tercera persona;1
aa    ;el asegurado circulaba por entre rios lentamente por el transito cuando el tercero que circulaba delante frena de golpe el asegurado no puede evitar chocarlo en la parte trasera el tercero manifesto dolor en el cuello se llamo a la ambulancia;asegurado circulaba entre rios lentamente transito tercero circulaba delante frena golpe asegurado no puede evitar chocarlo parte trasera tercero manifesto dolor cuello llamo ambulancia;comprometida;tercera persona;1
aa    ;vh aseg circulaba por av  del libertador cuando impacta su parte delantera contra la parte trasera del vh del tercero que circulaba adelante y se detiene de repente sin desplazamientos ni lesionados;vehiculo asegurado circulaba avenida libertador impactado su parte delantera contra parte trasera vehiculo tercero circulaba delante detiene repente sin desplazamientos ni lesionados;comprometida;tercera persona;1
aa    ;vh aseg estaba detedino en el semaforo cuando abre avanza e impacta su parte delantera contra trasera del vh del tercero que circulaba adelante y se detiene de repente por el transito sin desplazamientos ni lesionados;vehiculo asegurado estaba detedino semaforo abre avanza e impactado su parte delantera contra trasera vehiculo tercero circulaba delante detiene repente transito sin desplazamientos ni lesionados;comprometida;tercera persona;1
aa    ;arranc el trafico con el cambio de semaforo y volvi a frenar de golpe toque el paragolpe del auto de adelante;arranc trafico cambio semaforo volvi frenar golpe toque paragolpe auto delante;comprometida;primera persona;1
aa    ;el asegurado iba circulando por rivadavia dobla hacia chile y colisiona a un vehiculo detenido por el transito en parte trasera con la parte delantera sin lesiones ni desplazamientos;asegurado iba circulando rivadavia dobla hacia chile colisiona vehiculo detenido transito parte trasera parte delantera sin lesiones ni desplazamientos;comprometida;primera persona;0
aa    ;circulando por calle dardo rocha al cruzar la calle lincoln un vehculo que vena por esta daltima desde mi derecha tambien pasa y me colisiona entre las puertas derechas sin desplazamientos mi amiga y yo estamos con dolores cervicales mi amiga tiene danos en la rodilla derecha yo tengo dolor en la muneca izquierda sin intervencin de ambulancia ni polica;circulando calle dardo rocha cruzar calle lincoln vehiculo vena esta daltima desde mi derecha tambien pasa me colisiona entre las puertas derecha sin desplazamientos mi amiga yo estamos dolores cervicales mi amiga tiene danos rodilla derecha yo tengo dolor muneca izquierda sin intencion ambulancia ni polica;concurrente;primera persona;1
aa    ;circ por asuncion al cruzar chile un veh me colisiono en puerta trasera derecha me desplazo y quede con el veh sobre la vereda con lesiones la esposa de un amigo que viajaba atras con dos ninosintervino policia y ambulancia traslado que traslado a la mujer y un nino al hospitalcontactamos al asegurado habia formalizado en la cia  tercero por derecha asuncion por la cual transitaba el asegurado de doble mano el tercero lo embiste en el lateral medio y trasero derecho no hay  semaforos el asegurado viajaba con la esposa de un amigo y sus dos hijosla ambulancia traslado a la tercera y sus hijos  policia concurrio al lugar tomo datos no traslado a nadie a la comisaria no les hicieron alcoholemia a los conductores segun el asegurado no se labro causa penal porque ambos conductores se pasaron los datos del seguro y manifestaron que no iban a hacer denuncia por lesiones  desde caja le designaron al estudio geller  para reclamar por sus danos contra agrosalta ;circulaba asuncion cruzar chile vehiculo me colisiono puerta trasera derecha me desplazo quede vehiculo vereda lesiones esposa amigo viajaba atras dos ninosintervino policia ambulancia traslado traslado mujer nino hospitalcontactamos asegurado habia formalizado cia tercero derecha asuncion cual transitaba asegurado doble mano tercero embiste lateral medio trasero derecho no hay semaforos asegurado viajaba esposa amigo sus dos hijosla ambulancia traslado tercero sus hijos policia concurrio lugar tomo datos no traslado nadie comisaria no les hicieron alcoholemia los conductores segun asegurado no labro causa penal porque ambos conductores pasaron los datos asegurado manifestaron no iban hacer denuncia lesiones desde caja le designaron estudio geller para reclamar sus danos contra agrosalta;concurrente;tercera persona;0
aa    ;el vehiculo asegurado circulaba por cristiania al llegar al semafor no frena a tiempo y colisiona con el frente la parte trasera de un vehiculo detenido alli  sin lesiones sin desplazamientos;vehiculo asegurado circulaba cristiania llegar semafor no frena tiempo colisiona frente parte trasera vehiculo detenido alli sin lesiones sin desplazamientos;comprometida;tercera persona;1
aa    ;aseg circulando dentro de playon de centro comercial ubicado sobre monsenor bufano    colisiona a un tercero con su parte delantera en el lateral izquierdo de este vh sin desplazamientosconductor tercero manifesto dolencia en la cabeza fue asistido por ambulancia del predio no fue trasladado;asegurado circulando delantero playon centro comercial ubicado monsenor bufano colisiona tercero su parte delantera lateral izquierdo este vehiculo sin desplazamientosconductor tercero manifesto dolencia cabeza fue asistido ambulancia predio no fue trasladado;comprometida;tercera persona;1
aa    ;aseg circulando por calle las heras y al doblar a la derecha para continuar por calle darraguira y escucha un ruido y un grito se baja y ve la bicicleta tirada en el piso del lado derecho de su auto  la ayuda a levantarse le ofrece llevarla al hispotal pero justo pasaba un patrullero y  llaman ambulancia y la llevan al hospital para hacerle revision ;asegurado circulando calle las heras doblar derecha para continuar calle darraguira escucha ruido grito baja ve bicicleta tirada piso lado derecho su auto ayuda levantarse le ofrece llevarla hispotal pero justo pasaba patrullero llaman ambulancia llevan hospital para hacerle revision;comprometida;tercera persona;0
aa    ;el vh asegurado circulaba por calle arce cuando al doblar hacia la izquierda para tomar calle maure se produce la colision con un tercero que circulaba por esta ultima calle no hubo lesionados intercambiamos datos intervino la policia y nos retiramos luego ayer por la tarde me indica que fue al hospital anchorena ya que tenia dolor de cabeza cervicalgiate asegurada  ;vehiculo asegurado circulaba calle arce doblar hacia izquierda para tomar calle maure produce colision tercero circulaba esta ultima calle no hubo lesionados intercambiamos datos intervino policia nos retiramos luego ayer tarde me indica fue hospital anchorena ya tenia dolor cabeza cervicalgiate asegurado;comprometida;tercera persona;1
aa    ;circulando por arribenos calle de doble mano habia vehiculos estacionados en ambas manos cuando un vehiuclo que venia por la mano contraria me da paso maniobro hacia la izquierda y es impactado por una pareja de persona que iba caminando por la calle en lateral delantero derecho  retrovisor  sin lesiones ni desplazamientos ampliacionel asegurado comenta que los dos policias caminaban por la calle arribenos uno al lado del otro de frente a el  y  de civil calle doble mano con autos estacionados en ambas manos  el vehiculo que circulaba de frente le da paso esquiva a los peatones pero el masculino empuja y arranca el espejo retrovisor del lado derecho;circulando arribenos calle doble mano habia vehiculo estacionados ambas manos vehiculo venia mano contraria me da paso maniobro hacia izquierda es impactado una pareja persona iba caminando calle lateral delantero derecho retrovisor sin lesiones ni desplazamientos ampliacionel asegurado comenta los dos policias caminaban calle arribenos uno lado otro frente civil calle doble mano autos estacionados ambas manos vehiculo circulaba frente le da paso esquiva los peatones pero masculino empuja arranca espejo retrovisor lado derecho;concurrente;primera persona;1
aa    ;vh aseg circulaba sobre calle ardoino pasa el paso nivel colisiona a un tercero el cual se superpone delante del vh aseg por la izquierda en contramano y frena de repente con su parte delantera del vh aseg en la parte trasera de este luego el conductor de vh tercero se baja de su vh y golpea al vh aseg en su parte delantera  sin lesiones sin desplazamientossin intervencion de movil policial;vehiculo asegurado circulaba calle ardoino pasa paso nivel colisiona tercero cual superpone delante vehiculo asegurado izquierda contramano frena repente su parte delantera vehiculo asegurado parte trasera este luego conductor vehiculo tercero baja su vehiculo golpea vehiculo asegurado su parte delantera sin lesiones sin desplazamientossin intencion movil policial;comprometida;tercera persona;1
aa    ;asegurado circulaba por av de mayo embisti con frente a la parte trasera de tercero que se detuvo delante por el cruce de calle transversal sin lesiones ni desplazamientos;asegurado circulaba avenida mayo embesti frente parte trasera tercero detuvo delante cruce calle transversal sin lesiones ni desplazamientos;comprometida;tercera persona;1
aa    ;circulaba sobre flores al cruzar defilippi el tercero que venia por esta ultima me colisona con su frente en mi lateral derecho sin desplazamientos ni lesionados;circulaba flores cruzar defilippi tercero venia esta ultima me colisiona su frente mi lateral derecho sin desplazamientos ni lesionados;concurrente;primera persona;1
aa    ;circulando por rosario al llegar a la interseccion con av la plata giro a la derecha y un senor que intentaba cruzar se detiene yo retomo la marcha y el vuelve avanzar sin poder evitar impactarlo ;circulando rosario llegar interseccion avenida plata giro derecha senor intentaba cruzar detiene yo retomo marcha vuelve avanzar sin poder evitar impactado;comprometida;primera persona;1
aa    ;redgreenlue vh asegurado circulando por avda cramer es colisionado en su lateral derecho por un tercero en moto  personas con casco se retiran por sus propios medios;vehiculo asegurado circulando avda cramer es colisionado su lateral derecho tercero moto personas casco retiran sus propios medios;comprometida;tercera persona;1
aa    ;vehculo asegurado cirulaba por av  san martin impacta con su parte delantera en la parte trasera de un tercero que circulaba adelante y gir sin senalizar para tomar calle tucuman sin desplazamientos el conductor del vehculo tercero manifest dolor de cabeza  sin int medica  sin int policial  amplio con el aseguradocomenta que ambos circulaban por av san martin desde quilmes hacia el arco de calzada iba a bastante velocidad y en una interseccion el tercero ford focus dobla hacia tucuman pero pese a frenar  el asegurado derrapa e impacta al tercero en el paragolpes trasero a causa del golpe como doblaba cerrado el tercero impacta con su frente contra un poste no intervino personal policial ni ambulancia no hubo mas terceros tanto el asegurado como tercero circulaba  solos   el asegurado manifesto que el tercero estaba distraido que le dijo que le dolic un poco la cabeza  pero que estas cosas suelen pasar intercambiaron los datos y se retiraron formalizo en cia me pasa  el numero del tercero por wp ;vehiculo asegurado circulaba avenida san martin impactado su parte delantera parte trasera tercero circulaba delante gir sin senalizar para tomar calle tucuman sin desplazamientos conductor vehiculo tercero manifest dolor cabeza sin int medica sin int policial amplio aseguradocomenta ambos circulaba avenida san martin desde quilmes hacia arco calzada iba bastante velocidad una interseccion tercero ford focus dobla hacia tucuman pero pese frenar asegurado derrapa e impactado tercero paragolpes trasero causa golpe como doblaba cerrado tercero impactado su frente contra poste no intervino personal policial ni ambulancia no hubo mas tercero tanto asegurado como tercero circulaba solos asegurado manifesto tercero estaba distraido le dijo le dolic poco cabeza pero estas cosas suelen pasar intercambiaron los datos retiraron formalizo cia me pasa numero tercero wp;comprometida;tercera persona;1
aa    ;aseg circulaba sobre calle bragado al cruzar cosquin fue colisionado en su parte delantera derecha por el lateral izquierdo de un tercero que circulaba sobre la daltima el tercero presenta dolor de cabeza producto del impacto  sin desplazamientos intervino same   intervino policia derivo al hospital santojiani;asegurado circulaba calle bragado cruzar cosquin fue colisionado su parte delantera derecha lateral izquierdo tercero circulaba daltima tercero presenta dolor cabeza producto impacto sin desplazamientos intervino same intervino policia derivo hospital santojiani;comprometida;tercera persona;1
aa    ;vh asegurado circulando por av juan b justo cuando dobla a av san martin impacta a un tercero en moto en su lateral izquierdo con el lateral derecho trasero del mismo sin desplazamientos el conductor se cae al pavimento y luego se retira por sus propios medios;vehiculo asegurado circulando avenida juan b justo dobla avenida san martin impactado tercero moto su lateral izquierdo lateral derecho trasero mismo sin desplazamientos conductor cae pavimento luego retira sus propios medios;comprometida;tercera persona;1
aa    ;circulando por calle esquida al llegar a la interseccin con calle albarinos ingreso a esta daltima en contramano para retomar la calle juan b justo ya que la calle anterior aguilar estaba cortada al llegar a juan bjusto quiero doblar hacia la izquierda para tomar esta daltima y en ese entonces un tercero que circulaba por juan bjusto tambien pas y colisionamos mi parte derecha con el frente del tercero;circulando calle esquida llegar interseccion calle albarinos ingreso esta daltima contramano para retomar calle juan b justo ya calle anterior aguilar estaba cortada llegar juan bjusto izquierdo doblar hacia izquierda para tomar esta daltima ese entonces tercero circulaba juan bjusto tambien pas colisionado mi parte derecha frente tercero;comprometida;primera persona;1
