cod_accidente;descripcion_del_hecho - Final;responsabilidad
am    ;aseg circulando au ricchieri tercero moto circulando misma mala maniobra impacta lateral espejo derecho tercero ocupantes caen piso intervencion lesiones visibles;discutida
am    ;detenido aranguren cuenca abro puerta moto embiste ne puerta lado derecho motociclista cae piso laventa propios medioscon intervencion policial medica trasladado htal tenia asegurado formalizo casa central ratifico mecanica hechoconcurri atendio lugar retiro trasladadola concurrio tercero quiso hacer denuncia sino retenan moto nadie trasladado comisarccad;comprometida
am    ;aegurado circulando sarmiento cruzar ceden paso embestido moto lateral trasero izquierdo aseg ocup cae pavimento interv retira medios dolor codo;comprometida
aa    ;asegurado circulando terrero embiste parte delantera tercero circulaba mismo parte trasera desplazamientos vehiculo tercero asegurado sufren lesiones intervino;comprometida
cicl  ;circulaba callao llego intrseccin corientes corta semaforo quedo bocacalle siento lateral izq veo habia ciclista callo bicicleta raspo derecha derecha ofrec atencin medica quiso luego retir tercero involucrado mas lesionados intervino nipolicia datos tercero lischeti lucas;comprometida
am    ;asegurado estacionado abre puerta embestido moto circulando misma ocup cae pavimento interv retira medios;comprometida
am    ;asegurado circulando recondo aminora marcha tercero frena delante interseccion tercero moto ocupante cae moto acusa asegurado haberlo tocado levemente vehiculo asegurado sintio tercero intervino tercero tenia dolor pieampliamos v asegurado formalizo denuncia v cia aseg iba detras tercero ultima frena asegurado intenta frenar auto derrapa puede evitar parte trasera automovil tercero colision leve tercero lastimo sangraba quiso llamar intervino policiaquedo pasarnos fotos auto registro tercero;comprometida
aa    ;ciculando calchaqui llegar azurduy freno transito freno igualmente toco peugeot desplazandose impactando vw ventoampliamos v asegurado cuanto hecho corrobor mecanica impacta tercero parte trasera intent frenar lleg hacerlo manifiesta rodado tercero iban ocupantes bien recuerda exacto caractersticas solo recordaba cara;comprometida
am    ;asegurado circulaba alsina colisiona parte delantera parte lateral trasera izquierda moto circulaba abdon garcia moto tenia ocupantes ambos tenian cayeron piso desconoce presentaban lesiones intervencion medica policialampliamos v asegurado formalizo oficina san justo tercero prioridad paso asegurado embistente terceros rapidamente lugar participacion policial mas datos terceros aportados;comprometida
am    ;venia circulando carranza detras camin xcruzar alle semaforo pone freno inmediatamente acto seguido moto venia niceto vega frena golpe resvala cae piso auto luego levanta presentar danos patea puerta trasera auto despues acerca ventanilla pega pina izquierdo estaciono auto salgo pesar violencia terminamos intercambiando datos vale destacar colisin alguna moto datos tercero stallion argentina srl bajaj rouser adqw triunfo segurosampliamos asegurado manifesto siguiente circulando detras camion llega semaforo cambiando queda mal ubicado interseccion calles posterior escucha frenada golpe mira costado ve moto tendida pisoel motociclista levanta patea auto asegurado baja ventanilla agrediendo motociclista golpea cara aclaro contacto vehiculo moto tercero cayo vehecculo;comprometida
am    ;arranco semaforo cruz moto aprete freno igual llegue tocarlo atras romp luz plastico;comprometida
peatã“n;aseg circulando ana lena guerrieri tercero peaton encontraba cruzando baston cae suelo asegurado indica haber contacto tercero aparentemente cae solo intervencion actuaciones tercero trasladado hospital posadas caida;comprometida
am    ;encontraba semaforo arranco moto circulaba adelante frena logro frenar toco parte delantera parte trasera unico ocupante moto cae piso llevaba moto apoyada piso indic funcionaban bien cambios tel intervencion policial same motociclista retira lugar andando moto datos tercero carlos zanella patagonia gnd atm;comprometida
aa    ;encontraba saliendo estacionamiento shopping tercero impacta parte delantera derecha parte delantera lesionados mas terceros datos tercero casteluccio agustin vw vento kmc federacion patronal;comprometida
cicl  ;aseg circulaba choel choel llega esquina payares pasa ciclista asg deja pasar despues pasa vhl aseg impacta parte delantera izq parte derecha bicicleta bicicleta cae suelo aseg pide quede persona llego lugar busca ayuda salita lugar vine trasladado hospita evita lanus sufre lesion derechaampliamos v asegurado formalio lanus asegurado manifiesta tercero venia payares contramano tercero cae tenia dolores cuerpo piernas media cuadra sala primeros auxilios buscar ambulanciala llegola hizo primeros auxilios trasladaron dolia piernalo llevaron hospital evita bicicleta quedo sala primeros auxilios tercero tenia fracturas;concurrente
am    ;aseg circulando sarsfield colisiona tercero moto ocupante parte lateral izquierda parte lateral izquierda aseg refiere producto tercero cae moto presenta lesiones miembros superiores intervine trasladan tercero hospital dr alberto balestrini recibir asistencia medicaampliamos asegurado d aseg circulando velez sarsfield llegar interseccion mariquita sanchez thompson intenta girar izquierda estc haciendo maniobra giro observa m aproxima motocicleta ahcc produce colision tercero trasladado tercero lesion brazo hicieron alcoholemia asegurado analisis orina franco salia domicilio casa ezeiza pasar fin semana iba hija auto;comprometida
am    ;circulaba despacio derecha levemente esquivo pozo siento ruido golpe lado acompanante moto pasaba derecha velocidad moto sigue embiste auto estacionado moto quedo piso asistido formalizo casa central asegurado esquivo pozo iba esposa hijos momento tercero iba derecha quiso esquivar impacta luego colisiona automovil estacionadocuando volantea asegurado golpe laterla derecho altura espejo ahcc tercero pierde control luego cae asegurado vio motociclista previamenteel tercero atendido duran esguince punto tomo datos inclusive propietario auto estacionado llamaron alcoholemia hicieron fs;comprometida
am    ;asegurado circulando sobremonte doblar avellaneda izquierda colisonado lateral trasero derecho frente yuna moto venia contraria sobremonte luz intervino retiro propios medios;comprometida
am    ;vena circulando buenos aires llegar esquina independencia choc moto lat derecho frente senor result lesiones leves intervino polica same despl;comprometida
am    ;encontraba circulando disponerme girar derecha moto intentando pasarme impacta parte delantera derecha parte delantera cayendose acompanante levanta patea espejo retrovisor derecho acompanante tercero queda suelo luego asistida lesionados mas terceros datos tercero lucas celedon bajaj rouser axtu atm;comprometida
peaton;aseg circulaba terrada llegar interseccin galicia nino baja corriendo taxi detenido tropezando lateral derecho aseg nino cae pavimento result lesionado trasladado centro medico intervinieron policias;concurrente
am    ;aseg circulaba avda cramer moto ocupantes circulaba misma intent sobrepasarlo embistiendo lateral delantero izq aseg motociclista utilizaba cay pavimento presentaba lesiones visibles intervine same acompanante derivada hospital pirovano contactamos v asegurado mismo manifiesta motocicleta circulaba mismo querer sobrepasarlo impacta espejo retrovisor izquierdo asegurado dice iba pegado doble lccnea amarilla moto iban personas tercero novia asegurado quiere reclamar atm tercera trasladada ambulanciala acerco solo tomo datos hicieron alcoholemiaversion tercero manifiesta transito casi frenado circulaba lentamente momento par asegurado lado izquierdo asegurado realiza maniobra abrupta virar girar izquierda ahec lleva puestos novia ambos salieron despedidos motocicleta tercero relato sucedido enojo dado podia creer version asegurado diferente;comprometida
peaton;transitaba arias llegar parque dispongo girar izquierda ingresar parque haciendo alacanzo rozar levemente peaton cruzando arteria pude advertir encandilamiento solar peatn selene anah cappmartin dni menifest dolor piernas datos tercero;comprometida
am    ;asegurado circulando rioja interseccion corrientes auto bicicleta seden paso tercero detuvo embiste parte delantera izquierda tercero circulaba corrientes moto solo ocupante motociclista cae pavimento asistido traslada hospital zonal presentaba corte evento desplazamientos;concurrente
am    ;circulando camargo transito lento debido semaforo esquina escalabrini ortiz funcionabay entrar bocacalle embiste moto parte delantera izqsin lesones aparaentessin desplazamientointervino labro actacomo asi tambien hizo presente sameel moto propios medioscontactamos v asegurado formalizo casa central mismo dia hecho circulando camargo transito lento debido semaforo esquina escalabrini ortiz funcionaba entrar bocacalle embiste moto parte delantera izqintervino labro actacomo asi tambien hizo presente sameel semaforo funcionaba debido corte luz asegurado avanza pronto escucha ruido motocicleta danos optica izquierda paragolpe lado izquierdo acerco tercero quiso tenia lesiones solo tomo datos papel hicieron alcoholemiadel same hicieron firmar acta poder retirarse tenia lesiones visibles moto propios mediosd;concurrente
am    ;asegurado circulando pico colisionado lateral derecho moto circulaba balbin desplazamientos persona circulaba moto cayo pavimento intervino cia derivaron hospital desconozco;comprometida
am    ;circulando interseccion doblo derecha toco moto circulaba costado derecho toco frente derecho cae suelo moto venian personas lesiones solo raspones asistio;comprometida
am    ;aseg circulando santamarina maniobra hacia izquierda hacer giro u colisiona lateral izquierdo partes delanteras terceros circulaban misma moto misma direccion aseg tercero moto atfb ocupante colocado cae presento lesiones rostro derecha trasladado htal santamarina intervencion jaguel tercero moto ajjy ocupante cae presento lesion derecha escoriacion traslado htal desplazamientos;comprometida
am    ;asegurado circulando sarmiento interseccion nunez arce embestido parte delantera derecha tercero circulaba nunez arce moto ocupantes caen pavimento asistidos desplazamientos;concurrente
am    ;asegurado circulaba abril impactado moto parte lateral delantera derecha asegurado cond moto cae pavimento cond moto iba solo cae pavimento levanta medios interviene cond moto retira propios medios contactamos v asegurado datos tercero aportar dni mismo dio copia datos seguro cree dejo cia circulaba abril doblan izquierda tomar avespora ruta provincial habia semaforos habilitaban giro moto circulaba espora izquierda automovil asegurado danos frente relevamos lugar hecho interseccion t abril solo paralela cintura ahi tambien solo desemboca espora semaforo;discutida
am    ;saliendo estacionada malaver moto circulaba ve embiste puerta trasera lado izquierdo motociclista cae moto intervencion lesionados lesionados datos tercero osvaldo norman martinez honda xr l avd atmcontactamos v asegurado formalizo denuncia flores ratifica mecanica hechofue tema leve tercero tenia atm aseguradora llamo dijeron tenia cobrtura fecha siniestro tercero saco fotos dni va remitir;comprometida
am    ;asegurado circulando kennedy derecha pone giro girar hacia derecha tercero circulaba mismo moto ocupante puede precisar uso embiste espejo retrovisor derecho cae pavimento levanta propios medios asiste desplazamientos;comprometida
aa    ;circulando julio mexico embisto parte delantera parte trasera ero detiene marcha cambio semaforo desplazamientos lesionados;comprometida
am    ;circulaba libertador interseccion ruggeri dispongo doblar derecha ultima moto quiere sobrepasar derecha termina colisionando lateral derecho delantero parte delantera motociclista cae suelo levanta solo sienta cordon intervencion trasladado hospital rivadavia manifesto dolor hombro izquierdo llevaba puesto mas terceros involucrados poliza ro datos tercero robles gimenez luis alberto honda cb r aeyk triunfo segurosampliamos v asegurado formalizo aca pilarratifica mecanica maniobra giro derecha motociclista iba mismo puede evitar impactarlo tercero trasladado lesiones leves hicieron alcoholemia habria causa penal certificado actuacionesquedo pasar mayores datos poder contactar tercero;comprometida
am    ;vhl asegurado encontraba circulando alberdi giro doblar hacia martinez castro embestido tercero circulaba misma lateral izquierdo parte delantera solo persona moto llevaba cae pavimento levanta propios medios interviene desplazamientos esquina semaforos telefono contacto;comprometida
am    ;asegurado circulando garcia dobla hacia derecha barros moto venia barros colisiona parte delantera izquierda guardabarro moto moto motociclista cayeron piso llevaba asegurado traslada htal monte grandeampliacionfinalmente hablo asegurado comenta chofer colectivo siniestro mismos intentan trasladar htal lesionado obtener comprobante lesiones presentarlo empresa razon ofrecio llevarlo tercero llamo amigos familiares llevaron motopuede decirme fracturas varios raspones brazo cara motocicleta tambien raspada tanquey reventouna cubiertaquedo proporcionar mayores datos tercero poder contactarlo;comprometida
am    ;asegurado circulando fleming provincia tercero moto circlaba misma sobrepasa lado izquierdo impactando dicho lateral punta delnateraun ocupante cae piso intervino transladado htal san isidro;discutida
am    ;asegurado estacionar motoquero subiendo moto vereda asegurado ve sigue estacionando choca moto cae piso tambien desplazamientos contactamos v asegurado formalizo denuncia congreso ratifica mecanica llega tercero tenia lastimada participo moto andaba caminando moto;comprometida
am    ;circulaba alem cruzar asconape colisiono moto circulaba ultima derecha parte delantera derecha motociclista acompanante ambos caen suelo interviene ambos trasladados htal morenoampliamos v asegurado mismo formalizo cia formo causa penal datos firmo declaracion derechos garantias hicieron alcoholemia maniesta comento conduca moto estara alcoholizado terceros trasladados acompanante mas dolorida informacion lesiones cree lesiones leves;comprometida
aa    ;aseg circulanso sourdeaux tunel debajo vias tren tercero detenido trafico misma aseg pasa tuenel salida mismo colisiona parte delnatera parte trasera tercero lesioandos desplazamien tos;comprometida
am    ;circulando manuela dorrego enciendo luz giro comienzo doblar izquierda tomar guarani momento motocicleta solo ocupante impacta puerta delantera izquierda cayo piso reincorporo propios medios quiso intercambiar datos retiro lugar moto intervencion policial datos tercero desconoce datos ampliamos v asegurado formalizo aca ramos mejia intercambio datos tercero paso datos paso luego tampoco novedades tema leve;comprometida
am    ;descendiendo abro puerta delantera izquierda justo momento moto pasa junto cayendo unico tripulante suelo intervencion same lesionados ros involucrados stro mas alla declarado datos tercero zampella sebastian oscar zanella rx g anic atmel asegurado formalizo serviclub nazca ratifica mecanica hechoes persona mayorno tomo celular tercero mas datos tercero vive claypole mza cd c altura sn depto d piso puede aportar mas datos tercero;comprometida
am    ;circulando gral paz aseg quiere cambiar carril motopasa medio lso carriles quiere esquivar aseguradoy roza lateral delantero derecho aseg cree espejo yluego impactarlo moto choca delanted lesiones;nan
peatã“n;aseg detenido esperando esposa persona corria hacia auto impacta parte trasera interviene same persona lastina ceja pomulo;sin responsabilidad
cicl  ;asegurado circulando juramento colisiona rueda delantera manubrio bici circulaba granada persona bici levanto retiro intervino;concurrente
am    ;asegurado luego salir domicilio impactado lateral derecho tercero moto circulaba misma aparentemente patina asfalto moto sola persona cae asfalto intervine ampliamos v asegurado hecho ocurre sale cochera castro barros guemes san antonio padua tercero vecino asegurado direccion precisa dni quedo obtenerlo luego varios dccas paso direccion tercero;comprometida
am    ;detenida tronador avalos campo abro puerta pasa moto embiste puerta izq motociclista cae piso moto tenian intervencion policial medica;comprometida
am    ;ivh asegurado realizando maniobras estacionamiento derecha doble moto sola persona colisiona lateral izquierdo aseguradosin interv;comprometida
peatã“n;circulaba sarmiento girar hacia izquierda imprevistamente toco peaton iba cruzando;comprometida
am    ;lugar ocurrencia san pedrito rivadavia circulando san pedrito coloco luz giro doblar colisionado moto venia misma danando puerta delantera derecha moto iba sola persona cayo piso lastimo izquierda intervino same retiro lugar andando moto same patente ojs int;comprometida
am    ;vehiculo asegurado circlando boyaca moto circulaba misma intentar girar izquierda hacia aranguren detenerse poder realizar maniobra produce colision moto circulaban personas caen piso utilizaban interviene interviene ambulancialuego ocupantes moto reincorporan retiran propios mediosampliacion aseguradoel asegurado motociclista ambos circulaban mismo arrancan luego semaforo da luego semaforo habilita giro izquierda moto comienza realizar giro delante asegurado estan doblar semaforo pone moto frena asegurado llega frenar toca detras caen ocupantes moto chica doleca hombro quisieron llamar moto cayo costado raspones danos cano escape ayudo terceros intercambiaron datos asegurado manifiesta moto personas masculino femenino asegurado va reclamar;comprometida
am    ;asegurado maniobraba gral villegas doblar derecha hacia santiago temple colisionado parte lateral delantera derecha moto circulaba gral villegas moto tenia ocupantes ambos tenian cayeron piso presentaban dolores varios intervencion medica policial;comprometida
am    ;encontraba detenida carril derecho semaforo pone arranco doblo hacia derecha momento unamoto pasa medio auto cordon espacio reducido termina impactando punta delantera derecha vhel mismo salio despedido moto bajar verlo manifesto ninguna ninguna dolencia levanto moto intecambiamos datos andando moto involucrados lesiones datos tercero cataldo nicolas dario duke aito zurich;comprometida
am    ;aseg circulando pavon girar hacia sarandi izquierda colisionado puerta delantera izquierda tercero moto circulaba pavon moto circulaba sola persona colocado cayo asfalto levanto retiro propios medios desplazamientos asegurado ratifica mecanicafue tema leve tomaron tercero formalizo oficia lanus participo;comprometida
cicl  ;asegurado circulando avellaneda llegar interseccion bibiloni embistido parte delantera derecha tercero circulaba ultima derecha bicicleta iba solo ocupante cae pavimento intervino intervino desplazamientos;comprometida
aa    ;aseg circulando miralla mataderos llegar mataderos tercero frena golpe pasar semaforo colisionado parte trasera parte delantera aseg desplazamientos lesiones;comprometida
am    ;redgreenlueaseg circulaba boatti aparece moto modo asegurado impacta parte delantera unidad cayendo cond moto acompanante ambos llevaban interv cond moto retira propios medios lugar ampliacionde juan cruz montero mailtojuancruzmonterohotmailcom enviado miercoles mayo alejandra noemi carrera acarrerasegemcomar asunto re lesiones gsl ampliarfs comento percance dia f iba manejando boatti cruzando rios derecha rapido aparece moto venia derecha pude frenar medio parte esquina termino tocandolo trompa auto parte derecha terminan cayendose hicieron casi manejaba tenia raspada mas pregunte querian ir hospital acompanaba quisieron pidieron datos;comprometida
am    ;circulaba asuncin llegado cruce nazca misma encontraba congestionada vehiculo iba delante mio lugar cruzar nazca gira derecha haber congestin quedo casi esquina dejarme hacia derecha paso moto colisiona conmigo pegando costado altura guardabarro delantero cae suelo interviene lleva same htal zubizarretahablamos asegurado formalizo casa central circulaba asuncion moto circulaba nazca derecha rodado asegurado danos guarfabarro lado derecho semaforos tercero trasladado asegurado retuvieron automovil trasladaron hicieron alcoholemia cp;comprometida
cicl  ;entrar auto garage casa venia circulando ciclista choco espejo guardabarro lado derecho autocontactamos asegurado mismo manifiesta circulaba colectora general paz luego pasar semaforo lope vega abre par iquierda luego entrar garage derecha casa queda colectorael ciclista venia circulando derecha colectora haba visto bicicleta prestando atencin moto realiza maniobra entrar garage produce tercero golpeo tena volo encima parabrisas concurro same llevaron velez sarfield acerc tomo datos hicieron alcoholemia rompio espejo derecho;comprometida
cicl  ;aseg detenido sarmiento abre puerta delantera izquierda descender mismo colisiona manubrio tercero circulaba misma bici tercero ocupante colocado cae manifesto dolor muneca derecha trasladado intervino retiro medios desplazamientosampliamos v asegurado corrobora meccnicase trata caso leve participo ambulanciaformalizo cia proporciona mcs datos tercero poder contactarlo menciona tercero dola muneca bien consciente quiso llamar;comprometida
aci   ;da alrededor pm asegurado conduca azcuenaga direccin querer doblar derecha encierra bicicleta circulaba azcuenaga misma direccin tercero cae bicicleta asegurado ofrece asistencia revisado mismo rechaza atencin pasan datos vehculo retira lugard;comprometida
am    ;circulaba toscanini terminando cruzar interseccion mozartsiento moto lateral derecho detenerme obsevo encontraba piso acompanante parado indique quedara quieto iba llamar acercaba patrullero luces ambas personas mas involucrados lesionados datos tercero desconozco;concurrente
peaton;asegurado circulando yrigoyen tocar rama sobresalia vereda misma impacta persona;comprometida
aa    ;asegurado iba circulando vehiculo adelante frena repentinamente asegurado colisiona parte trasera parte delantera intervino tomando datos vehiculo sufrio latigazo cervical mismo acompanante;comprometida
am    ;asegurada circulando elcano giro derecha momento moto colisiona lateral derecho caerse intervencion policial;comprometida
cicl  ;estacionaro puerta casa abro puerta izquierda bajar vi pasaba bicicleta toca puerta manubrio cae piso ciclista iba tenia golpe pecho raiz llevo clinica modelo atienden sacandole radiografia refieren tenia intervension policial;comprometida
am    ;circulando blois cruzar bocacalle moto irigoyn colisiona lateral derecho sola persona moto vi cazco colocado cae suelo presentaba lesiones visibles retirar medios;comprometida
am    ;asegurado circulando calchaquila misma reparacioncon semaforo ambos sentidosel asegurado pone giro trata doblar izquierdacuando motocicleta venia mismasale detras tercero furgonde contrariolo colisionacon parte delantera motocontra parte trasera lateral derecha aseguradoconductor cascocae sueloqueda suelointerviene ambulanciaes trasladado hospital quilmesen quedaria observacionesel asegurado comisariaconductor daniel saul camposdomicilio berazateguimoto yamaha ybr pataifn;comprometida
am    ;iba circulando centenario uruguayo izquierda girar izquierda mansilla realizando maniobra giro colisionado parte trasera derecha moto circulaba detras intenta pasarme moto iba sola persona cae piso intervension policial trasladan tercero hospital finocchieto avellaneda pusieron yeso desplazamientos;comprometida
am    ;circulando rosales llegar cruce maipu impactado tercero lateral delantero derecho tercero cayo piso intervencin policial tercero retiro lugar propios mediosampliamos v asegurado formalizo denuncia cia mas datos tercerosegun paso tema leve manifiesta tercero habrcca caido motocicletade modos muestra colaborador dice hizo tenia hacer;comprometida
aa    ;aseg saladillo tercero aparece costado izquierdo ibanez aseg colisiona puerta trasera derecha trompa aseg tercero lesionado iba parte atras tercero interviene policiatel aseg;concurrente
peaton;redgreenlueredgreenlue aseg saliendo estacionado tordo marcha atras golpe lateral derecho trasero peaton arroja bolso peaton cae pavimento levanto retiro discusion previa anterior persona intervino ampliacion carlos tillet mailtocarlonchothotmailcom enviado jueves mayo alejandra noemi carrera acarrerasegemcomar asunto re siniestro ampliarcf estimada requerimiento ampliacion informo siguienteel dia mayo corriente ano circunstancia trasladaba hija domicilio particular tordo ituzaingo bs as saliendo lugar estacionado marcha atras termino seis metros aproximadamente dirigirme rivadavia escucho golpe lado derecho ventanilla trasera impacta bolso mediano recuerdo color detengo marcha esposa ubicada asiento acompanante norma g orozco desabrochamos inmediato cinturones seguridad bajamos norma observa persona levanta dado cayo guardabarros derecho abollandolo cosa observe despues aducia venia discutiendo persona sexo masculino bicicleta misma empujo vehiculo observando dicho ciclista alejaba preguntarle sentia bien queria llevaramos hospital evaluacion dijo bien pidio disculpa alejo forma rapida lugar pese insistencia trasladarlo hospital inclusive domicilio dijo reitero disculpa rapidamente alejo permanezco lugar evaluando danos vehiculo vez finalizado retomo ocupantes rodado asegurado momento siniestro habia bajado hija eramos esposa personasno rodadono realice denuncia policial misma hice aseguradorano datos tercero dado expuse permitio siquiera llevara lugares expuestos evito momento entablar conversacion alejandose rapidamente lugarestimo lalas lesiones sufrida tercero leves dado alejo presuroso caminado normalmente pidiendo disculpadebido prisa permitio tomarle ningun datono realizaron control alcoholemia;comprometida
cicl  ;asegurado circulaba libertador cruzando pampa produce colision part edelantera ciclista circulaba pampa derecha izquierda ciclista cae piso lesiones visibles brazos trasladado;concurrente
am    ;detenida ingresar estacionamiento cancha river moto circulaba toca parte delantera derecha motociclista cae piso intervencin policial;concurrente
am    ;asegurado circulando iberlucea colisiono parte delantera derecha tercero moto ocupante colocado cayo suelo tercero circulaba suarez tercero levanto medios intercambiaron datos siguio intervino;comprometida
aa    ;venia circulando espinosa cruce arengreen viniendo derecha vehculo puerta delantera derecha parte guardabarros delantero derecho luego auto subi vereda impactando pared luego choque vehiculo subi vereda termina impactando contraa pared vivienda esquina hija tercero golpe parietal derecho intervencion same tercero quizo trasladara hija hospital lesionados ros involucrados stro mas alla declarado datos tercero ana jolly volkswagen voyage jyd boston;concurrente
am    ;venia crisostomo alvares llegando portela choque moto venan personas seguro vehculo moto frena golpe frena auto portela atras lugar concurri polica tampoco habia semaforos calles ampliamos asegurado ratifica mecanica choco parte trasera motocicleta choque leve llamaron terceros cruzaron datos qy lugar;comprometida
am    ;redgreenlue aseg circulando marconial girar hacia interseccion guino puestoes colisionado lateral trasero derecho parte delantera terceroque circulaba gualeguayun ocupantecon cascono cae pisono interviene policiase retira propios medios ampliacionyo circulaba marconi palomar hacia autopista oeste transito detuvo creo problema camion puse guino gire hacia derecha gualeguay derecha venia moto pasando autos detenidos llegue llego frenar choco puerta trasera lado acompanante joven moto cayo hizo igual moto quedo intacta incluso joven lamentaba pudo frenar aclaro doble rapido puse guino horario moto pasamos celulares audios confirman bien accidente menor unica consecuencia choque rayon puerta trasera;comprometida
peaton;redgreenlue aseg circulando ciudadela dobla don cristobalhaci izquierda colisiona persona espejo izquierdo tercera cae piso aseg traslada casa tenia brazo hinchado interviene luego habla hijo persona dice josp haedo hicieron placasel asegurado formalizo denuncia moron aseg circulando ciudadela dobla izquierda don cristobal colisiona persona espejo izquierdo tercera cae piso aseg traslada casa tenia brazo hinchadodice vio tercera sernoa cruzando esquina casa tercera don cristobal asegurada dice tercera persona mayor problemas salud asustada quiso lleva guardia senora quiso dice dejo datos senora luego llamo hijo tercera dijo haba llevado hospital haedo fractura solo politraumatismos golpe brazo;comprometida
am    ;aseg circulaba re san martin habia moto adelnate empezar doblar ambos derecha tomar cruce barrera moto frena aseg chcoa parte trasera ocupantes caen suelo interviene interviene ambos trasladados hospital posadas debido personas acercaron lugar comenzaron violentar aseg vehiculo debio retirarsed;comprometida
am    ;asegurado circulando mexico impacta tercero moto circulaba alta velocidad d funes parte delantera lateral derecho terc ocupantes moto producto mismo caen pavimento trasladados intervencion policial vhs retenidos comunicamos v asegurado ratifica mecanica hecho asegurado embiste lateral trasero derecho motocicleta ambos ocupantes motocicleta trasladados ambulanciano datos terceros intervino comisaria fractura expuesta tibia perone hicieron alcoholemia revisaron medicos consideraron necesarioel asegurado diriga trabajo ocurri hecho;comprometida
am    ;circulando triunvirato moto circulaba izquierda embsite parte lateral trasera izquierda moto iba sola persona cae piso interviene retiro propios medios;comprometida
am    ;vehiculo asegurado circulaba esmeralda girando izquierda embiste moto izquierdacon guardabarro delantero izquierdolos ocupantes motocicleta caen luego levantan medios llevaban interviene nadieintercambian datosretirandose asegurado asegurado ayer llama motociclista informandole lesiones acompanante fisurasdesconoce atendidosd;comprometida
am    ;maniobraba marcha atras salir vereda hacia balbin vena moto circulabdo misma detengo impacta parte trasera izquierda moto iba solo ocupante tena mismo cae pavimento interviene personal policial interviene mismo retira lugar propios medios desplazamiento;comprometida
aa    ;aseg circulaba bogota comenzando cruzar carrasco impactado parte delantera derecha tercero circulaba parte frontal tercero lesionesel asegurado amplio escrito original dejado oficina v cia anticipado copia ampliacion;comprometida
am    ;circulaba pampa delante mo circulaba moto llegar otamendi frena bruscamente intento frenar vehculo patina producto choco rueda trasera callendo ocupantes piso presentar leciones simple vistacontactamos v asegurado amplio informacion siniestro datos terceros manifesto llama juan ramon diaz dni acompanante jose mariano mas datos accidente dia horas aprox pampa valentin alsina lanus moto honda xr patente hxu moto circulaba delante mio freno bruscamente freno auto patina debido fuerte q habia monento golpeo rueda atras celular moto participo intercambios datos lugar hecho;comprometida
am    ;redgreenlue asegurado circulando derecha alvarado empieza doblar derecha hacia goncalvez embestido parte derecha delantera parte delantera moto circulaba detras alvarado motociclista tenia unico tripulante cayo piso heridas visibles intervencion retiraron ambos propios medios desplazamientos ampliacion circulaba albarado pongo luz giro doblar derecha hacia goncalvez moto venia atras mio quiere pasar derecha colisiona puerta delantera derecha vehiculo cada medios vehiculo asegurado personavehiculo tercero persona lesiones ningunaprueba alcoholemia huboaccion policial solo custodia cuadra vio bien retiroortiz gaston;comprometida
am    ;circulaba solis llegar interseccin intento doblar agarrar morenopor transito pude hacerlo detengoy apenas comenzando circular poder continuar solisaparece moto detras taxi embiste parte delantera derecha parte delantera ocupantes intervino moto quiso asistencia medica retiraron propios medios aportaron datos acompanante solo note tena raspon terceros involucrados lesionados datos tercero fernando raul peralta suzuki h abgj galeno;comprometida
peaton;aseg circulaba medina nino cruzaba corriendo metros esquina toca delantero izq asegurado nene cae vereda presentaba raspn trasladado colegio asegurada all llamaron policias necesario trasladarlo centro medico;concurrente
cicl  ;girando hacia laprida cruzando cruce ffcc llegar primera bocacalle bicicleta parecer buscando proposito colisionar alguno autos circulabamos golpea lateral izquierdo levanta agresivamente comienza auto arrojando golpes puno persona interviene;comprometida
am    ;venia circulando ciudad paz cruzar garcia rio aparece moto daltima colisiona parte delantera izquierda autoacto seguido motociclista cae auto luego pisome detengo bajo auto preguntarle dice bien va andando moto rapido intervencion policial medica motociclista sexo masculino;comprometida
am    ;aseg circulando detras moto frena aseg coliciono atras personas caen moto lesiones visibles mas vhsnos contactamos v asegurado efectos obtener mayores datos terceros mismo ratific meccnica hecho colisiono levemente moto preceda lleg frenar intercambiaron datos retiraron lugar propios medios formalizo denuncia oficina lomas zamora intervino;comprometida
am    ;vehiculo asegurado detenido semaforo comenzar marcha colisiona parte delantera parte trasera moto raiz golpe moto golpea vehiculo adelante moto cae piso intervino;comprometida
am    ;vehiculo asegurado circulaba brandsen cruzar pergamino moto cirdulaba ultima colisiona lateral derecho motociclista cae piso llevaba interviene levanta retira propios mediosel asegurado formalizo oficina quilmesdano localizado puerta trasera derecha tercero tenia registro motoel seguro riesgo franquicia quedo pasarnos datos tercerotema leve tercero retira propios medios;concurrente
am    ;circulaba roca auto viene encima volanteo hacia izquierda toque moto moto iban personas caen suelo levantan intervino intercambiamos datos moto andandoampliamos v asegurado formalizo cia cuenta mayores datos tercero tomo cuanto mecanica manifiesta volanteo hacia izquierda vehiculo encerr realizar maniobra roz motocicleta ocupantes moto levantaron cruzo datos retiraron lugar participacion;comprometida
am    ;redgreenlue asegurado circulando martin rodriguez colisionado frente izquierdo moto circulaba encalada desplazamientos personas circulaban moto cascos cayeron piso intervino policiaampliamos v asegurado manifest haba formalizado san isidro ratifica mecanica hecho luego colision llega llamaron traslado conductora moto dano lateral delantero izquierdo comisaria san fernando hicieron alcoholemia asegurado iba trabajar esquina trabajo ocurri hecho forma causa penal lesiones culposas;concurrente
